Year,UNIT_MEASURE,Административна јединица,Врста школе,Пол,Value
2017,Број,Херцеговачко-неретвански кантон,Умјетничке школе,Ж,
2017,Број,Херцеговачко-неретвански кантон,Вјерске школе,Ж,
2017,Број,Херцеговачко-неретвански кантон,Средње школе за дјецу са посебним потребама,Ж,
2018,Број,Херцеговачко-неретвански кантон,Гимназија,Ж,
2018,Број,Херцеговачко-неретвански кантон,Техничке школе,Ж,
2018,Број,Херцеговачко-неретвански кантон,Стручне школe,Ж,
2018,Број,Херцеговачко-неретвански кантон,Умјетничке школе,Ж,
2018,Број,Херцеговачко-неретвански кантон,Вјерске школе,Ж,
2018,Број,Херцеговачко-неретвански кантон,Средње школе за дјецу са посебним потребама,Ж,
2019,Број,Херцеговачко-неретвански кантон,Гимназија,Ж,
2019,Број,Херцеговачко-неретвански кантон,Техничке школе,Ж,
2019,Број,Херцеговачко-неретвански кантон,Стручне школe,Ж,
2019,Број,Херцеговачко-неретвански кантон,Умјетничке школе,Ж,
2019,Број,Херцеговачко-неретвански кантон,Вјерске школе,Ж,
2019,Број,Херцеговачко-неретвански кантон,Средње школе за дјецу са посебним потребама,Ж,
2020,Број,Херцеговачко-неретвански кантон,Гимназија,Ж,
2020,Број,Херцеговачко-неретвански кантон,Техничке школе,Ж,
2020,Број,Херцеговачко-неретвански кантон,Стручне школe,Ж,
2020,Број,Херцеговачко-неретвански кантон,Умјетничке школе,Ж,
2020,Број,Херцеговачко-неретвански кантон,Вјерске школе,Ж,
2020,Број,Херцеговачко-неретвански кантон,Средње школе за дјецу са посебним потребама,Ж,
2016,Број,Западнохерцеговчки кантон,Гимназија,Ж,
2016,Број,Западнохерцеговчки кантон,Техничке школе,Ж,
2016,Број,Западнохерцеговчки кантон,Стручне школe,Ж,
2016,Број,Западнохерцеговчки кантон,Умјетничке школе,Ж,
2016,Број,Западнохерцеговчки кантон,Вјерске школе,Ж,
2016,Број,Западнохерцеговчки кантон,Средње школе за дјецу са посебним потребама,Ж,
2017,Број,Западнохерцеговчки кантон,Гимназија,Ж,
2017,Број,Западнохерцеговчки кантон,Техничке школе,Ж,
2017,Број,Западнохерцеговчки кантон,Стручне школe,Ж,
2017,Број,Западнохерцеговчки кантон,Умјетничке школе,Ж,
2017,Број,Западнохерцеговчки кантон,Вјерске школе,Ж,
2017,Број,Западнохерцеговчки кантон,Средње школе за дјецу са посебним потребама,Ж,
2018,Број,Западнохерцеговчки кантон,Гимназија,Ж,
2018,Број,Западнохерцеговчки кантон,Техничке школе,Ж,
2018,Број,Западнохерцеговчки кантон,Стручне школe,Ж,
2018,Број,Западнохерцеговчки кантон,Умјетничке школе,Ж,
2018,Број,Западнохерцеговчки кантон,Вјерске школе,Ж,
2018,Број,Западнохерцеговчки кантон,Средње школе за дјецу са посебним потребама,Ж,
2019,Број,Западнохерцеговчки кантон,Гимназија,Ж,
2019,Број,Западнохерцеговчки кантон,Техничке школе,Ж,
2019,Број,Западнохерцеговчки кантон,Стручне школe,Ж,
2019,Број,Западнохерцеговчки кантон,Умјетничке школе,Ж,
2019,Број,Западнохерцеговчки кантон,Вјерске школе,Ж,
2019,Број,Западнохерцеговчки кантон,Средње школе за дјецу са посебним потребама,Ж,
2020,Број,Западнохерцеговчки кантон,Гимназија,Ж,
2020,Број,Западнохерцеговчки кантон,Техничке школе,Ж,
2020,Број,Западнохерцеговчки кантон,Стручне школe,Ж,
2020,Број,Западнохерцеговчки кантон,Умјетничке школе,Ж,
2020,Број,Западнохерцеговчки кантон,Вјерске школе,Ж,
2020,Број,Западнохерцеговчки кантон,Средње школе за дјецу са посебним потребама,Ж,
2016,Број,Кантон Сарајево,Гимназија,Ж,
2016,Број,Кантон Сарајево,Техничке школе,Ж,
2016,Број,Кантон Сарајево,Стручне школe,Ж,
2016,Број,Кантон Сарајево,Умјетничке школе,Ж,
2016,Број,Кантон Сарајево,Вјерске школе,Ж,
2016,Број,Кантон Сарајево,Средње школе за дјецу са посебним потребама,Ж,
2017,Број,Кантон Сарајево,Гимназија,Ж,
2017,Број,Кантон Сарајево,Техничке школе,Ж,
2017,Број,Кантон Сарајево,Стручне школe,Ж,
2017,Број,Кантон Сарајево,Умјетничке школе,Ж,
2017,Број,Кантон Сарајево,Вјерске школе,Ж,
2017,Број,Кантон Сарајево,Средње школе за дјецу са посебним потребама,Ж,
2018,Број,Кантон Сарајево,Гимназија,Ж,
2018,Број,Кантон Сарајево,Техничке школе,Ж,
2018,Број,Кантон Сарајево,Стручне школe,Ж,
2018,Број,Кантон Сарајево,Умјетничке школе,Ж,
2018,Број,Кантон Сарајево,Вјерске школе,Ж,
2018,Број,Кантон Сарајево,Средње школе за дјецу са посебним потребама,Ж,
2019,Број,Кантон Сарајево,Гимназија,Ж,
2019,Број,Кантон Сарајево,Техничке школе,Ж,
2019,Број,Кантон Сарајево,Стручне школe,Ж,
2019,Број,Кантон Сарајево,Умјетничке школе,Ж,
2019,Број,Кантон Сарајево,Вјерске школе,Ж,
2019,Број,Кантон Сарајево,Средње школе за дјецу са посебним потребама,Ж,
2020,Број,Кантон Сарајево,Гимназија,Ж,
2020,Број,Кантон Сарајево,Техничке школе,Ж,
2020,Број,Кантон Сарајево,Стручне школe,Ж,
2020,Број,Кантон Сарајево,Умјетничке школе,Ж,
2020,Број,Кантон Сарајево,Вјерске школе,Ж,
2020,Број,Кантон Сарајево,Средње школе за дјецу са посебним потребама,Ж,
2016,Број,Кантон 10,Гимназија,Ж,
2016,Број,Кантон 10,Техничке школе,Ж,
2016,Број,Кантон 10,Стручне школe,Ж,
2016,Број,Кантон 10,Умјетничке школе,Ж,
2016,Број,Кантон 10,Вјерске школе,Ж,
2016,Број,Кантон 10,Средње школе за дјецу са посебним потребама,Ж,
2017,Број,Кантон 10,Гимназија,Ж,
2017,Број,Кантон 10,Техничке школе,Ж,
2017,Број,Кантон 10,Стручне школe,Ж,
2017,Број,Кантон 10,Умјетничке школе,Ж,
2017,Број,Кантон 10,Вјерске школе,Ж,
2017,Број,Кантон 10,Средње школе за дјецу са посебним потребама,Ж,
2018,Број,Кантон 10,Гимназија,Ж,
2018,Број,Кантон 10,Техничке школе,Ж,
2018,Број,Кантон 10,Стручне школe,Ж,
2018,Број,Кантон 10,Умјетничке школе,Ж,
2018,Број,Кантон 10,Вјерске школе,Ж,
2018,Број,Кантон 10,Средње школе за дјецу са посебним потребама,Ж,
2019,Број,Кантон 10,Гимназија,Ж,
2019,Број,Кантон 10,Техничке школе,Ж,
2019,Број,Кантон 10,Стручне школe,Ж,
2019,Број,Кантон 10,Умјетничке школе,Ж,
2019,Број,Кантон 10,Вјерске школе,Ж,
2019,Број,Кантон 10,Средње школе за дјецу са посебним потребама,Ж,
2020,Број,Кантон 10,Гимназија,Ж,
2020,Број,Кантон 10,Техничке школе,Ж,
2020,Број,Кантон 10,Стручне школe,Ж,
2020,Број,Кантон 10,Умјетничке школе,Ж,
2020,Број,Кантон 10,Вјерске школе,Ж,
2020,Број,Кантон 10,Средње школе за дјецу са посебним потребама,Ж,
