Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2018,Broj,Tuzlanski kanton,Oba spola,9956
2009,Broj,Tuzlanski kanton,M,6038
2010,Broj,Tuzlanski kanton,M,6284
2011,Broj,Tuzlanski kanton,M,5710
2012,Broj,Tuzlanski kanton,M,5103
2013,Broj,Tuzlanski kanton,M,4770
2014,Broj,Tuzlanski kanton,M,4499
2015,Broj,Tuzlanski kanton,M,4626
2016,Broj,Tuzlanski kanton,M,4746
2017,Broj,Tuzlanski kanton,M,4540
2018,Broj,Tuzlanski kanton,M,4073
2009,Broj,Tuzlanski kanton,Ž,7858
2010,Broj,Tuzlanski kanton,Ž,8273
2011,Broj,Tuzlanski kanton,Ž,7825
2012,Broj,Tuzlanski kanton,Ž,7044
2013,Broj,Tuzlanski kanton,Ž,6916
2014,Broj,Tuzlanski kanton,Ž,6575
2015,Broj,Tuzlanski kanton,Ž,6605
2016,Broj,Tuzlanski kanton,Ž,6592
2017,Broj,Tuzlanski kanton,Ž,6380
2018,Broj,Tuzlanski kanton,Ž,5883
2009,Broj,Zeničko-dobojski kanton,Oba spola,4463
2010,Broj,Zeničko-dobojski kanton,Oba spola,4655
2011,Broj,Zeničko-dobojski kanton,Oba spola,4278
2012,Broj,Zeničko-dobojski kanton,Oba spola,4151
2013,Broj,Zeničko-dobojski kanton,Oba spola,3917
2014,Broj,Zeničko-dobojski kanton,Oba spola,3927
2015,Broj,Zeničko-dobojski kanton,Oba spola,3687
2016,Broj,Zeničko-dobojski kanton,Oba spola,3495
2017,Broj,Zeničko-dobojski kanton,Oba spola,3124
2018,Broj,Zeničko-dobojski kanton,Oba spola,3173
2009,Broj,Zeničko-dobojski kanton,M,1748
2010,Broj,Zeničko-dobojski kanton,M,1797
2011,Broj,Zeničko-dobojski kanton,M,1668
2012,Broj,Zeničko-dobojski kanton,M,1637
2013,Broj,Zeničko-dobojski kanton,M,1524
2014,Broj,Zeničko-dobojski kanton,M,1542
2015,Broj,Zeničko-dobojski kanton,M,1434
2016,Broj,Zeničko-dobojski kanton,M,1297
2017,Broj,Zeničko-dobojski kanton,M,1115
2018,Broj,Zeničko-dobojski kanton,M,1098
2009,Broj,Zeničko-dobojski kanton,Ž,2715
2010,Broj,Zeničko-dobojski kanton,Ž,2858
2011,Broj,Zeničko-dobojski kanton,Ž,2610
2012,Broj,Zeničko-dobojski kanton,Ž,2514
2013,Broj,Zeničko-dobojski kanton,Ž,2393
2014,Broj,Zeničko-dobojski kanton,Ž,2385
2015,Broj,Zeničko-dobojski kanton,Ž,2253
2016,Broj,Zeničko-dobojski kanton,Ž,2198
2017,Broj,Zeničko-dobojski kanton,Ž,2009
2018,Broj,Zeničko-dobojski kanton,Ž,2075
2009,Broj,Bosansko-podrinjski kanton,Oba spola,0
2010,Broj,Bosansko-podrinjski kanton,Oba spola,0
2011,Broj,Bosansko-podrinjski kanton,Oba spola,0
2012,Broj,Bosansko-podrinjski kanton,Oba spola,0
2013,Broj,Bosansko-podrinjski kanton,Oba spola,0
2014,Broj,Bosansko-podrinjski kanton,Oba spola,31
2015,Broj,Bosansko-podrinjski kanton,Oba spola,112
2016,Broj,Bosansko-podrinjski kanton,Oba spola,144
2017,Broj,Bosansko-podrinjski kanton,Oba spola,126
2018,Broj,Bosansko-podrinjski kanton,Oba spola,77
2009,Broj,Bosansko-podrinjski kanton,M,0
2010,Broj,Bosansko-podrinjski kanton,M,0
2011,Broj,Bosansko-podrinjski kanton,M,0
2012,Broj,Bosansko-podrinjski kanton,M,0
2013,Broj,Bosansko-podrinjski kanton,M,0
2014,Broj,Bosansko-podrinjski kanton,M,9
2015,Broj,Bosansko-podrinjski kanton,M,42
2016,Broj,Bosansko-podrinjski kanton,M,54
2017,Broj,Bosansko-podrinjski kanton,M,50
2018,Broj,Bosansko-podrinjski kanton,M,31
2009,Broj,Bosansko-podrinjski kanton,Ž,0
2010,Broj,Bosansko-podrinjski kanton,Ž,0
2011,Broj,Bosansko-podrinjski kanton,Ž,0
2012,Broj,Bosansko-podrinjski kanton,Ž,0
2013,Broj,Bosansko-podrinjski kanton,Ž,0
2014,Broj,Bosansko-podrinjski kanton,Ž,22
2015,Broj,Bosansko-podrinjski kanton,Ž,70
2016,Broj,Bosansko-podrinjski kanton,Ž,90
2017,Broj,Bosansko-podrinjski kanton,Ž,76
2018,Broj,Bosansko-podrinjski kanton,Ž,46
2009,Broj,Srednjobosanski kanton,Oba spola,2991
2010,Broj,Srednjobosanski kanton,Oba spola,3665
2011,Broj,Srednjobosanski kanton,Oba spola,4188
2012,Broj,Srednjobosanski kanton,Oba spola,4500
2013,Broj,Srednjobosanski kanton,Oba spola,4544
2014,Broj,Srednjobosanski kanton,Oba spola,4688
2015,Broj,Srednjobosanski kanton,Oba spola,4913
2016,Broj,Srednjobosanski kanton,Oba spola,5184
2017,Broj,Srednjobosanski kanton,Oba spola,5487
2018,Broj,Srednjobosanski kanton,Oba spola,4489
2009,Broj,Srednjobosanski kanton,M,1791
2010,Broj,Srednjobosanski kanton,M,2184
2011,Broj,Srednjobosanski kanton,M,2545
2012,Broj,Srednjobosanski kanton,M,2814
2013,Broj,Srednjobosanski kanton,M,2825
2014,Broj,Srednjobosanski kanton,M,2964
2015,Broj,Srednjobosanski kanton,M,3068
2016,Broj,Srednjobosanski kanton,M,3200
2017,Broj,Srednjobosanski kanton,M,3354
2018,Broj,Srednjobosanski kanton,M,2603
2009,Broj,Srednjobosanski kanton,Ž,1200
2010,Broj,Srednjobosanski kanton,Ž,1481
2011,Broj,Srednjobosanski kanton,Ž,1643
2012,Broj,Srednjobosanski kanton,Ž,1686
2013,Broj,Srednjobosanski kanton,Ž,1719
2014,Broj,Srednjobosanski kanton,Ž,1724
2015,Broj,Srednjobosanski kanton,Ž,1845
2016,Broj,Srednjobosanski kanton,Ž,1984
2017,Broj,Srednjobosanski kanton,Ž,2133
2018,Broj,Srednjobosanski kanton,Ž,1886
2009,Broj,Hercegovačko-neretvanski kanton,Oba spola,12909
2010,Broj,Hercegovačko-neretvanski kanton,Oba spola,14187
2011,Broj,Hercegovačko-neretvanski kanton,Oba spola,14541
2012,Broj,Hercegovačko-neretvanski kanton,Oba spola,13856
2013,Broj,Hercegovačko-neretvanski kanton,Oba spola,15150
2014,Broj,Hercegovačko-neretvanski kanton,Oba spola,15046
2015,Broj,Hercegovačko-neretvanski kanton,Oba spola,14485
2016,Broj,Hercegovačko-neretvanski kanton,Oba spola,14315
2017,Broj,Hercegovačko-neretvanski kanton,Oba spola,14120
2018,Broj,Hercegovačko-neretvanski kanton,Oba spola,13426
2009,Broj,Hercegovačko-neretvanski kanton,M,5490
2010,Broj,Hercegovačko-neretvanski kanton,M,5937
2011,Broj,Hercegovačko-neretvanski kanton,M,6018
2012,Broj,Hercegovačko-neretvanski kanton,M,5698
2013,Broj,Hercegovačko-neretvanski kanton,M,6252
2014,Broj,Hercegovačko-neretvanski kanton,M,6339
2015,Broj,Hercegovačko-neretvanski kanton,M,6194
2016,Broj,Hercegovačko-neretvanski kanton,M,6063
2017,Broj,Hercegovačko-neretvanski kanton,M,5916
2018,Broj,Hercegovačko-neretvanski kanton,M,5395
2009,Broj,Hercegovačko-neretvanski kanton,Ž,7419
2010,Broj,Hercegovačko-neretvanski kanton,Ž,8250
2011,Broj,Hercegovačko-neretvanski kanton,Ž,8523
2012,Broj,Hercegovačko-neretvanski kanton,Ž,8158
2013,Broj,Hercegovačko-neretvanski kanton,Ž,8898
2014,Broj,Hercegovačko-neretvanski kanton,Ž,8707
2015,Broj,Hercegovačko-neretvanski kanton,Ž,8291
2016,Broj,Hercegovačko-neretvanski kanton,Ž,8252
2017,Broj,Hercegovačko-neretvanski kanton,Ž,8204
2018,Broj,Hercegovačko-neretvanski kanton,Ž,8031
2009,Broj,Kanton Sarajevo,Oba spola,32343
2010,Broj,Kanton Sarajevo,Oba spola,32798
2011,Broj,Kanton Sarajevo,Oba spola,33435
2012,Broj,Kanton Sarajevo,Oba spola,33910
2013,Broj,Kanton Sarajevo,Oba spola,33949
2014,Broj,Kanton Sarajevo,Oba spola,34069
2015,Broj,Kanton Sarajevo,Oba spola,34673
2016,Broj,Kanton Sarajevo,Oba spola,32599
2017,Broj,Kanton Sarajevo,Oba spola,29703
2018,Broj,Kanton Sarajevo,Oba spola,28842
2009,Broj,Kanton Sarajevo,M,13342
2010,Broj,Kanton Sarajevo,M,14503
2011,Broj,Kanton Sarajevo,M,14907
2012,Broj,Kanton Sarajevo,M,15071
2013,Broj,Kanton Sarajevo,M,14849
2014,Broj,Kanton Sarajevo,M,14645
2015,Broj,Kanton Sarajevo,M,14685
2016,Broj,Kanton Sarajevo,M,13488
2017,Broj,Kanton Sarajevo,M,12104
2018,Broj,Kanton Sarajevo,M,11451
2009,Broj,Kanton Sarajevo,Ž,19001
2010,Broj,Kanton Sarajevo,Ž,18295
2011,Broj,Kanton Sarajevo,Ž,18528
2012,Broj,Kanton Sarajevo,Ž,18839
2013,Broj,Kanton Sarajevo,Ž,19100
2014,Broj,Kanton Sarajevo,Ž,19424
2015,Broj,Kanton Sarajevo,Ž,19988
2016,Broj,Kanton Sarajevo,Ž,19111
2017,Broj,Kanton Sarajevo,Ž,17599
2018,Broj,Kanton Sarajevo,Ž,17391
