Year,UNIT_MEASURE,Administrativna oblast,Spol,Value
2016,Broj,Srednjobosanski kanton,Oba spola,970
2016,Broj,Hercegovačko-neretvanski kanton,Oba spola,2100
2016,Broj,Zapadno-hercegovački kanton,Oba spola,851
2016,Broj,Kanton Sarajevo,Oba spola,4206
2016,Broj,Kanton 10,Oba spola,391
2016,Broj,Federacija Bosne i Hercegovine,M,7604
2016,Broj,Unsko-sanski kanton,M,743
2016,Broj,Posavski kanton,M,83
2016,Broj,Tuzlanski kanton,M,1252
2016,Broj,Zeničko-dobojski kanton,M,968
2016,Broj,Bosansko-podrinjski kanton,M,68
2016,Broj,Srednjobosanski kanton,M,495
2016,Broj,Hercegovačko-neretvanski kanton,M,1071
2016,Broj,Zapadno-hercegovački kanton,M,437
2016,Broj,Kanton Sarajevo,M,2298
2016,Broj,Kanton 10,M,189
2016,Broj,Federacija Bosne i Hercegovine,Ž,6801
2016,Broj,Unsko-sanski kanton,Ž,608
2016,Broj,Posavski kanton,Ž,77
2016,Broj,Tuzlanski kanton,Ž,1085
2016,Broj,Zeničko-dobojski kanton,Ž,925
2016,Broj,Bosansko-podrinjski kanton,Ž,78
2016,Broj,Srednjobosanski kanton,Ž,475
2016,Broj,Hercegovačko-neretvanski kanton,Ž,1029
2016,Broj,Zapadno-hercegovački kanton,Ž,414
2016,Broj,Kanton Sarajevo,Ž,1908
2016,Broj,Kanton 10,Ž,202
2017,Broj,Federacija Bosne i Hercegovine,Oba spola,15093
2017,Broj,Unsko-sanski kanton,Oba spola,1398
2017,Broj,Posavski kanton,Oba spola,158
2017,Broj,Tuzlanski kanton,Oba spola,2484
2017,Broj,Zeničko-dobojski kanton,Oba spola,2017
2017,Broj,Bosansko-podrinjski kanton,Oba spola,155
2017,Broj,Srednjobosanski kanton,Oba spola,1034
2017,Broj,Hercegovačko-neretvanski kanton,Oba spola,2317
2017,Broj,Zapadno-hercegovački kanton,Oba spola,901
2017,Broj,Kanton Sarajevo,Oba spola,4221
2017,Broj,Kanton 10,Oba spola,408
2017,Broj,Federacija Bosne i Hercegovine,M,7850
2017,Broj,Unsko-sanski kanton,M,768
2017,Broj,Posavski kanton,M,84
2017,Broj,Tuzlanski kanton,M,1289
2017,Broj,Zeničko-dobojski kanton,M,998
2017,Broj,Bosansko-podrinjski kanton,M,84
2017,Broj,Srednjobosanski kanton,M,559
2017,Broj,Hercegovačko-neretvanski kanton,M,1137
2017,Broj,Zapadno-hercegovački kanton,M,444
2017,Broj,Kanton Sarajevo,M,2284
2017,Broj,Kanton 10,M,203
2017,Broj,Federacija Bosne i Hercegovine,Ž,7243
2017,Broj,Unsko-sanski kanton,Ž,630
2017,Broj,Posavski kanton,Ž,74
2017,Broj,Tuzlanski kanton,Ž,1195
2017,Broj,Zeničko-dobojski kanton,Ž,1019
2017,Broj,Bosansko-podrinjski kanton,Ž,71
2017,Broj,Srednjobosanski kanton,Ž,475
2017,Broj,Hercegovačko-neretvanski kanton,Ž,1180
2017,Broj,Zapadno-hercegovački kanton,Ž,457
2017,Broj,Kanton Sarajevo,Ž,1937
2017,Broj,Kanton 10,Ž,205
2018,Broj,Federacija Bosne i Hercegovine,Oba spola,15722
2018,Broj,Unsko-sanski kanton,Oba spola,1428
2018,Broj,Posavski kanton,Oba spola,165
2018,Broj,Tuzlanski kanton,Oba spola,2492
2018,Broj,Zeničko-dobojski kanton,Oba spola,2255
2018,Broj,Bosansko-podrinjski kanton,Oba spola,165
2018,Broj,Srednjobosanski kanton,Oba spola,1094
2018,Broj,Hercegovačko-neretvanski kanton,Oba spola,2519
2018,Broj,Zapadno-hercegovački kanton,Oba spola,991
2018,Broj,Kanton Sarajevo,Oba spola,4204
2018,Broj,Kanton 10,Oba spola,409
2018,Broj,Federacija Bosne i Hercegovine,M,8175
2018,Broj,Unsko-sanski kanton,M,806
2018,Broj,Posavski kanton,M,76
2018,Broj,Tuzlanski kanton,M,1278
2018,Broj,Zeničko-dobojski kanton,M,1126
2018,Broj,Bosansko-podrinjski kanton,M,90
2018,Broj,Srednjobosanski kanton,M,533
2018,Broj,Hercegovačko-neretvanski kanton,M,1270
2018,Broj,Zapadno-hercegovački kanton,M,477
2018,Broj,Kanton Sarajevo,M,2311
2018,Broj,Kanton 10,M,208
2018,Broj,Federacija Bosne i Hercegovine,Ž,7547
2018,Broj,Unsko-sanski kanton,Ž,622
2018,Broj,Posavski kanton,Ž,89
2018,Broj,Tuzlanski kanton,Ž,1214
2018,Broj,Zeničko-dobojski kanton,Ž,1129
2018,Broj,Bosansko-podrinjski kanton,Ž,75
2018,Broj,Srednjobosanski kanton,Ž,561
2018,Broj,Hercegovačko-neretvanski kanton,Ž,1249
2018,Broj,Zapadno-hercegovački kanton,Ž,514
2018,Broj,Kanton Sarajevo,Ž,1893
2018,Broj,Kanton 10,Ž,201
