Year,UNIT_MEASURE,Spol,Starosna dob,Value
2022,Broj,Ž,30-34,75721
2022,Broj,Ž,35-39,77857
2022,Broj,Ž,40-44,76898
2022,Broj,Ž,45-49,76518
2022,Broj,Ž,50-54,76052
2022,Broj,Ž,55-59,82034
2022,Broj,Ž,60-64,82763
2022,Broj,Ž,65-69,71025
2022,Broj,Ž,70-74,54124
2022,Broj,Ž,75-79,33275
2022,Broj,Ž,80-84,27287
2022,Broj,Ž,85+,24837
2023,Broj,Oba spola,Ukupno,2150054
2023,Broj,Oba spola,0-4,83225
2023,Broj,Oba spola, 5-9,95112
2023,Broj,Oba spola, 10-14,114236
2023,Broj,Oba spola, 15-19,114999
2023,Broj,Oba spola,20-24,123667
2023,Broj,Oba spola,25-29,158293
2023,Broj,Oba spola,30-34,146897
2023,Broj,Oba spola,35-39,159230
2023,Broj,Oba spola,40-44,156043
2023,Broj,Oba spola,45-49,152563
2023,Broj,Oba spola,50-54,148416
2023,Broj,Oba spola,55-59,157151
2023,Broj,Oba spola,60-64,158337
2023,Broj,Oba spola,65-69,133888
2023,Broj,Oba spola,70-74,102314
2023,Broj,Oba spola,75-79,60967
2023,Broj,Oba spola,80-84,41834
2023,Broj,Oba spola,85+,42882
2023,Broj,M,Ukupno,1055271
2023,Broj,M,0-4,42990
2023,Broj,M, 5-9,48891
2023,Broj,M, 10-14,58656
2023,Broj,M, 15-19,59058
2023,Broj,M,20-24,63240
2023,Broj,M,25-29,81419
2023,Broj,M,30-34,75074
2023,Broj,M,35-39,81338
2023,Broj,M,40-44,79065
2023,Broj,M,45-49,75953
2023,Broj,M,50-54,73203
2023,Broj,M,55-59,76437
2023,Broj,M,60-64,75403
2023,Broj,M,65-69,61950
2023,Broj,M,70-74,44952
2023,Broj,M,75-79,25355
2023,Broj,M,80-84,16260
2023,Broj,M,85+,16027
2023,Broj,Ž,Ukupno,1094783
2023,Broj,Ž,0-4,40235
2023,Broj,Ž, 5-9,46221
2023,Broj,Ž, 10-14,55580
2023,Broj,Ž, 15-19,55941
2023,Broj,Ž,20-24,60427
2023,Broj,Ž,25-29,76874
2023,Broj,Ž,30-34,71823
2023,Broj,Ž,35-39,77892
2023,Broj,Ž,40-44,76978
2023,Broj,Ž,45-49,76610
2023,Broj,Ž,50-54,75213
2023,Broj,Ž,55-59,80714
2023,Broj,Ž,60-64,82934
2023,Broj,Ž,65-69,71938
2023,Broj,Ž,70-74,57362
2023,Broj,Ž,75-79,35612
2023,Broj,Ž,80-84,25574
2023,Broj,Ž,85+,26855
