Year,UNIT_MEASURE,Spol,Starosna dob,Value
1997,Broj,M,35-39,90829
1997,Broj,M,40-44,84418
1997,Broj,M,45-49,67391
1997,Broj,M,50-54,50178
1997,Broj,M,55-59,57819
1997,Broj,M,60-64,53077
1997,Broj,M,65-69,39063
1997,Broj,M,70-74,17755
1997,Broj,M,75-79,6870
1997,Broj,M,80-84,3411
1997,Broj,M,85+,2110
1997,Broj,Ž,Ukupno,1103697
1997,Broj,Ž,0-4,76570
1997,Broj,Ž, 5-9,79505
1997,Broj,Ž, 10-14,82254
1997,Broj,Ž, 15-19,80951
1997,Broj,Ž,20-24,80771
1997,Broj,Ž,25-29,80704
1997,Broj,Ž,30-34,88645
1997,Broj,Ž,35-39,92504
1997,Broj,Ž,40-44,85215
1997,Broj,Ž,45-49,72425
1997,Broj,Ž,50-54,55576
1997,Broj,Ž,55-59,65128
1997,Broj,Ž,60-64,61089
1997,Broj,Ž,65-69,47296
1997,Broj,Ž,70-74,30525
1997,Broj,Ž,75-79,14100
1997,Broj,Ž,80-84,6618
1997,Broj,Ž,85+,3821
1998,Broj,Oba spola,Ukupno,2176885
1998,Broj,Oba spola,0-4,162881
1998,Broj,Oba spola, 5-9,154441
1998,Broj,Oba spola, 10-14,169181
1998,Broj,Oba spola, 15-19,165629
1998,Broj,Oba spola,20-24,162310
1998,Broj,Oba spola,25-29,159924
1998,Broj,Oba spola,30-34,173782
1998,Broj,Oba spola,35-39,183960
1998,Broj,Oba spola,40-44,171060
1998,Broj,Oba spola,45-49,147753
1998,Broj,Oba spola,50-54,109976
1998,Broj,Oba spola,55-59,117136
1998,Broj,Oba spola,60-64,116572
1998,Broj,Oba spola,65-69,90001
1998,Broj,Oba spola,70-74,52470
1998,Broj,Oba spola,75-79,24430
1998,Broj,Oba spola,80-84,9174
1998,Broj,Oba spola,85+,6205
1998,Broj,M,Ukupno,1065347
1998,Broj,M,0-4,83858
1998,Broj,M, 5-9,79014
1998,Broj,M, 10-14,86807
1998,Broj,M, 15-19,84376
1998,Broj,M,20-24,81454
1998,Broj,M,25-29,79930
1998,Broj,M,30-34,86677
1998,Broj,M,35-39,91349
1998,Broj,M,40-44,85055
1998,Broj,M,45-49,71598
1998,Broj,M,50-54,52243
1998,Broj,M,55-59,54973
1998,Broj,M,60-64,53986
1998,Broj,M,65-69,40857
1998,Broj,M,70-74,20083
1998,Broj,M,75-79,7900
1998,Broj,M,80-84,3064
1998,Broj,M,85+,2123
1998,Broj,Ž,Ukupno,1111538
1998,Broj,Ž,0-4,79023
1998,Broj,Ž, 5-9,75427
1998,Broj,Ž, 10-14,82374
1998,Broj,Ž, 15-19,81253
1998,Broj,Ž,20-24,80856
1998,Broj,Ž,25-29,79994
1998,Broj,Ž,30-34,87105
1998,Broj,Ž,35-39,92611
1998,Broj,Ž,40-44,86005
1998,Broj,Ž,45-49,76155
1998,Broj,Ž,50-54,57733
1998,Broj,Ž,55-59,62163
1998,Broj,Ž,60-64,62586
1998,Broj,Ž,65-69,49144
1998,Broj,Ž,70-74,32387
1998,Broj,Ž,75-79,16530
1998,Broj,Ž,80-84,6110
1998,Broj,Ž,85+,4082
1999,Broj,Oba spola,Ukupno,2189576
1999,Broj,Oba spola,0-4,162824
1999,Broj,Oba spola, 5-9,149070
1999,Broj,Oba spola, 10-14,167288
1999,Broj,Oba spola, 15-19,167724
1999,Broj,Oba spola,20-24,162772
1999,Broj,Oba spola,25-29,158890
1999,Broj,Oba spola,30-34,170876
1999,Broj,Oba spola,35-39,182462
1999,Broj,Oba spola,40-44,174283
1999,Broj,Oba spola,45-49,153258
1999,Broj,Oba spola,50-54,117404
1999,Broj,Oba spola,55-59,110852
1999,Broj,Oba spola,60-64,117374
1999,Broj,Oba spola,65-69,93551
1999,Broj,Oba spola,70-74,57750
1999,Broj,Oba spola,75-79,27826
1999,Broj,Oba spola,80-84,8692
1999,Broj,Oba spola,85+,6680
1999,Broj,M,Ukupno,1071355
1999,Broj,M,0-4,83524
1999,Broj,M, 5-9,76462
1999,Broj,M, 10-14,85922
1999,Broj,M, 15-19,85398
1999,Broj,M,20-24,82001
1999,Broj,M,25-29,79244
1999,Broj,M,30-34,85271
1999,Broj,M,35-39,90535
1999,Broj,M,40-44,86593
1999,Broj,M,45-49,74989
1999,Broj,M,50-54,55640
1999,Broj,M,55-59,52024
1999,Broj,M,60-64,54261
1999,Broj,M,65-69,42387
1999,Broj,M,70-74,23038
1999,Broj,M,75-79,9013
1999,Broj,M,80-84,2837
1999,Broj,M,85+,2216
1999,Broj,Ž,Ukupno,1118221
1999,Broj,Ž,0-4,79300
1999,Broj,Ž, 5-9,72608
1999,Broj,Ž, 10-14,81366
1999,Broj,Ž, 15-19,82326
1999,Broj,Ž,20-24,80771
1999,Broj,Ž,25-29,79646
1999,Broj,Ž,30-34,85605
1999,Broj,Ž,35-39,91927
1999,Broj,Ž,40-44,87690
1999,Broj,Ž,45-49,78269
1999,Broj,Ž,50-54,61764
1999,Broj,Ž,55-59,58828
1999,Broj,Ž,60-64,63113
1999,Broj,Ž,65-69,51164
1999,Broj,Ž,70-74,34712
1999,Broj,Ž,75-79,18813
1999,Broj,Ž,80-84,5855
1999,Broj,Ž,85+,4464
2000,Broj,Oba spola,Ukupno,2199128
2000,Broj,Oba spola,0-4,154489
2000,Broj,Oba spola, 5-9,150298
2000,Broj,Oba spola, 10-14,166547
2000,Broj,Oba spola, 15-19,168416
2000,Broj,Oba spola,20-24,163303
2000,Broj,Oba spola,25-29,160269
2000,Broj,Oba spola,30-34,165910
2000,Broj,Oba spola,35-39,181099
2000,Broj,Oba spola,40-44,175944
2000,Broj,Oba spola,45-49,158808
2000,Broj,Oba spola,50-54,125857
2000,Broj,Oba spola,55-59,103627
2000,Broj,Oba spola,60-64,118411
2000,Broj,Oba spola,65-69,96742
2000,Broj,Oba spola,70-74,62780
2000,Broj,Oba spola,75-79,30265
2000,Broj,Oba spola,80-84,9230
2000,Broj,Oba spola,85+,7133
2000,Broj,M,Ukupno,1075968
2000,Broj,M,0-4,79229
2000,Broj,M, 5-9,76936
2000,Broj,M, 10-14,85587
2000,Broj,M, 15-19,85940
2000,Broj,M,20-24,82474
2000,Broj,M,25-29,79926
2000,Broj,M,30-34,82954
2000,Broj,M,35-39,89933
2000,Broj,M,40-44,87320
2000,Broj,M,45-49,77920
2000,Broj,M,50-54,59887
2000,Broj,M,55-59,48571
2000,Broj,M,60-64,54714
2000,Broj,M,65-69,43610
2000,Broj,M,70-74,25957
2000,Broj,M,75-79,9828
2000,Broj,M,80-84,2872
2000,Broj,M,85+,2310
2000,Broj,Ž,Ukupno,1123160
2000,Broj,Ž,0-4,75260
2000,Broj,Ž, 5-9,73362
2000,Broj,Ž, 10-14,80960
2000,Broj,Ž, 15-19,82476
2000,Broj,Ž,20-24,80829
2000,Broj,Ž,25-29,80343
2000,Broj,Ž,30-34,82956
2000,Broj,Ž,35-39,91166
2000,Broj,Ž,40-44,88624
2000,Broj,Ž,45-49,80888
2000,Broj,Ž,50-54,65970
2000,Broj,Ž,55-59,55056
2000,Broj,Ž,60-64,63697
2000,Broj,Ž,65-69,53132
2000,Broj,Ž,70-74,36823
2000,Broj,Ž,75-79,20437
2000,Broj,Ž,80-84,6358
2000,Broj,Ž,85+,4823
2001,Broj,Oba spola,Ukupno,2208263
2001,Broj,Oba spola,0-4,144067
2001,Broj,Oba spola, 5-9,152999
2001,Broj,Oba spola, 10-14,165750
2001,Broj,Oba spola, 15-19,168203
2001,Broj,Oba spola,20-24,163637
2001,Broj,Oba spola,25-29,161363
2001,Broj,Oba spola,30-34,162745
2001,Broj,Oba spola,35-39,179094
2001,Broj,Oba spola,40-44,178326
2001,Broj,Oba spola,45-49,164312
2001,Broj,Oba spola,50-54,132951
2001,Broj,Oba spola,55-59,99084
2001,Broj,Oba spola,60-64,117615
2001,Broj,Oba spola,65-69,99704
2001,Broj,Oba spola,70-74,67393
2001,Broj,Oba spola,75-79,32741
2001,Broj,Oba spola,80-84,11153
2001,Broj,Oba spola,85+,7126
2001,Broj,M,Ukupno,1080395
2001,Broj,M,0-4,73721
2001,Broj,M, 5-9,78416
2001,Broj,M, 10-14,85172
2001,Broj,M, 15-19,85967
2001,Broj,M,20-24,82855
2001,Broj,M,25-29,80519
2001,Broj,M,30-34,81412
2001,Broj,M,35-39,88972
2001,Broj,M,40-44,88308
2001,Broj,M,45-49,81035
2001,Broj,M,50-54,63365
2001,Broj,M,55-59,46522
2001,Broj,M,60-64,54133
2001,Broj,M,65-69,44785
2001,Broj,M,70-74,28736
2001,Broj,M,75-79,10868
2001,Broj,M,80-84,3392
2001,Broj,M,85+,2217
2001,Broj,Ž,Ukupno,1127868
2001,Broj,Ž,0-4,70346
2001,Broj,Ž, 5-9,74583
2001,Broj,Ž, 10-14,80578
2001,Broj,Ž, 15-19,82236
2001,Broj,Ž,20-24,80782
2001,Broj,Ž,25-29,80844
2001,Broj,Ž,30-34,81333
2001,Broj,Ž,35-39,90122
2001,Broj,Ž,40-44,90018
2001,Broj,Ž,45-49,83277
2001,Broj,Ž,50-54,69586
2001,Broj,Ž,55-59,52562
2001,Broj,Ž,60-64,63482
2001,Broj,Ž,65-69,54919
2001,Broj,Ž,70-74,38657
2001,Broj,Ž,75-79,21873
2001,Broj,Ž,80-84,7761
2001,Broj,Ž,85+,4909
2002,Broj,Oba spola,Ukupno,2215548
2002,Broj,Oba spola,0-4,132954
2002,Broj,Oba spola, 5-9,157962
2002,Broj,Oba spola, 10-14,162383
2002,Broj,Oba spola, 15-19,168493
2002,Broj,Oba spola,20-24,164380
2002,Broj,Oba spola,25-29,160943
2002,Broj,Oba spola,30-34,161122
2002,Broj,Oba spola,35-39,175850
2002,Broj,Oba spola,40-44,181758
2002,Broj,Oba spola,45-49,167206
2002,Broj,Oba spola,50-54,136522
2002,Broj,Oba spola,55-59,101747
2002,Broj,Oba spola,60-64,114928
2002,Broj,Oba spola,65-69,101905
2002,Broj,Oba spola,70-74,71751
2002,Broj,Oba spola,75-79,35820
2002,Broj,Oba spola,80-84,13183
2002,Broj,Oba spola,85+,6641
2002,Broj,M,Ukupno,1084043
2002,Broj,M,0-4,67884
2002,Broj,M, 5-9,81455
2002,Broj,M, 10-14,82937
2002,Broj,M, 15-19,86312
2002,Broj,M,20-24,83549
2002,Broj,M,25-29,80340
2002,Broj,M,30-34,80634
2002,Broj,M,35-39,87525
2002,Broj,M,40-44,89785
2002,Broj,M,45-49,82773
2002,Broj,M,50-54,65286
2002,Broj,M,55-59,47647
2002,Broj,M,60-64,52851
2002,Broj,M,65-69,45709
2002,Broj,M,70-74,31015
2002,Broj,M,75-79,12359
2002,Broj,M,80-84,3939
2002,Broj,M,85+,2043
2002,Broj,Ž,Ukupno,1131505
2002,Broj,Ž,0-4,65070
2002,Broj,Ž, 5-9,76507
2002,Broj,Ž, 10-14,79446
2002,Broj,Ž, 15-19,82181
2002,Broj,Ž,20-24,80831
2002,Broj,Ž,25-29,80603
2002,Broj,Ž,30-34,80488
2002,Broj,Ž,35-39,88325
2002,Broj,Ž,40-44,91973
2002,Broj,Ž,45-49,84433
2002,Broj,Ž,50-54,71236
2002,Broj,Ž,55-59,54100
2002,Broj,Ž,60-64,62077
2002,Broj,Ž,65-69,56196
2002,Broj,Ž,70-74,40736
2002,Broj,Ž,75-79,23461
2002,Broj,Ž,80-84,9244
2002,Broj,Ž,85+,4598
2003,Broj,Oba spola,Ukupno,2222079
2003,Broj,Oba spola,0-4,126323
2003,Broj,Oba spola, 5-9,162718
2003,Broj,Oba spola, 10-14,154298
2003,Broj,Oba spola, 15-19,168935
2003,Broj,Oba spola,20-24,165197
2003,Broj,Oba spola,25-29,161796
2003,Broj,Oba spola,30-34,159353
2003,Broj,Oba spola,35-39,172958
2003,Broj,Oba spola,40-44,182498
2003,Broj,Oba spola,45-49,168652
2003,Broj,Oba spola,50-54,144309
2003,Broj,Oba spola,55-59,105908
2003,Broj,Oba spola,60-64,109317
2003,Broj,Oba spola,65-69,104314
2003,Broj,Oba spola,70-74,74684
2003,Broj,Oba spola,75-79,39182
2003,Broj,Oba spola,80-84,15362
2003,Broj,Oba spola,85+,6275
2003,Broj,M,Ukupno,1087505
2003,Broj,M,0-4,64631
2003,Broj,M, 5-9,83750
2003,Broj,M, 10-14,78932
2003,Broj,M, 15-19,86640
2003,Broj,M,20-24,84059
2003,Broj,M,25-29,81088
2003,Broj,M,30-34,79554
2003,Broj,M,35-39,86145
2003,Broj,M,40-44,90395
2003,Broj,M,45-49,83466
2003,Broj,M,50-54,69354
2003,Broj,M,55-59,49671
2003,Broj,M,60-64,50114
2003,Broj,M,65-69,46705
2003,Broj,M,70-74,32372
2003,Broj,M,75-79,14192
2003,Broj,M,80-84,4561
2003,Broj,M,85+,1876
2003,Broj,Ž,Ukupno,1134574
2003,Broj,Ž,0-4,61692
2003,Broj,Ž, 5-9,78968
2003,Broj,Ž, 10-14,75366
2003,Broj,Ž, 15-19,82295
2003,Broj,Ž,20-24,81138
2003,Broj,Ž,25-29,80708
2003,Broj,Ž,30-34,79799
2003,Broj,Ž,35-39,86813
2003,Broj,Ž,40-44,92103
2003,Broj,Ž,45-49,85186
2003,Broj,Ž,50-54,74955
2003,Broj,Ž,55-59,56237
2003,Broj,Ž,60-64,59203
2003,Broj,Ž,65-69,57609
2003,Broj,Ž,70-74,42312
2003,Broj,Ž,75-79,24990
2003,Broj,Ž,80-84,10801
2003,Broj,Ž,85+,4399
2004,Broj,Oba spola,Ukupno,2227181
2004,Broj,Oba spola,0-4,122069
2004,Broj,Oba spola, 5-9,162671
2004,Broj,Oba spola, 10-14,148946
2004,Broj,Oba spola, 15-19,167026
2004,Broj,Oba spola,20-24,167300
2004,Broj,Oba spola,25-29,162287
2004,Broj,Oba spola,30-34,158307
2004,Broj,Oba spola,35-39,170096
2004,Broj,Oba spola,40-44,181023
2004,Broj,Oba spola,45-49,171895
2004,Broj,Oba spola,50-54,149724
2004,Broj,Oba spola,55-59,113147
2004,Broj,Oba spola,60-64,103543
2004,Broj,Oba spola,65-69,105139
2004,Broj,Oba spola,70-74,77781
2004,Broj,Oba spola,75-79,42840
2004,Broj,Oba spola,80-84,17327
2004,Broj,Oba spola,85+,6060
2004,Broj,M,Ukupno,1090109
2004,Broj,M,0-4,62696
2004,Broj,M, 5-9,83426
2004,Broj,M, 10-14,76384
2004,Broj,M, 15-19,85743
2004,Broj,M,20-24,85101
2004,Broj,M,25-29,81638
2004,Broj,M,30-34,78862
2004,Broj,M,35-39,84770
2004,Broj,M,40-44,89588
2004,Broj,M,45-49,85006
2004,Broj,M,50-54,72672
2004,Broj,M,55-59,52931
2004,Broj,M,60-64,47498
2004,Broj,M,65-69,47093
2004,Broj,M,70-74,33562
2004,Broj,M,75-79,16192
2004,Broj,M,80-84,5159
2004,Broj,M,85+,1788
2004,Broj,Ž,Ukupno,1137072
2004,Broj,Ž,0-4,59373
2004,Broj,Ž, 5-9,79245
2004,Broj,Ž, 10-14,72562
2004,Broj,Ž, 15-19,81283
2004,Broj,Ž,20-24,82199
2004,Broj,Ž,25-29,80649
2004,Broj,Ž,30-34,79445
2004,Broj,Ž,35-39,85326
2004,Broj,Ž,40-44,91435
2004,Broj,Ž,45-49,86889
2004,Broj,Ž,50-54,77052
2004,Broj,Ž,55-59,60216
2004,Broj,Ž,60-64,56045
2004,Broj,Ž,65-69,58046
2004,Broj,Ž,70-74,44219
2004,Broj,Ž,75-79,26648
2004,Broj,Ž,80-84,12168
2004,Broj,Ž,85+,4272
2005,Broj,Oba spola,Ukupno,2231764
2005,Broj,Oba spola,0-4,119365
2005,Broj,Oba spola, 5-9,154335
2005,Broj,Oba spola, 10-14,150182
2005,Broj,Oba spola, 15-19,166306
2005,Broj,Oba spola,20-24,167982
2005,Broj,Oba spola,25-29,162831
2005,Broj,Oba spola,30-34,159713
2005,Broj,Oba spola,35-39,165177
2005,Broj,Oba spola,40-44,179757
2005,Broj,Oba spola,45-49,173582
2005,Broj,Oba spola,50-54,155250
2005,Broj,Oba spola,55-59,121433
2005,Broj,Oba spola,60-64,96910
2005,Broj,Oba spola,65-69,106265
2005,Broj,Oba spola,70-74,80558
2005,Broj,Oba spola,75-79,46732
2005,Broj,Oba spola,80-84,18737
2005,Broj,Oba spola,85+,6649
2005,Broj,M,Ukupno,1092376
2005,Broj,M,0-4,61384
2005,Broj,M, 5-9,79134
2005,Broj,M, 10-14,76865
2005,Broj,M, 15-19,85424
2005,Broj,M,20-24,85645
2005,Broj,M,25-29,82114
2005,Broj,M,30-34,79543
2005,Broj,M,35-39,82475
2005,Broj,M,40-44,89037
2005,Broj,M,45-49,85791
2005,Broj,M,50-54,75576
2005,Broj,M,55-59,57050
2005,Broj,M,60-64,44431
2005,Broj,M,65-69,47528
2005,Broj,M,70-74,34627
2005,Broj,M,75-79,18258
2005,Broj,M,80-84,5587
2005,Broj,M,85+,1907
2005,Broj,Ž,Ukupno,1139388
2005,Broj,Ž,0-4,57981
2005,Broj,Ž, 5-9,75201
2005,Broj,Ž, 10-14,73317
2005,Broj,Ž, 15-19,80882
2005,Broj,Ž,20-24,82337
2005,Broj,Ž,25-29,80717
2005,Broj,Ž,30-34,80170
2005,Broj,Ž,35-39,82702
2005,Broj,Ž,40-44,90720
2005,Broj,Ž,45-49,87791
2005,Broj,Ž,50-54,79674
2005,Broj,Ž,55-59,64383
2005,Broj,Ž,60-64,52479
2005,Broj,Ž,65-69,58737
2005,Broj,Ž,70-74,45931
2005,Broj,Ž,75-79,28474
2005,Broj,Ž,80-84,13150
2005,Broj,Ž,85+,4742
2006,Broj,Oba spola,Ukupno,2230967
2006,Broj,Oba spola,0-4,117298
2006,Broj,Oba spola, 5-9,143937
2006,Broj,Oba spola, 10-14,152884
2006,Broj,Oba spola, 15-19,165095
2006,Broj,Oba spola,20-24,167241
2006,Broj,Oba spola,25-29,162636
2006,Broj,Oba spola,30-34,160291
2006,Broj,Oba spola,35-39,161514
2006,Broj,Oba spola,40-44,177249
2006,Broj,Oba spola,45-49,175486
2006,Broj,Oba spola,50-54,160144
2006,Broj,Oba spola,55-59,127753
2006,Broj,Oba spola,60-64,92369
2006,Broj,Oba spola,65-69,105481
2006,Broj,Oba spola,70-74,83375
2006,Broj,Oba spola,75-79,50196
2006,Broj,Oba spola,80-84,20460
2006,Broj,Oba spola,85+,7558
2006,Broj,M,Ukupno,1092011
2006,Broj,M,0-4,60337
2006,Broj,M, 5-9,73642
2006,Broj,M, 10-14,78346
2006,Broj,M, 15-19,84811
2006,Broj,M,20-24,85343
2006,Broj,M,25-29,82296
2006,Broj,M,30-34,79832
2006,Broj,M,35-39,80757
2006,Broj,M,40-44,87776
2006,Broj,M,45-49,86626
2006,Broj,M,50-54,78301
2006,Broj,M,55-59,60105
2006,Broj,M,60-64,42414
2006,Broj,M,65-69,46924
2006,Broj,M,70-74,35845
2006,Broj,M,75-79,20270
2006,Broj,M,80-84,6262
2006,Broj,M,85+,2124
2006,Broj,Ž,Ukupno,1138956
2006,Broj,Ž,0-4,56961
2006,Broj,Ž, 5-9,70295
2006,Broj,Ž, 10-14,74538
2006,Broj,Ž, 15-19,80284
2006,Broj,Ž,20-24,81898
2006,Broj,Ž,25-29,80340
2006,Broj,Ž,30-34,80459
2006,Broj,Ž,35-39,80757
2006,Broj,Ž,40-44,89473
2006,Broj,Ž,45-49,88860
2006,Broj,Ž,50-54,81843
2006,Broj,Ž,55-59,67648
2006,Broj,Ž,60-64,49955
2006,Broj,Ž,65-69,58557
2006,Broj,Ž,70-74,47530
2006,Broj,Ž,75-79,29926
2006,Broj,Ž,80-84,14198
2006,Broj,Ž,85+,5434
2007,Broj,Oba spola,Ukupno,2231548
2007,Broj,Oba spola,0-4,116136
2007,Broj,Oba spola, 5-9,132806
2007,Broj,Oba spola, 10-14,157848
2007,Broj,Oba spola, 15-19,161583
2007,Broj,Oba spola,20-24,167107
2007,Broj,Oba spola,25-29,163013
2007,Broj,Oba spola,30-34,159596
2007,Broj,Oba spola,35-39,159623
2007,Broj,Oba spola,40-44,173742
2007,Broj,Oba spola,45-49,178797
2007,Broj,Oba spola,50-54,162612
2007,Broj,Oba spola,55-59,130910
2007,Broj,Oba spola,60-64,95114
2007,Broj,Oba spola,65-69,102836
2007,Broj,Oba spola,70-74,85411
2007,Broj,Oba spola,75-79,53639
2007,Broj,Oba spola,80-84,22430
2007,Broj,Oba spola,85+,8345
2007,Broj,M,Ukupno,1092456
2007,Broj,M,0-4,59794
2007,Broj,M, 5-9,67800
2007,Broj,M, 10-14,81386
2007,Broj,M, 15-19,82460
2007,Broj,M,20-24,85561
2007,Broj,M,25-29,82758
2007,Broj,M,30-34,79615
2007,Broj,M,35-39,79757
2007,Broj,M,40-44,86280
2007,Broj,M,45-49,88004
2007,Broj,M,50-54,79910
2007,Broj,M,55-59,61696
2007,Broj,M,60-64,43715
2007,Broj,M,65-69,45717
2007,Broj,M,70-74,36626
2007,Broj,M,75-79,21934
2007,Broj,M,80-84,7192
2007,Broj,M,85+,2251
2007,Broj,Ž,Ukupno,1139092
2007,Broj,Ž,0-4,56342
2007,Broj,Ž, 5-9,65006
2007,Broj,Ž, 10-14,76462
2007,Broj,Ž, 15-19,79123
2007,Broj,Ž,20-24,81546
2007,Broj,Ž,25-29,80255
2007,Broj,Ž,30-34,79981
2007,Broj,Ž,35-39,79866
2007,Broj,Ž,40-44,87462
2007,Broj,Ž,45-49,90793
2007,Broj,Ž,50-54,82702
2007,Broj,Ž,55-59,69214
2007,Broj,Ž,60-64,51399
2007,Broj,Ž,65-69,57119
2007,Broj,Ž,70-74,48785
2007,Broj,Ž,75-79,31705
2007,Broj,Ž,80-84,15238
2007,Broj,Ž,85+,6094
2008,Broj,Oba spola,Ukupno,2229787
2008,Broj,Oba spola,0-4,116097
2008,Broj,Oba spola, 5-9,126151
2008,Broj,Oba spola, 10-14,162562
2008,Broj,Oba spola, 15-19,153347
2008,Broj,Oba spola,20-24,166868
2008,Broj,Oba spola,25-29,163263
2008,Broj,Oba spola,30-34,160007
2008,Broj,Oba spola,35-39,157461
2008,Broj,Oba spola,40-44,170528
2008,Broj,Oba spola,45-49,179029
2008,Broj,Oba spola,50-54,163569
2008,Broj,Oba spola,55-59,137987
2008,Broj,Oba spola,60-64,98745
2008,Broj,Oba spola,65-69,97172
2008,Broj,Oba spola,70-74,87288
2008,Broj,Oba spola,75-79,55644
2008,Broj,Oba spola,80-84,24786
2008,Broj,Oba spola,85+,9283
2008,Broj,M,Ukupno,1091648
2008,Broj,M,0-4,59670
2008,Broj,M, 5-9,64540
2008,Broj,M, 10-14,83658
2008,Broj,M, 15-19,78396
2008,Broj,M,20-24,85427
2008,Broj,M,25-29,83110
2008,Broj,M,30-34,80081
2008,Broj,M,35-39,78564
2008,Broj,M,40-44,84654
2008,Broj,M,45-49,88408
2008,Broj,M,50-54,80251
2008,Broj,M,55-59,65468
2008,Broj,M,60-64,45379
2008,Broj,M,65-69,43080
2008,Broj,M,70-74,37412
2008,Broj,M,75-79,22702
2008,Broj,M,80-84,8349
2008,Broj,M,85+,2499
2008,Broj,Ž,Ukupno,1138139
2008,Broj,Ž,0-4,56427
2008,Broj,Ž, 5-9,61611
2008,Broj,Ž, 10-14,78904
2008,Broj,Ž, 15-19,74951
2008,Broj,Ž,20-24,81441
2008,Broj,Ž,25-29,80153
2008,Broj,Ž,30-34,79926
2008,Broj,Ž,35-39,78897
2008,Broj,Ž,40-44,85874
2008,Broj,Ž,45-49,90621
2008,Broj,Ž,50-54,83318
2008,Broj,Ž,55-59,72519
2008,Broj,Ž,60-64,53366
2008,Broj,Ž,65-69,54092
2008,Broj,Ž,70-74,49876
2008,Broj,Ž,75-79,32942
2008,Broj,Ž,80-84,16437
2008,Broj,Ž,85+,6784
2009,Broj,Oba spola,Ukupno,2229072
2009,Broj,Oba spola,0-4,116940
2009,Broj,Oba spola, 5-9,121841
2009,Broj,Oba spola, 10-14,162439
2009,Broj,Oba spola, 15-19,147915
2009,Broj,Oba spola,20-24,164288
2009,Broj,Oba spola,25-29,164788
2009,Broj,Oba spola,30-34,160018
2009,Broj,Oba spola,35-39,155983
2009,Broj,Oba spola,40-44,167392
2009,Broj,Oba spola,45-49,177317
2009,Broj,Oba spola,50-54,166511
2009,Broj,Oba spola,55-59,142820
2009,Broj,Oba spola,60-64,105493
2009,Broj,Oba spola,65-69,91576
2009,Broj,Oba spola,70-74,88006
2009,Broj,Oba spola,75-79,58270
2009,Broj,Oba spola,80-84,27244
2009,Broj,Oba spola,85+,10231
2009,Broj,M,Ukupno,1091683
