Year,UNIT_MEASURE,Administrativna oblast,Spol,Value
2001,Broj,Kanton Sarajevo,Ž,21857.0
2001,Broj,Kanton 10,Ž,1338.0
2002,Broj,Federacija Bosne i Hercegovine,Oba spola,278769.0
2002,Broj,Unsko-sanski kanton,Oba spola,13413.0
2002,Broj,Posavski kanton,Oba spola,445.0
2002,Broj,Tuzlanski kanton,Oba spola,27426.0
2002,Broj,Zeničko-dobojski kanton,Oba spola,90861.0
2002,Broj,Bosansko-podrinjski kanton,Oba spola,
2002,Broj,Srednjobosanski kanton,Oba spola,25509.0
2002,Broj,Hercegovačko-neretvanski kanton,Oba spola,33238.0
2002,Broj,Zapadno-hercegovački kanton,Oba spola,1435.0
2002,Broj,Kanton Sarajevo,Oba spola,84101.0
2002,Broj,Kanton 10,Oba spola,2341.0
2002,Broj,Federacija Bosne i Hercegovine,M,149039.0
2002,Broj,Unsko-sanski kanton,M,6158.0
2002,Broj,Posavski kanton,M,209.0
2002,Broj,Tuzlanski kanton,M,11177.0
2002,Broj,Zeničko-dobojski kanton,M,47241.0
2002,Broj,Bosansko-podrinjski kanton,M,
2002,Broj,Srednjobosanski kanton,M,12470.0
2002,Broj,Hercegovačko-neretvanski kanton,M,14442.0
2002,Broj,Zapadno-hercegovački kanton,M,799.0
2002,Broj,Kanton Sarajevo,M,55462.0
2002,Broj,Kanton 10,M,1081.0
2002,Broj,Federacija Bosne i Hercegovine,Ž,129730.0
2002,Broj,Unsko-sanski kanton,Ž,7255.0
2002,Broj,Posavski kanton,Ž,236.0
2002,Broj,Tuzlanski kanton,Ž,16249.0
2002,Broj,Zeničko-dobojski kanton,Ž,43620.0
2002,Broj,Bosansko-podrinjski kanton,Ž,
2002,Broj,Srednjobosanski kanton,Ž,13039.0
2002,Broj,Hercegovačko-neretvanski kanton,Ž,18796.0
2002,Broj,Zapadno-hercegovački kanton,Ž,636.0
2002,Broj,Kanton Sarajevo,Ž,28639.0
2002,Broj,Kanton 10,Ž,1260.0
2003,Broj,Federacija Bosne i Hercegovine,Oba spola,289167.0
2003,Broj,Unsko-sanski kanton,Oba spola,31374.0
2003,Broj,Posavski kanton,Oba spola,63.0
2003,Broj,Tuzlanski kanton,Oba spola,28411.0
2003,Broj,Zeničko-dobojski kanton,Oba spola,94539.0
2003,Broj,Bosansko-podrinjski kanton,Oba spola,
2003,Broj,Srednjobosanski kanton,Oba spola,17320.0
2003,Broj,Hercegovačko-neretvanski kanton,Oba spola,31978.0
2003,Broj,Zapadno-hercegovački kanton,Oba spola,1733.0
2003,Broj,Kanton Sarajevo,Oba spola,81448.0
2003,Broj,Kanton 10,Oba spola,2301.0
2003,Broj,Federacija Bosne i Hercegovine,M,156012.0
2003,Broj,Unsko-sanski kanton,M,21833.0
2003,Broj,Posavski kanton,M,26.0
2003,Broj,Tuzlanski kanton,M,11375.0
2003,Broj,Zeničko-dobojski kanton,M,49827.0
2003,Broj,Bosansko-podrinjski kanton,M,
2003,Broj,Srednjobosanski kanton,M,8597.0
2003,Broj,Hercegovačko-neretvanski kanton,M,14707.0
2003,Broj,Zapadno-hercegovački kanton,M,1020.0
2003,Broj,Kanton Sarajevo,M,47683.0
2003,Broj,Kanton 10,M,944.0
2003,Broj,Federacija Bosne i Hercegovine,Ž,133155.0
2003,Broj,Unsko-sanski kanton,Ž,9541.0
2003,Broj,Posavski kanton,Ž,37.0
2003,Broj,Tuzlanski kanton,Ž,17036.0
2003,Broj,Zeničko-dobojski kanton,Ž,44712.0
2003,Broj,Bosansko-podrinjski kanton,Ž,
2003,Broj,Srednjobosanski kanton,Ž,8723.0
2003,Broj,Hercegovačko-neretvanski kanton,Ž,17271.0
2003,Broj,Zapadno-hercegovački kanton,Ž,713.0
2003,Broj,Kanton Sarajevo,Ž,33765.0
2003,Broj,Kanton 10,Ž,1357.0
2004,Broj,Federacija Bosne i Hercegovine,Oba spola,270507.0
2004,Broj,Unsko-sanski kanton,Oba spola,15996.0
2004,Broj,Posavski kanton,Oba spola,94.0
2004,Broj,Tuzlanski kanton,Oba spola,29152.0
2004,Broj,Zeničko-dobojski kanton,Oba spola,86461.0
2004,Broj,Bosansko-podrinjski kanton,Oba spola,
2004,Broj,Srednjobosanski kanton,Oba spola,15487.0
2004,Broj,Hercegovačko-neretvanski kanton,Oba spola,26784.0
2004,Broj,Zapadno-hercegovački kanton,Oba spola,1826.0
2004,Broj,Kanton Sarajevo,Oba spola,92390.0
2004,Broj,Kanton 10,Oba spola,2317.0
2004,Broj,Federacija Bosne i Hercegovine,M,140214.0
2004,Broj,Unsko-sanski kanton,M,4970.0
2004,Broj,Posavski kanton,M,35.0
2004,Broj,Tuzlanski kanton,M,13090.0
2004,Broj,Zeničko-dobojski kanton,M,43327.0
2004,Broj,Bosansko-podrinjski kanton,M,
2004,Broj,Srednjobosanski kanton,M,7645.0
2004,Broj,Hercegovačko-neretvanski kanton,M,13121.0
2004,Broj,Zapadno-hercegovački kanton,M,1053.0
2004,Broj,Kanton Sarajevo,M,56016.0
2004,Broj,Kanton 10,M,957.0
2004,Broj,Federacija Bosne i Hercegovine,Ž,130293.0
2004,Broj,Unsko-sanski kanton,Ž,11026.0
2004,Broj,Posavski kanton,Ž,59.0
2004,Broj,Tuzlanski kanton,Ž,16062.0
2004,Broj,Zeničko-dobojski kanton,Ž,43134.0
2004,Broj,Bosansko-podrinjski kanton,Ž,
2004,Broj,Srednjobosanski kanton,Ž,7842.0
2004,Broj,Hercegovačko-neretvanski kanton,Ž,13663.0
2004,Broj,Zapadno-hercegovački kanton,Ž,773.0
2004,Broj,Kanton Sarajevo,Ž,36374.0
2004,Broj,Kanton 10,Ž,1360.0
2005,Broj,Federacija Bosne i Hercegovine,Oba spola,249848.0
2005,Broj,Unsko-sanski kanton,Oba spola,17657.0
2005,Broj,Posavski kanton,Oba spola,120.0
2005,Broj,Tuzlanski kanton,Oba spola,31339.0
2005,Broj,Zeničko-dobojski kanton,Oba spola,71895.0
2005,Broj,Bosansko-podrinjski kanton,Oba spola,
2005,Broj,Srednjobosanski kanton,Oba spola,16422.0
2005,Broj,Hercegovačko-neretvanski kanton,Oba spola,19460.0
2005,Broj,Zapadno-hercegovački kanton,Oba spola,1894.0
2005,Broj,Kanton Sarajevo,Oba spola,88769.0
2005,Broj,Kanton 10,Oba spola,2292.0
2005,Broj,Federacija Bosne i Hercegovine,M,126173.0
2005,Broj,Unsko-sanski kanton,M,5530.0
2005,Broj,Posavski kanton,M,51.0
2005,Broj,Tuzlanski kanton,M,13199.0
2005,Broj,Zeničko-dobojski kanton,M,36270.0
2005,Broj,Bosansko-podrinjski kanton,M,
2005,Broj,Srednjobosanski kanton,M,7964.0
2005,Broj,Hercegovačko-neretvanski kanton,M,8200.0
2005,Broj,Zapadno-hercegovački kanton,M,1097.0
2005,Broj,Kanton Sarajevo,M,52885.0
2005,Broj,Kanton 10,M,977.0
2005,Broj,Federacija Bosne i Hercegovine,Ž,123675.0
2005,Broj,Unsko-sanski kanton,Ž,12127.0
2005,Broj,Posavski kanton,Ž,69.0
2005,Broj,Tuzlanski kanton,Ž,18140.0
2005,Broj,Zeničko-dobojski kanton,Ž,35625.0
2005,Broj,Bosansko-podrinjski kanton,Ž,
2005,Broj,Srednjobosanski kanton,Ž,8458.0
2005,Broj,Hercegovačko-neretvanski kanton,Ž,11260.0
2005,Broj,Zapadno-hercegovački kanton,Ž,797.0
2005,Broj,Kanton Sarajevo,Ž,35884.0
2005,Broj,Kanton 10,Ž,1315.0
2006,Broj,Federacija Bosne i Hercegovine,Oba spola,333918.0
2006,Broj,Unsko-sanski kanton,Oba spola,21373.0
2006,Broj,Posavski kanton,Oba spola,136.0
2006,Broj,Tuzlanski kanton,Oba spola,48970.0
2006,Broj,Zeničko-dobojski kanton,Oba spola,100693.0
2006,Broj,Bosansko-podrinjski kanton,Oba spola,
2006,Broj,Srednjobosanski kanton,Oba spola,18658.0
2006,Broj,Hercegovačko-neretvanski kanton,Oba spola,21145.0
2006,Broj,Zapadno-hercegovački kanton,Oba spola,2345.0
2006,Broj,Kanton Sarajevo,Oba spola,117743.0
2006,Broj,Kanton 10,Oba spola,2855.0
2006,Broj,Federacija Bosne i Hercegovine,M,188431.0
2006,Broj,Unsko-sanski kanton,M,8672.0
2006,Broj,Posavski kanton,M,136.0
2006,Broj,Tuzlanski kanton,M,26081.0
2006,Broj,Zeničko-dobojski kanton,M,57897.0
2006,Broj,Bosansko-podrinjski kanton,M,
2006,Broj,Srednjobosanski kanton,M,8419.0
2006,Broj,Hercegovačko-neretvanski kanton,M,10559.0
2006,Broj,Zapadno-hercegovački kanton,M,1460.0
2006,Broj,Kanton Sarajevo,M,73991.0
2006,Broj,Kanton 10,M,1219.0
2006,Broj,Federacija Bosne i Hercegovine,Ž,145487.0
2006,Broj,Unsko-sanski kanton,Ž,12701.0
2006,Broj,Posavski kanton,Ž,0.0
2006,Broj,Tuzlanski kanton,Ž,22889.0
2006,Broj,Zeničko-dobojski kanton,Ž,42796.0
2006,Broj,Bosansko-podrinjski kanton,Ž,
2006,Broj,Srednjobosanski kanton,Ž,10239.0
2006,Broj,Hercegovačko-neretvanski kanton,Ž,10586.0
2006,Broj,Zapadno-hercegovački kanton,Ž,885.0
2006,Broj,Kanton Sarajevo,Ž,43752.0
2006,Broj,Kanton 10,Ž,1636.0
2007,Broj,Federacija Bosne i Hercegovine,Oba spola,334660.0
2007,Broj,Unsko-sanski kanton,Oba spola,17226.0
2007,Broj,Posavski kanton,Oba spola,1287.0
2007,Broj,Tuzlanski kanton,Oba spola,46851.0
2007,Broj,Zeničko-dobojski kanton,Oba spola,77762.0
2007,Broj,Bosansko-podrinjski kanton,Oba spola,
2007,Broj,Srednjobosanski kanton,Oba spola,19464.0
2007,Broj,Hercegovačko-neretvanski kanton,Oba spola,21708.0
2007,Broj,Zapadno-hercegovački kanton,Oba spola,2560.0
2007,Broj,Kanton Sarajevo,Oba spola,144940.0
2007,Broj,Kanton 10,Oba spola,2862.0
2007,Broj,Federacija Bosne i Hercegovine,M,183592.0
2007,Broj,Unsko-sanski kanton,M,7586.0
2007,Broj,Posavski kanton,M,481.0
2007,Broj,Tuzlanski kanton,M,21048.0
2007,Broj,Zeničko-dobojski kanton,M,39940.0
2007,Broj,Bosansko-podrinjski kanton,M,
2007,Broj,Srednjobosanski kanton,M,8681.0
2007,Broj,Hercegovačko-neretvanski kanton,M,9489.0
2007,Broj,Zapadno-hercegovački kanton,M,1579.0
2007,Broj,Kanton Sarajevo,M,93705.0
2007,Broj,Kanton 10,M,1083.0
2007,Broj,Federacija Bosne i Hercegovine,Ž,151068.0
2007,Broj,Unsko-sanski kanton,Ž,9640.0
2007,Broj,Posavski kanton,Ž,806.0
2007,Broj,Tuzlanski kanton,Ž,25803.0
2007,Broj,Zeničko-dobojski kanton,Ž,37822.0
2007,Broj,Bosansko-podrinjski kanton,Ž,
2007,Broj,Srednjobosanski kanton,Ž,10783.0
2007,Broj,Hercegovačko-neretvanski kanton,Ž,12219.0
2007,Broj,Zapadno-hercegovački kanton,Ž,981.0
2007,Broj,Kanton Sarajevo,Ž,51235.0
2007,Broj,Kanton 10,Ž,1779.0
2008,Broj,Federacija Bosne i Hercegovine,Oba spola,340152.0
2008,Broj,Unsko-sanski kanton,Oba spola,17453.0
2008,Broj,Posavski kanton,Oba spola,892.0
2008,Broj,Tuzlanski kanton,Oba spola,55890.0
2008,Broj,Zeničko-dobojski kanton,Oba spola,70513.0
2008,Broj,Bosansko-podrinjski kanton,Oba spola,
2008,Broj,Srednjobosanski kanton,Oba spola,22556.0
2008,Broj,Hercegovačko-neretvanski kanton,Oba spola,15078.0
2008,Broj,Zapadno-hercegovački kanton,Oba spola,2765.0
2008,Broj,Kanton Sarajevo,Oba spola,152336.0
2008,Broj,Kanton 10,Oba spola,2669.0
2008,Broj,Federacija Bosne i Hercegovine,M,182103.0
2008,Broj,Unsko-sanski kanton,M,8106.0
2008,Broj,Posavski kanton,M,371.0
2008,Broj,Tuzlanski kanton,M,23290.0
2008,Broj,Zeničko-dobojski kanton,M,35712.0
2008,Broj,Bosansko-podrinjski kanton,M,
2008,Broj,Srednjobosanski kanton,M,9089.0
2008,Broj,Hercegovačko-neretvanski kanton,M,6274.0
2008,Broj,Zapadno-hercegovački kanton,M,1620.0
2008,Broj,Kanton Sarajevo,M,96671.0
2008,Broj,Kanton 10,M,970.0
2008,Broj,Federacija Bosne i Hercegovine,Ž,158049.0
2008,Broj,Unsko-sanski kanton,Ž,9347.0
2008,Broj,Posavski kanton,Ž,521.0
2008,Broj,Tuzlanski kanton,Ž,32600.0
2008,Broj,Zeničko-dobojski kanton,Ž,34801.0
2008,Broj,Bosansko-podrinjski kanton,Ž,
2008,Broj,Srednjobosanski kanton,Ž,13467.0
2008,Broj,Hercegovačko-neretvanski kanton,Ž,8804.0
2008,Broj,Zapadno-hercegovački kanton,Ž,1145.0
2008,Broj,Kanton Sarajevo,Ž,55665.0
2008,Broj,Kanton 10,Ž,1699.0
2009,Broj,Federacija Bosne i Hercegovine,Oba spola,403628.0
2009,Broj,Unsko-sanski kanton,Oba spola,20080.0
2009,Broj,Posavski kanton,Oba spola,538.0
2009,Broj,Tuzlanski kanton,Oba spola,68873.0
2009,Broj,Zeničko-dobojski kanton,Oba spola,83298.0
2009,Broj,Bosansko-podrinjski kanton,Oba spola,
2009,Broj,Srednjobosanski kanton,Oba spola,22343.0
2009,Broj,Hercegovačko-neretvanski kanton,Oba spola,14039.0
2009,Broj,Zapadno-hercegovački kanton,Oba spola,2897.0
2009,Broj,Kanton Sarajevo,Oba spola,188504.0
2009,Broj,Kanton 10,Oba spola,3056.0
2009,Broj,Federacija Bosne i Hercegovine,M,198035.0
2009,Broj,Unsko-sanski kanton,M,7518.0
2009,Broj,Posavski kanton,M,210.0
2009,Broj,Tuzlanski kanton,M,32281.0
2009,Broj,Zeničko-dobojski kanton,M,41961.0
2009,Broj,Bosansko-podrinjski kanton,M,
2009,Broj,Srednjobosanski kanton,M,9826.0
2009,Broj,Hercegovačko-neretvanski kanton,M,5819.0
2009,Broj,Zapadno-hercegovački kanton,M,1511.0
2009,Broj,Kanton Sarajevo,M,97779.0
2009,Broj,Kanton 10,M,1130.0
2009,Broj,Federacija Bosne i Hercegovine,Ž,205593.0
2009,Broj,Unsko-sanski kanton,Ž,12562.0
2009,Broj,Posavski kanton,Ž,328.0
2009,Broj,Tuzlanski kanton,Ž,36592.0
2009,Broj,Zeničko-dobojski kanton,Ž,41337.0
2009,Broj,Bosansko-podrinjski kanton,Ž,
2009,Broj,Srednjobosanski kanton,Ž,12517.0
2009,Broj,Hercegovačko-neretvanski kanton,Ž,8220.0
2009,Broj,Zapadno-hercegovački kanton,Ž,1386.0
2009,Broj,Kanton Sarajevo,Ž,90725.0
2009,Broj,Kanton 10,Ž,1926.0
2010,Broj,Federacija Bosne i Hercegovine,Oba spola,368808.0
2010,Broj,Unsko-sanski kanton,Oba spola,19595.0
2010,Broj,Posavski kanton,Oba spola,830.0
2010,Broj,Tuzlanski kanton,Oba spola,68396.0
2010,Broj,Zeničko-dobojski kanton,Oba spola,76610.0
2010,Broj,Bosansko-podrinjski kanton,Oba spola,
2010,Broj,Srednjobosanski kanton,Oba spola,17177.0
2010,Broj,Hercegovačko-neretvanski kanton,Oba spola,14923.0
2010,Broj,Zapadno-hercegovački kanton,Oba spola,3684.0
2010,Broj,Kanton Sarajevo,Oba spola,164918.0
2010,Broj,Kanton 10,Oba spola,2675.0
2010,Broj,Federacija Bosne i Hercegovine,M,174999.0
2010,Broj,Unsko-sanski kanton,M,7579.0
2010,Broj,Posavski kanton,M,295.0
2010,Broj,Tuzlanski kanton,M,29285.0
2010,Broj,Zeničko-dobojski kanton,M,35188.0
2010,Broj,Bosansko-podrinjski kanton,M,
2010,Broj,Srednjobosanski kanton,M,7780.0
2010,Broj,Hercegovačko-neretvanski kanton,M,3427.0
2010,Broj,Zapadno-hercegovački kanton,M,2148.0
2010,Broj,Kanton Sarajevo,M,88379.0
2010,Broj,Kanton 10,M,918.0
2010,Broj,Federacija Bosne i Hercegovine,Ž,193809.0
2010,Broj,Unsko-sanski kanton,Ž,12016.0
2010,Broj,Posavski kanton,Ž,535.0
2010,Broj,Tuzlanski kanton,Ž,39111.0
2010,Broj,Zeničko-dobojski kanton,Ž,41422.0
2010,Broj,Bosansko-podrinjski kanton,Ž,
2010,Broj,Srednjobosanski kanton,Ž,9397.0
2010,Broj,Hercegovačko-neretvanski kanton,Ž,11496.0
2010,Broj,Zapadno-hercegovački kanton,Ž,1536.0
2010,Broj,Kanton Sarajevo,Ž,76539.0
2010,Broj,Kanton 10,Ž,1757.0
2011,Broj,Federacija Bosne i Hercegovine,Oba spola,344976.0
2011,Broj,Unsko-sanski kanton,Oba spola,21212.0
2011,Broj,Posavski kanton,Oba spola,228.0
2011,Broj,Tuzlanski kanton,Oba spola,79042.0
2011,Broj,Zeničko-dobojski kanton,Oba spola,73550.0
2011,Broj,Bosansko-podrinjski kanton,Oba spola,
2011,Broj,Srednjobosanski kanton,Oba spola,11560.0
2011,Broj,Hercegovačko-neretvanski kanton,Oba spola,15304.0
2011,Broj,Zapadno-hercegovački kanton,Oba spola,3174.0
2011,Broj,Kanton Sarajevo,Oba spola,137012.0
2011,Broj,Kanton 10,Oba spola,3894.0
2011,Broj,Federacija Bosne i Hercegovine,M,162768.0
2011,Broj,Unsko-sanski kanton,M,8760.0
2011,Broj,Posavski kanton,M,93.0
2011,Broj,Tuzlanski kanton,M,31106.0
2011,Broj,Zeničko-dobojski kanton,M,35157.0
2011,Broj,Bosansko-podrinjski kanton,M,
2011,Broj,Srednjobosanski kanton,M,5787.0
2011,Broj,Hercegovačko-neretvanski kanton,M,6800.0
2011,Broj,Zapadno-hercegovački kanton,M,1583.0
2011,Broj,Kanton Sarajevo,M,71509.0
2011,Broj,Kanton 10,M,1973.0
2011,Broj,Federacija Bosne i Hercegovine,Ž,182208.0
2011,Broj,Unsko-sanski kanton,Ž,12452.0
2011,Broj,Posavski kanton,Ž,135.0
2011,Broj,Tuzlanski kanton,Ž,47936.0
2011,Broj,Zeničko-dobojski kanton,Ž,38393.0
2011,Broj,Bosansko-podrinjski kanton,Ž,
2011,Broj,Srednjobosanski kanton,Ž,5773.0
2011,Broj,Hercegovačko-neretvanski kanton,Ž,8504.0
2011,Broj,Zapadno-hercegovački kanton,Ž,1591.0
2011,Broj,Kanton Sarajevo,Ž,65503.0
2011,Broj,Kanton 10,Ž,1921.0
2012,Broj,Federacija Bosne i Hercegovine,Oba spola,364552.0
2012,Broj,Unsko-sanski kanton,Oba spola,18348.0
2012,Broj,Posavski kanton,Oba spola,350.0
2012,Broj,Tuzlanski kanton,Oba spola,87038.0
2012,Broj,Zeničko-dobojski kanton,Oba spola,61780.0
2012,Broj,Bosansko-podrinjski kanton,Oba spola,
2012,Broj,Srednjobosanski kanton,Oba spola,20320.0
2012,Broj,Hercegovačko-neretvanski kanton,Oba spola,13180.0
2012,Broj,Zapadno-hercegovački kanton,Oba spola,3944.0
2012,Broj,Kanton Sarajevo,Oba spola,155065.0
2012,Broj,Kanton 10,Oba spola,4527.0
2012,Broj,Federacija Bosne i Hercegovine,M,184723.0
2012,Broj,Unsko-sanski kanton,M,7074.0
2012,Broj,Posavski kanton,M,170.0
2012,Broj,Tuzlanski kanton,M,40077.0
2012,Broj,Zeničko-dobojski kanton,M,28689.0
2012,Broj,Bosansko-podrinjski kanton,M,
2012,Broj,Srednjobosanski kanton,M,9341.0
2012,Broj,Hercegovačko-neretvanski kanton,M,4865.0
2012,Broj,Zapadno-hercegovački kanton,M,2260.0
2012,Broj,Kanton Sarajevo,M,89973.0
2012,Broj,Kanton 10,M,2274.0
2012,Broj,Federacija Bosne i Hercegovine,Ž,179829.0
2012,Broj,Unsko-sanski kanton,Ž,11274.0
2012,Broj,Posavski kanton,Ž,180.0
2012,Broj,Tuzlanski kanton,Ž,46961.0
2012,Broj,Zeničko-dobojski kanton,Ž,33091.0
2012,Broj,Bosansko-podrinjski kanton,Ž,
2012,Broj,Srednjobosanski kanton,Ž,10979.0
2012,Broj,Hercegovačko-neretvanski kanton,Ž,8315.0
2012,Broj,Zapadno-hercegovački kanton,Ž,1684.0
2012,Broj,Kanton Sarajevo,Ž,65092.0
2012,Broj,Kanton 10,Ž,2253.0
2013,Broj,Federacija Bosne i Hercegovine,Oba spola,312990.0
2013,Broj,Unsko-sanski kanton,Oba spola,20984.0
