Year,UNIT_MEASURE,Administrative Area,Sex,Value
2011,Number,Canton 10,M,3
2011,Number,Federation of Bosnia and Herzegovina,F,1345
2011,Number,Una-Sana Canton,F,156
2011,Number,Posavina Canton,F,16
2011,Number,Tuzla Canton,F,228
2011,Number,Zenica-Doboj Canton,F,172
2011,Number,Bosnian-Podrinje Canton,F,35
2011,Number,Central Bosnia Canton,F,74
2011,Number,Herzegovina-Neretva Canton,F,191
2011,Number,West Herzegovina Canton,F,82
2011,Number,Sarajevo Canton,F,331
2011,Number,Canton 10,F,60
2012,Number,Federation of Bosnia and Herzegovina,Both sexes,1450
2012,Number,Una-Sana Canton,Both sexes,163
2012,Number,Posavina Canton,Both sexes,21
2012,Number,Tuzla Canton,Both sexes,258
2012,Number,Zenica-Doboj Canton,Both sexes,177
2012,Number,Bosnian-Podrinje Canton,Both sexes,36
2012,Number,Central Bosnia Canton,Both sexes,97
2012,Number,Herzegovina-Neretva Canton,Both sexes,186
2012,Number,West Herzegovina Canton,Both sexes,92
2012,Number,Sarajevo Canton,Both sexes,356
2012,Number,Canton 10,Both sexes,64
2012,Number,Federation of Bosnia and Herzegovina,M,85
2012,Number,Una-Sana Canton,M,11
2012,Number,Posavina Canton,M,1
2012,Number,Tuzla Canton,M,30
2012,Number,Zenica-Doboj Canton,M,9
2012,Number,Bosnian-Podrinje Canton,M,4
2012,Number,Central Bosnia Canton,M,6
2012,Number,Herzegovina-Neretva Canton,M,4
2012,Number,West Herzegovina Canton,M,3
2012,Number,Sarajevo Canton,M,15
2012,Number,Canton 10,M,2
2012,Number,Federation of Bosnia and Herzegovina,F,1365
2012,Number,Una-Sana Canton,F,152
2012,Number,Posavina Canton,F,20
2012,Number,Tuzla Canton,F,228
2012,Number,Zenica-Doboj Canton,F,168
2012,Number,Bosnian-Podrinje Canton,F,32
2012,Number,Central Bosnia Canton,F,91
2012,Number,Herzegovina-Neretva Canton,F,182
2012,Number,West Herzegovina Canton,F,89
2012,Number,Sarajevo Canton,F,341
2012,Number,Canton 10,F,62
2013,Number,Federation of Bosnia and Herzegovina,Both sexes,1537
2013,Number,Una-Sana Canton,Both sexes,185
2013,Number,Posavina Canton,Both sexes,22
2013,Number,Tuzla Canton,Both sexes,225
2013,Number,Zenica-Doboj Canton,Both sexes,214
2013,Number,Bosnian-Podrinje Canton,Both sexes,31
2013,Number,Central Bosnia Canton,Both sexes,82
2013,Number,Herzegovina-Neretva Canton,Both sexes,187
2013,Number,West Herzegovina Canton,Both sexes,90
2013,Number,Sarajevo Canton,Both sexes,447
2013,Number,Canton 10,Both sexes,54
2013,Number,Federation of Bosnia and Herzegovina,M,95
2013,Number,Una-Sana Canton,M,16
2013,Number,Posavina Canton,M,1
2013,Number,Tuzla Canton,M,26
2013,Number,Zenica-Doboj Canton,M,11
2013,Number,Bosnian-Podrinje Canton,M,4
2013,Number,Central Bosnia Canton,M,5
2013,Number,Herzegovina-Neretva Canton,M,6
2013,Number,West Herzegovina Canton,M,2
2013,Number,Sarajevo Canton,M,21
2013,Number,Canton 10,M,3
2013,Number,Federation of Bosnia and Herzegovina,F,1442
2013,Number,Una-Sana Canton,F,169
2013,Number,Posavina Canton,F,21
2013,Number,Tuzla Canton,F,199
2013,Number,Zenica-Doboj Canton,F,203
2013,Number,Bosnian-Podrinje Canton,F,27
2013,Number,Central Bosnia Canton,F,77
2013,Number,Herzegovina-Neretva Canton,F,181
2013,Number,West Herzegovina Canton,F,88
2013,Number,Sarajevo Canton,F,426
2013,Number,Canton 10,F,51
2014,Number,Federation of Bosnia and Herzegovina,Both sexes,1692
2014,Number,Una-Sana Canton,Both sexes,190
2014,Number,Posavina Canton,Both sexes,23
2014,Number,Tuzla Canton,Both sexes,211
2014,Number,Zenica-Doboj Canton,Both sexes,225
2014,Number,Bosnian-Podrinje Canton,Both sexes,29
2014,Number,Central Bosnia Canton,Both sexes,127
2014,Number,Herzegovina-Neretva Canton,Both sexes,220
2014,Number,West Herzegovina Canton,Both sexes,99
2014,Number,Sarajevo Canton,Both sexes,517
2014,Number,Canton 10,Both sexes,51
2014,Number,Federation of Bosnia and Herzegovina,M,117
2014,Number,Una-Sana Canton,M,16
2014,Number,Posavina Canton,M,2
2014,Number,Tuzla Canton,M,24
2014,Number,Zenica-Doboj Canton,M,18
2014,Number,Bosnian-Podrinje Canton,M,4
2014,Number,Central Bosnia Canton,M,7
2014,Number,Herzegovina-Neretva Canton,M,8
2014,Number,West Herzegovina Canton,M,3
2014,Number,Sarajevo Canton,M,31
2014,Number,Canton 10,M,4
2014,Number,Federation of Bosnia and Herzegovina,F,1575
2014,Number,Una-Sana Canton,F,174
2014,Number,Posavina Canton,F,21
2014,Number,Tuzla Canton,F,187
2014,Number,Zenica-Doboj Canton,F,207
2014,Number,Bosnian-Podrinje Canton,F,25
2014,Number,Central Bosnia Canton,F,120
2014,Number,Herzegovina-Neretva Canton,F,212
2014,Number,West Herzegovina Canton,F,96
2014,Number,Sarajevo Canton,F,486
2014,Number,Canton 10,F,47
2015,Number,Federation of Bosnia and Herzegovina,Both sexes,1781
2015,Number,Una-Sana Canton,Both sexes,195
2015,Number,Posavina Canton,Both sexes,24
2015,Number,Tuzla Canton,Both sexes,242
2015,Number,Zenica-Doboj Canton,Both sexes,244
2015,Number,Bosnian-Podrinje Canton,Both sexes,28
2015,Number,Central Bosnia Canton,Both sexes,128
2015,Number,Herzegovina-Neretva Canton,Both sexes,252
2015,Number,West Herzegovina Canton,Both sexes,98
2015,Number,Sarajevo Canton,Both sexes,518
2015,Number,Canton 10,Both sexes,52
2015,Number,Federation of Bosnia and Herzegovina,M,113
2015,Number,Una-Sana Canton,M,18
2015,Number,Posavina Canton,M,2
2015,Number,Tuzla Canton,M,24
2015,Number,Zenica-Doboj Canton,M,13
2015,Number,Bosnian-Podrinje Canton,M,3
2015,Number,Central Bosnia Canton,M,7
2015,Number,Herzegovina-Neretva Canton,M,11
2015,Number,West Herzegovina Canton,M,3
2015,Number,Sarajevo Canton,M,28
2015,Number,Canton 10,M,4
2015,Number,Federation of Bosnia and Herzegovina,F,1668
2015,Number,Una-Sana Canton,F,177
2015,Number,Posavina Canton,F,22
2015,Number,Tuzla Canton,F,218
2015,Number,Zenica-Doboj Canton,F,231
2015,Number,Bosnian-Podrinje Canton,F,25
2015,Number,Central Bosnia Canton,F,121
2015,Number,Herzegovina-Neretva Canton,F,241
2015,Number,West Herzegovina Canton,F,95
2015,Number,Sarajevo Canton,F,490
2015,Number,Canton 10,F,48
2016,Number,Federation of Bosnia and Herzegovina,Both sexes,1895
2016,Number,Una-Sana Canton,Both sexes,198
2016,Number,Posavina Canton,Both sexes,26
2016,Number,Tuzla Canton,Both sexes,278
2016,Number,Zenica-Doboj Canton,Both sexes,258
2016,Number,Bosnian-Podrinje Canton,Both sexes,31
2016,Number,Central Bosnia Canton,Both sexes,125
2016,Number,Herzegovina-Neretva Canton,Both sexes,263
2016,Number,West Herzegovina Canton,Both sexes,109
2016,Number,Sarajevo Canton,Both sexes,553
2016,Number,Canton 10,Both sexes,54
2016,Number,Federation of Bosnia and Herzegovina,M,117
2016,Number,Una-Sana Canton,M,19
2016,Number,Posavina Canton,M,2
2016,Number,Tuzla Canton,M,29
2016,Number,Zenica-Doboj Canton,M,11
2016,Number,Bosnian-Podrinje Canton,M,4
2016,Number,Central Bosnia Canton,M,6
2016,Number,Herzegovina-Neretva Canton,M,10
2016,Number,West Herzegovina Canton,M,3
2016,Number,Sarajevo Canton,M,30
2016,Number,Canton 10,M,3
2016,Number,Federation of Bosnia and Herzegovina,F,1778
2016,Number,Una-Sana Canton,F,179
2016,Number,Posavina Canton,F,24
2016,Number,Tuzla Canton,F,249
2016,Number,Zenica-Doboj Canton,F,247
2016,Number,Bosnian-Podrinje Canton,F,27
2016,Number,Central Bosnia Canton,F,119
2016,Number,Herzegovina-Neretva Canton,F,253
2016,Number,West Herzegovina Canton,F,106
2016,Number,Sarajevo Canton,F,523
2016,Number,Canton 10,F,51
2017,Number,Federation of Bosnia and Herzegovina,Both sexes,1992
2017,Number,Una-Sana Canton,Both sexes,203
2017,Number,Posavina Canton,Both sexes,28
2017,Number,Tuzla Canton,Both sexes,304
2017,Number,Zenica-Doboj Canton,Both sexes,276
2017,Number,Bosnian-Podrinje Canton,Both sexes,33
2017,Number,Central Bosnia Canton,Both sexes,130
2017,Number,Herzegovina-Neretva Canton,Both sexes,280
2017,Number,West Herzegovina Canton,Both sexes,110
2017,Number,Sarajevo Canton,Both sexes,564
2017,Number,Canton 10,Both sexes,64
2017,Number,Federation of Bosnia and Herzegovina,M,124
2017,Number,Una-Sana Canton,M,16
2017,Number,Posavina Canton,M,2
2017,Number,Tuzla Canton,M,33
2017,Number,Zenica-Doboj Canton,M,15
2017,Number,Bosnian-Podrinje Canton,M,5
2017,Number,Central Bosnia Canton,M,6
2017,Number,Herzegovina-Neretva Canton,M,10
2017,Number,West Herzegovina Canton,M,3
2017,Number,Sarajevo Canton,M,30
2017,Number,Canton 10,M,4
2017,Number,Federation of Bosnia and Herzegovina,F,1868
2017,Number,Una-Sana Canton,F,187
2017,Number,Posavina Canton,F,26
2017,Number,Tuzla Canton,F,271
2017,Number,Zenica-Doboj Canton,F,261
2017,Number,Bosnian-Podrinje Canton,F,28
2017,Number,Central Bosnia Canton,F,124
2017,Number,Herzegovina-Neretva Canton,F,270
2017,Number,West Herzegovina Canton,F,107
2017,Number,Sarajevo Canton,F,534
2017,Number,Canton 10,F,60
2018,Number,Federation of Bosnia and Herzegovina,Both sexes,2073
2018,Number,Una-Sana Canton,Both sexes,212
2018,Number,Posavina Canton,Both sexes,28
2018,Number,Tuzla Canton,Both sexes,312
2018,Number,Zenica-Doboj Canton,Both sexes,288
2018,Number,Bosnian-Podrinje Canton,Both sexes,37
2018,Number,Central Bosnia Canton,Both sexes,129
2018,Number,Herzegovina-Neretva Canton,Both sexes,290
2018,Number,West Herzegovina Canton,Both sexes,122
2018,Number,Sarajevo Canton,Both sexes,592
2018,Number,Canton 10,Both sexes,63
2018,Number,Federation of Bosnia and Herzegovina,M,122
2018,Number,Una-Sana Canton,M,16
2018,Number,Posavina Canton,M,2
2018,Number,Tuzla Canton,M,29
2018,Number,Zenica-Doboj Canton,M,14
2018,Number,Bosnian-Podrinje Canton,M,5
2018,Number,Central Bosnia Canton,M,7
2018,Number,Herzegovina-Neretva Canton,M,9
2018,Number,West Herzegovina Canton,M,4
2018,Number,Sarajevo Canton,M,32
2018,Number,Canton 10,M,4
2018,Number,Federation of Bosnia and Herzegovina,F,1951
2018,Number,Una-Sana Canton,F,196
2018,Number,Posavina Canton,F,26
2018,Number,Tuzla Canton,F,283
2018,Number,Zenica-Doboj Canton,F,274
2018,Number,Bosnian-Podrinje Canton,F,32
2018,Number,Central Bosnia Canton,F,122
2018,Number,Herzegovina-Neretva Canton,F,281
2018,Number,West Herzegovina Canton,F,118
2018,Number,Sarajevo Canton,F,560
2018,Number,Canton 10,F,59
