Year,UNIT_MEASURE,Административна јединица,Пол,Value
2010,Број,Унско-сански кантон,Оба пола,10302
2011,Број,Унско-сански кантон,Оба пола,11913
2012,Број,Унско-сански кантон,Оба пола,12734
2013,Број,Унско-сански кантон,Оба пола,11904
2014,Број,Унско-сански кантон,Оба пола,11058
2015,Број,Унско-сански кантон,Оба пола,10239
2016,Број,Унско-сански кантон,Оба пола,9619
2017,Број,Унско-сански кантон,Оба пола,9496
2018,Број,Унско-сански кантон,Оба пола,8698
2019,Број,Унско-сански кантон,Оба пола,8046
2020,Број,Унско-сански кантон,Оба пола,7501
2021,Број,Унско-сански кантон,Оба пола,7107
2022,Број,Унско-сански кантон,Оба пола,6792
2023,Број,Унско-сански кантон,Оба пола,6733
2010,Број,Унско-сански кантон,M,5247
2011,Број,Унско-сански кантон,M,6049
2012,Број,Унско-сански кантон,M,6505
2013,Број,Унско-сански кантон,M,6051
2014,Број,Унско-сански кантон,M,5573
2015,Број,Унско-сански кантон,M,5060
2016,Број,Унско-сански кантон,M,4755
2017,Број,Унско-сански кантон,M,4705
2018,Број,Унско-сански кантон,M,4268
2019,Број,Унско-сански кантон,M,3997
2020,Број,Унско-сански кантон,M,3676
2021,Број,Унско-сански кантон,M,3470
2022,Број,Унско-сански кантон,M,3341
2023,Број,Унско-сански кантон,M,3278
2010,Број,Унско-сански кантон,Ж,5055
2011,Број,Унско-сански кантон,Ж,5864
2012,Број,Унско-сански кантон,Ж,6229
2013,Број,Унско-сански кантон,Ж,5853
2014,Број,Унско-сански кантон,Ж,5485
2015,Број,Унско-сански кантон,Ж,5179
2016,Број,Унско-сански кантон,Ж,4864
2017,Број,Унско-сански кантон,Ж,4791
2018,Број,Унско-сански кантон,Ж,4430
2019,Број,Унско-сански кантон,Ж,4049
2020,Број,Унско-сански кантон,Ж,3825
2021,Број,Унско-сански кантон,Ж,3637
2022,Број,Унско-сански кантон,Ж,3451
2023,Број,Унско-сански кантон,Ж,3455
2010,Број,Посавски кантон,Оба пола,1516
2011,Број,Посавски кантон,Оба пола,1591
2012,Број,Посавски кантон,Оба пола,1673
2013,Број,Посавски кантон,Оба пола,1670
2014,Број,Посавски кантон,Оба пола,1600
2015,Број,Посавски кантон,Оба пола,1413
2016,Број,Посавски кантон,Оба пола,1300
2017,Број,Посавски кантон,Оба пола,1160
2018,Број,Посавски кантон,Оба пола,1037
2019,Број,Посавски кантон,Оба пола,986
2020,Број,Посавски кантон,Оба пола,896
2021,Број,Посавски кантон,Оба пола,865
2022,Број,Посавски кантон,Оба пола,805
2023,Број,Посавски кантон,Оба пола,759
2010,Број,Посавски кантон,M,738
2011,Број,Посавски кантон,M,779
2012,Број,Посавски кантон,M,807
2013,Број,Посавски кантон,M,809
2014,Број,Посавски кантон,M,793
2015,Број,Посавски кантон,M,694
2016,Број,Посавски кантон,M,649
2017,Број,Посавски кантон,M,577
2018,Број,Посавски кантон,M,530
2019,Број,Посавски кантон,M,488
2020,Број,Посавски кантон,M,437
2021,Број,Посавски кантон,M,430
2022,Број,Посавски кантон,M,403
2023,Број,Посавски кантон,M,379
2023,Број,Посавски кантон,M,379
2010,Број,Посавски кантон,Ж,778
2011,Број,Посавски кантон,Ж,812
2012,Број,Посавски кантон,Ж,866
2013,Број,Посавски кантон,Ж,861
2014,Број,Посавски кантон,Ж,807
2015,Број,Посавски кантон,Ж,719
2016,Број,Посавски кантон,Ж,651
2017,Број,Посавски кантон,Ж,583
2018,Број,Посавски кантон,Ж,507
2019,Број,Посавски кантон,Ж,498
2020,Број,Посавски кантон,Ж,459
2021,Број,Посавски кантон,Ж,435
2022,Број,Посавски кантон,Ж,402
2023,Број,Посавски кантон,Ж,380
2010,Број,Тузлански кантон,Оба пола,22329
2011,Број,Тузлански кантон,Оба пола,24166
2012,Број,Тузлански кантон,Оба пола,24680
2013,Број,Тузлански кантон,Оба пола,22484
2014,Број,Тузлански кантон,Оба пола,19226
2015,Број,Тузлански кантон,Оба пола,16850
2016,Број,Тузлански кантон,Оба пола,15751
2017,Број,Тузлански кантон,Оба пола,15966
2018,Број,Тузлански кантон,Оба пола,15582
2019,Број,Тузлански кантон,Оба пола,15078
2020,Број,Тузлански кантон,Оба пола,14923
2021,Број,Тузлански кантон,Оба пола,14384
2022,Број,Тузлански кантон,Оба пола,14128
2023,Број,Тузлански кантон,Оба пола,14117
2010,Број,Тузлански кантон,M,11405
2011,Број,Тузлански кантон,M,12336
2012,Број,Тузлански кантон,M,12559
2013,Број,Тузлански кантон,M,11367
2014,Број,Тузлански кантон,M,9641
2015,Број,Тузлански кантон,M,8378
2016,Број,Тузлански кантон,M,7893
2017,Број,Тузлански кантон,M,7965
2018,Број,Тузлански кантон,M,7742
2019,Број,Тузлански кантон,M,7506
2020,Број,Тузлански кантон,M,7496
2021,Број,Тузлански кантон,M,7197
2022,Број,Тузлански кантон,M,7048
2023,Број,Тузлански кантон,M,6997
2010,Број,Тузлански кантон,Ж,10924
2011,Број,Тузлански кантон,Ж,11830
2012,Број,Тузлански кантон,Ж,12121
2013,Број,Тузлански кантон,Ж,11117
2014,Број,Тузлански кантон,Ж,9585
2015,Број,Тузлански кантон,Ж,8472
2016,Број,Тузлански кантон,Ж,7858
2017,Број,Тузлански кантон,Ж,8001
2018,Број,Тузлански кантон,Ж,7840
2019,Број,Тузлански кантон,Ж,7572
2020,Број,Тузлански кантон,Ж,7427
2021,Број,Тузлански кантон,Ж,7187
2022,Број,Тузлански кантон,Ж,7080
2023,Број,Тузлански кантон,Ж,7120
2010,Број,Зеничко-добојски кантон,Оба пола,17124
2011,Број,Зеничко-добојски кантон,Оба пола,19199
2012,Број,Зеничко-добојски кантон,Оба пола,19271
2013,Број,Зеничко-добојски кантон,Оба пола,17900
2014,Број,Зеничко-добојски кантон,Оба пола,16228
2015,Број,Зеничко-добојски кантон,Оба пола,14778
2016,Број,Зеничко-добојски кантон,Оба пола,14478
2017,Број,Зеничко-добојски кантон,Оба пола,14006
2018,Број,Зеничко-добојски кантон,Оба пола,13558
2019,Број,Зеничко-добојски кантон,Оба пола,12688
2020,Број,Зеничко-добојски кантон,Оба пола,12365
2021,Број,Зеничко-добојски кантон,Оба пола,11908
2022,Број,Зеничко-добојски кантон,Оба пола,11875
2023,Број,Зеничко-добојски кантон,Оба пола,11998
2010,Број,Зеничко-добојски кантон,M,8791
2011,Број,Зеничко-добојски кантон,M,9949
2012,Број,Зеничко-добојски кантон,M,9976
2013,Број,Зеничко-добојски кантон,M,9177
2014,Број,Зеничко-добојски кантон,M,8257
2015,Број,Зеничко-добојски кантон,M,7575
2016,Број,Зеничко-добојски кантон,M,7382
2017,Број,Зеничко-добојски кантон,M,7162
2018,Број,Зеничко-добојски кантон,M,6944
2019,Број,Зеничко-добојски кантон,M,6446
2020,Број,Зеничко-добојски кантон,M,6217
2021,Број,Зеничко-добојски кантон,M,5904
2022,Број,Зеничко-добојски кантон,M,5943
2023,Број,Зеничко-добојски кантон,M,6118
2010,Број,Зеничко-добојски кантон,Ж,8333
2011,Број,Зеничко-добојски кантон,Ж,9250
2012,Број,Зеничко-добојски кантон,Ж,9295
2013,Број,Зеничко-добојски кантон,Ж,8723
2014,Број,Зеничко-добојски кантон,Ж,7971
2015,Број,Зеничко-добојски кантон,Ж,7203
2016,Број,Зеничко-добојски кантон,Ж,7096
2017,Број,Зеничко-добојски кантон,Ж,6844
2018,Број,Зеничко-добојски кантон,Ж,6614
2019,Број,Зеничко-добојски кантон,Ж,6242
2020,Број,Зеничко-добојски кантон,Ж,6148
2021,Број,Зеничко-добојски кантон,Ж,6004
2022,Број,Зеничко-добојски кантон,Ж,5932
2023,Број,Зеничко-добојски кантон,Ж,5880
2010,Број,Босанско-подрињски кантон,Оба пола,1136
2011,Број,Босанско-подрињски кантон,Оба пола,1247
2012,Број,Босанско-подрињски кантон,Оба пола,1389
2013,Број,Босанско-подрињски кантон,Оба пола,1242
2014,Број,Босанско-подрињски кантон,Оба пола,1202
2015,Број,Босанско-подрињски кантон,Оба пола,1031
2016,Број,Босанско-подрињски кантон,Оба пола,948
2017,Број,Босанско-подрињски кантон,Оба пола,964
2018,Број,Босанско-подрињски кантон,Оба пола,886
2019,Број,Босанско-подрињски кантон,Оба пола,832
2020,Број,Босанско-подрињски кантон,Оба пола,788
2021,Број,Босанско-подрињски кантон,Оба пола,748
2022,Број,Босанско-подрињски кантон,Оба пола,706
2023,Број,Босанско-подрињски кантон,Оба пола,685
2010,Број,Босанско-подрињски кантон,M,591
2011,Број,Босанско-подрињски кантон,M,659
2012,Број,Босанско-подрињски кантон,M,717
2013,Број,Босанско-подрињски кантон,M,655
2014,Број,Босанско-подрињски кантон,M,644
2015,Број,Босанско-подрињски кантон,M,552
2016,Број,Босанско-подрињски кантон,M,479
2017,Број,Босанско-подрињски кантон,M,485
2018,Број,Босанско-подрињски кантон,M,452
2019,Број,Босанско-подрињски кантон,M,441
2020,Број,Босанско-подрињски кантон,M,423
2021,Број,Босанско-подрињски кантон,M,388
2022,Број,Босанско-подрињски кантон,M,368
2023,Број,Босанско-подрињски кантон,M,352
2010,Број,Босанско-подрињски кантон,Ж,545
2011,Број,Босанско-подрињски кантон,Ж,588
2012,Број,Босанско-подрињски кантон,Ж,672
2013,Број,Босанско-подрињски кантон,Ж,587
2014,Број,Босанско-подрињски кантон,Ж,558
2015,Број,Босанско-подрињски кантон,Ж,479
2016,Број,Босанско-подрињски кантон,Ж,469
2017,Број,Босанско-подрињски кантон,Ж,479
2018,Број,Босанско-подрињски кантон,Ж,434
2019,Број,Босанско-подрињски кантон,Ж,391
2020,Број,Босанско-подрињски кантон,Ж,365
2021,Број,Босанско-подрињски кантон,Ж,360
2022,Број,Босанско-подрињски кантон,Ж,338
2023,Број,Босанско-подрињски кантон,Ж,333
2010,Број,Средњобосански кантон,Оба пола,11531
2011,Број,Средњобосански кантон,Оба пола,12712
2012,Број,Средњобосански кантон,Оба пола,13583
2013,Број,Средњобосански кантон,Оба пола,13402
2014,Број,Средњобосански кантон,Оба пола,12333
2015,Број,Средњобосански кантон,Оба пола,11420
2016,Број,Средњобосански кантон,Оба пола,10610
2017,Број,Средњобосански кантон,Оба пола,10087
2018,Број,Средњобосански кантон,Оба пола,8320
2019,Број,Средњобосански кантон,Оба пола,7878
2020,Број,Средњобосански кантон,Оба пола,7869
2021,Број,Средњобосански кантон,Оба пола,8097
2022,Број,Средњобосански кантон,Оба пола,8867
2023,Број,Средњобосански кантон,Оба пола,8749
2010,Број,Средњобосански кантон,M,5829
2011,Број,Средњобосански кантон,M,6467
2012,Број,Средњобосански кантон,M,6915
2013,Број,Средњобосански кантон,M,6792
2014,Број,Средњобосански кантон,M,6120
2015,Број,Средњобосански кантон,M,5619
2016,Број,Средњобосански кантон,M,5211
2017,Број,Средњобосански кантон,M,5032
2018,Број,Средњобосански кантон,M,4131
2019,Број,Средњобосански кантон,M,3906
2020,Број,Средњобосански кантон,M,3922
2021,Број,Средњобосански кантон,M,4135
2022,Број,Средњобосански кантон,M,4418
2023,Број,Средњобосански кантон,M,4362
2023,Број,Средњобосански кантон,M,4362
2010,Број,Средњобосански кантон,Ж,5702
2011,Број,Средњобосански кантон,Ж,6245
2012,Број,Средњобосански кантон,Ж,6668
2013,Број,Средњобосански кантон,Ж,6610
2014,Број,Средњобосански кантон,Ж,6213
2015,Број,Средњобосански кантон,Ж,5801
2016,Број,Средњобосански кантон,Ж,5399
2017,Број,Средњобосански кантон,Ж,5055
2018,Број,Средњобосански кантон,Ж,4189
2019,Број,Средњобосански кантон,Ж,3972
2020,Број,Средњобосански кантон,Ж,3947
2021,Број,Средњобосански кантон,Ж,3962
2022,Број,Средњобосански кантон,Ж,4449
2023,Број,Средњобосански кантон,Ж,4387
2010,Број,Херцеговачко-неретвански кантон,Оба пола,9924
2011,Број,Херцеговачко-неретвански кантон,Оба пола,10847
2012,Број,Херцеговачко-неретвански кантон,Оба пола,11385
2013,Број,Херцеговачко-неретвански кантон,Оба пола,11170
2014,Број,Херцеговачко-неретвански кантон,Оба пола,9621
2015,Број,Херцеговачко-неретвански кантон,Оба пола,9386
2016,Број,Херцеговачко-неретвански кантон,Оба пола,8614
2017,Број,Херцеговачко-неретвански кантон,Оба пола,8089
2018,Број,Херцеговачко-неретвански кантон,Оба пола,7614
2019,Број,Херцеговачко-неретвански кантон,Оба пола,7328
2020,Број,Херцеговачко-неретвански кантон,Оба пола,7055
2021,Број,Херцеговачко-неретвански кантон,Оба пола,7121
2022,Број,Херцеговачко-неретвански кантон,Оба пола,7284
2023,Број,Херцеговачко-неретвански кантон,Оба пола,7178
2010,Број,Херцеговачко-неретвански кантон,M,4940
2011,Број,Херцеговачко-неретвански кантон,M,5391
2012,Број,Херцеговачко-неретвански кантон,M,5789
2013,Број,Херцеговачко-неретвански кантон,M,5622
2014,Број,Херцеговачко-неретвански кантон,M,4641
2015,Број,Херцеговачко-неретвански кантон,M,4804
2016,Број,Херцеговачко-неретвански кантон,M,4225
2017,Број,Херцеговачко-неретвански кантон,M,3993
2018,Број,Херцеговачко-неретвански кантон,M,3802
2019,Број,Херцеговачко-неретвански кантон,M,3626
2020,Број,Херцеговачко-неретвански кантон,M,3489
2021,Број,Херцеговачко-неретвански кантон,M,3534
2022,Број,Херцеговачко-неретвански кантон,M,3633
2023,Број,Херцеговачко-неретвански кантон,M,3626
2010,Број,Херцеговачко-неретвански кантон,Ж,4984
2011,Број,Херцеговачко-неретвански кантон,Ж,5456
2012,Број,Херцеговачко-неретвански кантон,Ж,5596
2013,Број,Херцеговачко-неретвански кантон,Ж,5548
2014,Број,Херцеговачко-неретвански кантон,Ж,4980
2015,Број,Херцеговачко-неретвански кантон,Ж,4582
2016,Број,Херцеговачко-неретвански кантон,Ж,4389
2017,Број,Херцеговачко-неретвански кантон,Ж,4096
2018,Број,Херцеговачко-неретвански кантон,Ж,3812
2019,Број,Херцеговачко-неретвански кантон,Ж,3702
2020,Број,Херцеговачко-неретвански кантон,Ж,3566
2021,Број,Херцеговачко-неретвански кантон,Ж,3587
2022,Број,Херцеговачко-неретвански кантон,Ж,3651
2023,Број,Херцеговачко-неретвански кантон,Ж,3623
2010,Број,Западнохерцеговчки кантон,Оба пола,4115
2011,Број,Западнохерцеговчки кантон,Оба пола,4250
2012,Број,Западнохерцеговчки кантон,Оба пола,4406
2013,Број,Западнохерцеговчки кантон,Оба пола,4494
2014,Број,Западнохерцеговчки кантон,Оба пола,4419
2015,Број,Западнохерцеговчки кантон,Оба пола,4265
2016,Број,Западнохерцеговчки кантон,Оба пола,4029
2017,Број,Западнохерцеговчки кантон,Оба пола,3803
2018,Број,Западнохерцеговчки кантон,Оба пола,3390
2019,Број,Западнохерцеговчки кантон,Оба пола,3265
2020,Број,Западнохерцеговчки кантон,Оба пола,3138
2021,Број,Западнохерцеговчки кантон,Оба пола,3168
2022,Број,Западнохерцеговчки кантон,Оба пола,3281
2023,Број,Западнохерцеговчки кантон,Оба пола,3367
2010,Број,Западнохерцеговчки кантон,M,1989
2011,Број,Западнохерцеговчки кантон,M,2075
2012,Број,Западнохерцеговчки кантон,M,2174
2013,Број,Западнохерцеговчки кантон,M,2211
2014,Број,Западнохерцеговчки кантон,M,2166
2015,Број,Западнохерцеговчки кантон,M,2087
2016,Број,Западнохерцеговчки кантон,M,1959
2017,Број,Западнохерцеговчки кантон,M,1867
2018,Број,Западнохерцеговчки кантон,M,1708
2019,Број,Западнохерцеговчки кантон,M,1637
2020,Број,Западнохерцеговчки кантон,M,1589
2021,Број,Западнохерцеговчки кантон,M,1600
2022,Број,Западнохерцеговчки кантон,M,1621
2023,Број,Западнохерцеговчки кантон,M,1667
2010,Број,Западнохерцеговчки кантон,Ж,2126
2011,Број,Западнохерцеговчки кантон,Ж,2175
2012,Број,Западнохерцеговчки кантон,Ж,2232
2013,Број,Западнохерцеговчки кантон,Ж,2283
2014,Број,Западнохерцеговчки кантон,Ж,2253
2015,Број,Западнохерцеговчки кантон,Ж,2178
2016,Број,Западнохерцеговчки кантон,Ж,2070
2017,Број,Западнохерцеговчки кантон,Ж,1936
2018,Број,Западнохерцеговчки кантон,Ж,1682
2019,Број,Западнохерцеговчки кантон,Ж,1628
2020,Број,Западнохерцеговчки кантон,Ж,1549
2021,Број,Западнохерцеговчки кантон,Ж,1568
2022,Број,Западнохерцеговчки кантон,Ж,1660
2023,Број,Западнохерцеговчки кантон,Ж,1700
2010,Број,Кантон Сарајево,Оба пола,18625
2011,Број,Кантон Сарајево,Оба пола,20301
2012,Број,Кантон Сарајево,Оба пола,21229
2013,Број,Кантон Сарајево,Оба пола,18966
2014,Број,Кантон Сарајево,Оба пола,17904
2015,Број,Кантон Сарајево,Оба пола,16148
2016,Број,Кантон Сарајево,Оба пола,15285
2017,Број,Кантон Сарајево,Оба пола,15926
2018,Број,Кантон Сарајево,Оба пола,15162
2019,Број,Кантон Сарајево,Оба пола,14733
2020,Број,Кантон Сарајево,Оба пола,14750
2021,Број,Кантон Сарајево,Оба пола,14679
2022,Број,Кантон Сарајево,Оба пола,14770
2023,Број,Кантон Сарајево,Оба пола,15008
2010,Број,Кантон Сарајево,M,9360
2011,Број,Кантон Сарајево,M,10307
2012,Број,Кантон Сарајево,M,10700
2013,Број,Кантон Сарајево,M,9551
2014,Број,Кантон Сарајево,M,9071
2015,Број,Кантон Сарајево,M,8075
2016,Број,Кантон Сарајево,M,7678
2017,Број,Кантон Сарајево,M,7965
2018,Број,Кантон Сарајево,M,7604
2019,Број,Кантон Сарајево,M,7432
2020,Број,Кантон Сарајево,M,7392
2021,Број,Кантон Сарајево,M,7353
2022,Број,Кантон Сарајево,M,7320
2023,Број,Кантон Сарајево,M,7433
2010,Број,Кантон Сарајево,Ж,9265
2011,Број,Кантон Сарајево,Ж,9994
2012,Број,Кантон Сарајево,Ж,10529
2013,Број,Кантон Сарајево,Ж,9415
2014,Број,Кантон Сарајево,Ж,8833
2015,Број,Кантон Сарајево,Ж,8073
2016,Број,Кантон Сарајево,Ж,7607
2017,Број,Кантон Сарајево,Ж,7961
2018,Број,Кантон Сарајево,Ж,7558
2019,Број,Кантон Сарајево,Ж,7301
2020,Број,Кантон Сарајево,Ж,7358
2021,Број,Кантон Сарајево,Ж,7326
2022,Број,Кантон Сарајево,Ж,7450
2023,Број,Кантон Сарајево,Ж,7575
2010,Број,Кантон 10,Оба пола,2626
2011,Број,Кантон 10,Оба пола,2731
2012,Број,Кантон 10,Оба пола,2864
2013,Број,Кантон 10,Оба пола,2824
2014,Број,Кантон 10,Оба пола,2740
2015,Број,Кантон 10,Оба пола,2283
2016,Број,Кантон 10,Оба пола,2041
2017,Број,Кантон 10,Оба пола,1957
2018,Број,Кантон 10,Оба пола,1917
2019,Број,Кантон 10,Оба пола,2058
2020,Број,Кантон 10,Оба пола,2043
2021,Број,Кантон 10,Оба пола,1947
2022,Број,Кантон 10,Оба пола,1817
2023,Број,Кантон 10,Оба пола,1762
2010,Број,Кантон 10,M,1321
2011,Број,Кантон 10,M,1354
2012,Број,Кантон 10,M,1397
2013,Број,Кантон 10,M,1381
2014,Број,Кантон 10,M,1334
2015,Број,Кантон 10,M,1109
2016,Број,Кантон 10,M,1000
2017,Број,Кантон 10,M,959
2018,Број,Кантон 10,M,959
2019,Број,Кантон 10,M,1027
2020,Број,Кантон 10,M,1070
2021,Број,Кантон 10,M,1007
2022,Број,Кантон 10,M,921
2023,Број,Кантон 10,M,912
2010,Број,Кантон 10,Ж,1305
2011,Број,Кантон 10,Ж,1377
2012,Број,Кантон 10,Ж,1467
2013,Број,Кантон 10,Ж,1443
2014,Број,Кантон 10,Ж,1406
2015,Број,Кантон 10,Ж,1174
2016,Број,Кантон 10,Ж,1041
2017,Број,Кантон 10,Ж,998
2018,Број,Кантон 10,Ж,958
2019,Број,Кантон 10,Ж,1031
2020,Број,Кантон 10,Ж,973
2021,Број,Кантон 10,Ж,940
2022,Број,Кантон 10,Ж,896
2023,Број,Кантон 10,Ж,850
