Year,UNIT_MEASURE,Admin_Area,Sex,Value
2009,Number,Una-Sana Canton,M,2019
2010,Number,Una-Sana Canton,M,1946
2011,Number,Una-Sana Canton,M,1919
2012,Number,Una-Sana Canton,M,1647
2013,Number,Una-Sana Canton,M,1422
2014,Number,Una-Sana Canton,M,1307
2015,Number,Una-Sana Canton,M,1268
2016,Number,Una-Sana Canton,M,1216
2017,Number,Una-Sana Canton,M,1016
2018,Number,Una-Sana Canton,M,893
2009,Number,Una-Sana Canton,F,2989
2010,Number,Una-Sana Canton,F,2786
2011,Number,Una-Sana Canton,F,2669
2012,Number,Una-Sana Canton,F,2249
2013,Number,Una-Sana Canton,F,1933
2014,Number,Una-Sana Canton,F,1731
2015,Number,Una-Sana Canton,F,1743
2016,Number,Una-Sana Canton,F,1678
2017,Number,Una-Sana Canton,F,1531
2018,Number,Una-Sana Canton,F,1429
2009,Number,Tuzla Canton,Both sexes,13896
2010,Number,Tuzla Canton,Both sexes,14557
2011,Number,Tuzla Canton,Both sexes,13535
2012,Number,Tuzla Canton,Both sexes,12147
2013,Number,Tuzla Canton,Both sexes,11686
2014,Number,Tuzla Canton,Both sexes,11074
2015,Number,Tuzla Canton,Both sexes,11231
2016,Number,Tuzla Canton,Both sexes,11338
2017,Number,Tuzla Canton,Both sexes,10920
2018,Number,Tuzla Canton,Both sexes,9956
2009,Number,Tuzla Canton,M,6038
2010,Number,Tuzla Canton,M,6284
2011,Number,Tuzla Canton,M,5710
2012,Number,Tuzla Canton,M,5103
2013,Number,Tuzla Canton,M,4770
2014,Number,Tuzla Canton,M,4499
2015,Number,Tuzla Canton,M,4626
2016,Number,Tuzla Canton,M,4746
2017,Number,Tuzla Canton,M,4540
2018,Number,Tuzla Canton,M,4073
2009,Number,Tuzla Canton,F,7858
2010,Number,Tuzla Canton,F,8273
2011,Number,Tuzla Canton,F,7825
2012,Number,Tuzla Canton,F,7044
2013,Number,Tuzla Canton,F,6916
2014,Number,Tuzla Canton,F,6575
2015,Number,Tuzla Canton,F,6605
2016,Number,Tuzla Canton,F,6592
2017,Number,Tuzla Canton,F,6380
2018,Number,Tuzla Canton,F,5883
2009,Number,Zenica-Doboj Canton,Both sexes,4463
2010,Number,Zenica-Doboj Canton,Both sexes,4655
2011,Number,Zenica-Doboj Canton,Both sexes,4278
2012,Number,Zenica-Doboj Canton,Both sexes,4151
2013,Number,Zenica-Doboj Canton,Both sexes,3917
2014,Number,Zenica-Doboj Canton,Both sexes,3927
2015,Number,Zenica-Doboj Canton,Both sexes,3687
2016,Number,Zenica-Doboj Canton,Both sexes,3495
2017,Number,Zenica-Doboj Canton,Both sexes,3124
2018,Number,Zenica-Doboj Canton,Both sexes,3173
2009,Number,Zenica-Doboj Canton,M,1748
2010,Number,Zenica-Doboj Canton,M,1797
2011,Number,Zenica-Doboj Canton,M,1668
2012,Number,Zenica-Doboj Canton,M,1637
2013,Number,Zenica-Doboj Canton,M,1524
2014,Number,Zenica-Doboj Canton,M,1542
2015,Number,Zenica-Doboj Canton,M,1434
2016,Number,Zenica-Doboj Canton,M,1297
2017,Number,Zenica-Doboj Canton,M,1115
2018,Number,Zenica-Doboj Canton,M,1098
2009,Number,Zenica-Doboj Canton,F,2715
2010,Number,Zenica-Doboj Canton,F,2858
2011,Number,Zenica-Doboj Canton,F,2610
2012,Number,Zenica-Doboj Canton,F,2514
2013,Number,Zenica-Doboj Canton,F,2393
2014,Number,Zenica-Doboj Canton,F,2385
2015,Number,Zenica-Doboj Canton,F,2253
2016,Number,Zenica-Doboj Canton,F,2198
2017,Number,Zenica-Doboj Canton,F,2009
2018,Number,Zenica-Doboj Canton,F,2075
2009,Number,Bosnian-Podrinje Canton,Both sexes,0
2010,Number,Bosnian-Podrinje Canton,Both sexes,0
2011,Number,Bosnian-Podrinje Canton,Both sexes,0
2012,Number,Bosnian-Podrinje Canton,Both sexes,0
2013,Number,Bosnian-Podrinje Canton,Both sexes,0
2014,Number,Bosnian-Podrinje Canton,Both sexes,31
2015,Number,Bosnian-Podrinje Canton,Both sexes,112
2016,Number,Bosnian-Podrinje Canton,Both sexes,144
2017,Number,Bosnian-Podrinje Canton,Both sexes,126
2018,Number,Bosnian-Podrinje Canton,Both sexes,77
2009,Number,Bosnian-Podrinje Canton,M,0
2010,Number,Bosnian-Podrinje Canton,M,0
2011,Number,Bosnian-Podrinje Canton,M,0
2012,Number,Bosnian-Podrinje Canton,M,0
2013,Number,Bosnian-Podrinje Canton,M,0
2014,Number,Bosnian-Podrinje Canton,M,9
2015,Number,Bosnian-Podrinje Canton,M,42
2016,Number,Bosnian-Podrinje Canton,M,54
2017,Number,Bosnian-Podrinje Canton,M,50
2018,Number,Bosnian-Podrinje Canton,M,31
2009,Number,Bosnian-Podrinje Canton,F,0
2010,Number,Bosnian-Podrinje Canton,F,0
2011,Number,Bosnian-Podrinje Canton,F,0
2012,Number,Bosnian-Podrinje Canton,F,0
2013,Number,Bosnian-Podrinje Canton,F,0
2014,Number,Bosnian-Podrinje Canton,F,22
2015,Number,Bosnian-Podrinje Canton,F,70
2016,Number,Bosnian-Podrinje Canton,F,90
2017,Number,Bosnian-Podrinje Canton,F,76
2018,Number,Bosnian-Podrinje Canton,F,46
2009,Number,Central Bosnia Canton,Both sexes,2991
2010,Number,Central Bosnia Canton,Both sexes,3665
2011,Number,Central Bosnia Canton,Both sexes,4188
2012,Number,Central Bosnia Canton,Both sexes,4500
2013,Number,Central Bosnia Canton,Both sexes,4544
2014,Number,Central Bosnia Canton,Both sexes,4688
2015,Number,Central Bosnia Canton,Both sexes,4913
2016,Number,Central Bosnia Canton,Both sexes,5184
2017,Number,Central Bosnia Canton,Both sexes,5487
2018,Number,Central Bosnia Canton,Both sexes,4489
2009,Number,Central Bosnia Canton,M,1791
2010,Number,Central Bosnia Canton,M,2184
2011,Number,Central Bosnia Canton,M,2545
2012,Number,Central Bosnia Canton,M,2814
2013,Number,Central Bosnia Canton,M,2825
2014,Number,Central Bosnia Canton,M,2964
2015,Number,Central Bosnia Canton,M,3068
2016,Number,Central Bosnia Canton,M,3200
2017,Number,Central Bosnia Canton,M,3354
2018,Number,Central Bosnia Canton,M,2603
2009,Number,Central Bosnia Canton,F,1200
2010,Number,Central Bosnia Canton,F,1481
2011,Number,Central Bosnia Canton,F,1643
2012,Number,Central Bosnia Canton,F,1686
2013,Number,Central Bosnia Canton,F,1719
2014,Number,Central Bosnia Canton,F,1724
2015,Number,Central Bosnia Canton,F,1845
2016,Number,Central Bosnia Canton,F,1984
2017,Number,Central Bosnia Canton,F,2133
2018,Number,Central Bosnia Canton,F,1886
2009,Number,Herzegovina-Neretva Canton,Both sexes,12909
2010,Number,Herzegovina-Neretva Canton,Both sexes,14187
2011,Number,Herzegovina-Neretva Canton,Both sexes,14541
2012,Number,Herzegovina-Neretva Canton,Both sexes,13856
2013,Number,Herzegovina-Neretva Canton,Both sexes,15150
2014,Number,Herzegovina-Neretva Canton,Both sexes,15046
2015,Number,Herzegovina-Neretva Canton,Both sexes,14485
2016,Number,Herzegovina-Neretva Canton,Both sexes,14315
2017,Number,Herzegovina-Neretva Canton,Both sexes,14120
2018,Number,Herzegovina-Neretva Canton,Both sexes,13426
2009,Number,Herzegovina-Neretva Canton,M,5490
2010,Number,Herzegovina-Neretva Canton,M,5937
2011,Number,Herzegovina-Neretva Canton,M,6018
2012,Number,Herzegovina-Neretva Canton,M,5698
2013,Number,Herzegovina-Neretva Canton,M,6252
2014,Number,Herzegovina-Neretva Canton,M,6339
2015,Number,Herzegovina-Neretva Canton,M,6194
2016,Number,Herzegovina-Neretva Canton,M,6063
2017,Number,Herzegovina-Neretva Canton,M,5916
2018,Number,Herzegovina-Neretva Canton,M,5395
2009,Number,Herzegovina-Neretva Canton,F,7419
2010,Number,Herzegovina-Neretva Canton,F,8250
2011,Number,Herzegovina-Neretva Canton,F,8523
2012,Number,Herzegovina-Neretva Canton,F,8158
2013,Number,Herzegovina-Neretva Canton,F,8898
2014,Number,Herzegovina-Neretva Canton,F,8707
2015,Number,Herzegovina-Neretva Canton,F,8291
2016,Number,Herzegovina-Neretva Canton,F,8252
2017,Number,Herzegovina-Neretva Canton,F,8204
2018,Number,Herzegovina-Neretva Canton,F,8031
2009,Number,Sarajevo Canton,Both sexes,32343
2010,Number,Sarajevo Canton,Both sexes,32798
2011,Number,Sarajevo Canton,Both sexes,33435
2012,Number,Sarajevo Canton,Both sexes,33910
2013,Number,Sarajevo Canton,Both sexes,33949
2014,Number,Sarajevo Canton,Both sexes,34069
2015,Number,Sarajevo Canton,Both sexes,34673
2016,Number,Sarajevo Canton,Both sexes,32599
2017,Number,Sarajevo Canton,Both sexes,29703
2018,Number,Sarajevo Canton,Both sexes,28842
2009,Number,Sarajevo Canton,M,13342
2010,Number,Sarajevo Canton,M,14503
2011,Number,Sarajevo Canton,M,14907
2012,Number,Sarajevo Canton,M,15071
2013,Number,Sarajevo Canton,M,14849
2014,Number,Sarajevo Canton,M,14645
2015,Number,Sarajevo Canton,M,14685
2016,Number,Sarajevo Canton,M,13488
2017,Number,Sarajevo Canton,M,12104
2018,Number,Sarajevo Canton,M,11451
2009,Number,Sarajevo Canton,F,19001
2010,Number,Sarajevo Canton,F,18295
2011,Number,Sarajevo Canton,F,18528
2012,Number,Sarajevo Canton,F,18839
2013,Number,Sarajevo Canton,F,19100
2014,Number,Sarajevo Canton,F,19424
2015,Number,Sarajevo Canton,F,19988
2016,Number,Sarajevo Canton,F,19111
2017,Number,Sarajevo Canton,F,17599
2018,Number,Sarajevo Canton,F,17391
