Year,UNIT_MEASURE,Sex,Age,Value
2016,Number,Both sexes,95-99,
2016,Number,Both sexes,100-104,
2016,Number,Both sexes,105-109,
2016,Number,Both sexes,110-114,
2016,Number,Both sexes,115-120,
2016,Number,Both sexes,Unknown,
2016,Number,Both sexes,Total,
2016,Number,Both sexes,0-14,
2016,Number,Both sexes,15-29,
2016,Number,Both sexes,15-49,
2016,Number,Both sexes,15-64,
2016,Number,Both sexes,65+,
2016,Number,Both sexes,75+,
2016,Number,Both sexes,85+,
2016,Number,Both sexes,100+,
2016,Number,M,0-4,
2016,Number,M,5-9,
2016,Number,M,10-14,
2016,Number,M,15-19,
2016,Number,M,20-24,
2016,Number,M,25-29,
2016,Number,M,30-34,
2016,Number,M,35-39,
2016,Number,M,40-44,
2016,Number,M,45-49,
2016,Number,M,50-54,
2016,Number,M,55-59,
2016,Number,M,60-64,
2016,Number,M,65-69,
2016,Number,M,70-74,
2016,Number,M,75-79,
2016,Number,M,80-84,
2016,Number,M,85-89,
2016,Number,M,90-94,
2016,Number,M,95-99,
2016,Number,M,100-104,
2016,Number,M,105-109,
2016,Number,M,110-114,
2016,Number,M,115-120,
2016,Number,M,Unknown,
2016,Number,M,Total,
2016,Number,M,0-14,
2016,Number,M,15-29,
2016,Number,M,15-49,
2016,Number,M,15-64,
2016,Number,M,65+,
2016,Number,M,75+,
2016,Number,M,85+,
2016,Number,M,100+,
2016,Number,F,0-4,
2016,Number,F,5-9,
2016,Number,F,10-14,
2016,Number,F,15-19,
2016,Number,F,20-24,
2016,Number,F,25-29,
2016,Number,F,30-34,
2016,Number,F,35-39,
2016,Number,F,40-44,
2016,Number,F,45-49,
2016,Number,F,50-54,
2016,Number,F,55-59,
2016,Number,F,60-64,
2016,Number,F,65-69,
2016,Number,F,70-74,
2016,Number,F,75-79,
2016,Number,F,80-84,
2016,Number,F,85-89,
2016,Number,F,90-94,
2016,Number,F,95-99,
2016,Number,F,100-104,
2016,Number,F,105-109,
2016,Number,F,110-114,
2016,Number,F,115-120,
2016,Number,F,Unknown,
2016,Number,F,Total,
2016,Number,F,0-14,
2016,Number,F,15-29,
2016,Number,F,15-49,
2016,Number,F,15-64,
2016,Number,F,65+,
2016,Number,F,75+,
2016,Number,F,85+,
2016,Number,F,100+,
2017,Number,Both sexes,0-4,
2017,Number,Both sexes,5-9,
2017,Number,Both sexes,10-14,
2017,Number,Both sexes,15-19,
2017,Number,Both sexes,20-24,
2017,Number,Both sexes,25-29,
2017,Number,Both sexes,30-34,
2017,Number,Both sexes,35-39,
2017,Number,Both sexes,40-44,
2017,Number,Both sexes,45-49,
2017,Number,Both sexes,50-54,
2017,Number,Both sexes,55-59,
2017,Number,Both sexes,60-64,
2017,Number,Both sexes,65-69,
2017,Number,Both sexes,70-74,
2017,Number,Both sexes,75-79,
2017,Number,Both sexes,80-84,
2017,Number,Both sexes,85-89,
2017,Number,Both sexes,90-94,
2017,Number,Both sexes,95-99,
2017,Number,Both sexes,100-104,
2017,Number,Both sexes,105-109,
2017,Number,Both sexes,110-114,
2017,Number,Both sexes,115-120,
2017,Number,Both sexes,Unknown,
2017,Number,Both sexes,Total,
2017,Number,Both sexes,0-14,
2017,Number,Both sexes,15-29,
2017,Number,Both sexes,15-49,
2017,Number,Both sexes,15-64,
2017,Number,Both sexes,65+,
2017,Number,Both sexes,75+,
2017,Number,Both sexes,85+,
2017,Number,Both sexes,100+,
2017,Number,M,0-4,
2017,Number,M,5-9,
2017,Number,M,10-14,
2017,Number,M,15-19,
2017,Number,M,20-24,
2017,Number,M,25-29,
2017,Number,M,30-34,
2017,Number,M,35-39,
2017,Number,M,40-44,
2017,Number,M,45-49,
2017,Number,M,50-54,
2017,Number,M,55-59,
2017,Number,M,60-64,
2017,Number,M,65-69,
2017,Number,M,70-74,
2017,Number,M,75-79,
2017,Number,M,80-84,
2017,Number,M,85-89,
2017,Number,M,90-94,
2017,Number,M,95-99,
2017,Number,M,100-104,
2017,Number,M,105-109,
2017,Number,M,110-114,
2017,Number,M,115-120,
2017,Number,M,Unknown,
2017,Number,M,Total,
2017,Number,M,0-14,
2017,Number,M,15-29,
2017,Number,M,15-49,
2017,Number,M,15-64,
2017,Number,M,65+,
2017,Number,M,75+,
2017,Number,M,85+,
2017,Number,M,100+,
2017,Number,F,0-4,
2017,Number,F,5-9,
2017,Number,F,10-14,
2017,Number,F,15-19,
2017,Number,F,20-24,
2017,Number,F,25-29,
2017,Number,F,30-34,
2017,Number,F,35-39,
2017,Number,F,40-44,
2017,Number,F,45-49,
2017,Number,F,50-54,
2017,Number,F,55-59,
2017,Number,F,60-64,
2017,Number,F,65-69,
2017,Number,F,70-74,
2017,Number,F,75-79,
2017,Number,F,80-84,
2017,Number,F,85-89,
2017,Number,F,90-94,
2017,Number,F,95-99,
2017,Number,F,100-104,
2017,Number,F,105-109,
2017,Number,F,110-114,
2017,Number,F,115-120,
2017,Number,F,Unknown,
2017,Number,F,Total,
2017,Number,F,0-14,
2017,Number,F,15-29,
2017,Number,F,15-49,
2017,Number,F,15-64,
2017,Number,F,65+,
2017,Number,F,75+,
2017,Number,F,85+,
2017,Number,F,100+,
2018,Number,Both sexes,0-4,
2018,Number,Both sexes,5-9,
2018,Number,Both sexes,10-14,
2018,Number,Both sexes,15-19,
2018,Number,Both sexes,20-24,
2018,Number,Both sexes,25-29,
2018,Number,Both sexes,30-34,
2018,Number,Both sexes,35-39,
2018,Number,Both sexes,40-44,
2018,Number,Both sexes,45-49,
2018,Number,Both sexes,50-54,
2018,Number,Both sexes,55-59,
2018,Number,Both sexes,60-64,
2018,Number,Both sexes,65-69,
2018,Number,Both sexes,70-74,
2018,Number,Both sexes,75-79,
2018,Number,Both sexes,80-84,
2018,Number,Both sexes,85-89,
2018,Number,Both sexes,90-94,
2018,Number,Both sexes,95-99,
2018,Number,Both sexes,100-104,
2018,Number,Both sexes,105-109,
2018,Number,Both sexes,110-114,
2018,Number,Both sexes,115-120,
2018,Number,Both sexes,Unknown,
2018,Number,Both sexes,Total,
2018,Number,Both sexes,0-14,
2018,Number,Both sexes,15-29,
2018,Number,Both sexes,15-49,
2018,Number,Both sexes,15-64,
2018,Number,Both sexes,65+,
2018,Number,Both sexes,75+,
2018,Number,Both sexes,85+,
2018,Number,Both sexes,100+,
2018,Number,M,0-4,
2018,Number,M,5-9,
2018,Number,M,10-14,
2018,Number,M,15-19,
2018,Number,M,20-24,
2018,Number,M,25-29,
2018,Number,M,30-34,
2018,Number,M,35-39,
2018,Number,M,40-44,
2018,Number,M,45-49,
2018,Number,M,50-54,
2018,Number,M,55-59,
2018,Number,M,60-64,
2018,Number,M,65-69,
2018,Number,M,70-74,
2018,Number,M,75-79,
2018,Number,M,80-84,
2018,Number,M,85-89,
2018,Number,M,90-94,
2018,Number,M,95-99,
2018,Number,M,100-104,
2018,Number,M,105-109,
2018,Number,M,110-114,
2018,Number,M,115-120,
2018,Number,M,Unknown,
2018,Number,M,Total,
2018,Number,M,0-14,
2018,Number,M,15-29,
2018,Number,M,15-49,
2018,Number,M,15-64,
2018,Number,M,65+,
2018,Number,M,75+,
2018,Number,M,85+,
2018,Number,M,100+,
2018,Number,F,0-4,
2018,Number,F,5-9,
2018,Number,F,10-14,
2018,Number,F,15-19,
2018,Number,F,20-24,
2018,Number,F,25-29,
2018,Number,F,30-34,
2018,Number,F,35-39,
2018,Number,F,40-44,
2018,Number,F,45-49,
2018,Number,F,50-54,
2018,Number,F,55-59,
2018,Number,F,60-64,
2018,Number,F,65-69,
2018,Number,F,70-74,
2018,Number,F,75-79,
2018,Number,F,80-84,
2018,Number,F,85-89,
2018,Number,F,90-94,
2018,Number,F,95-99,
2018,Number,F,100-104,
2018,Number,F,105-109,
2018,Number,F,110-114,
2018,Number,F,115-120,
2018,Number,F,Unknown,
2018,Number,F,Total,
2018,Number,F,0-14,
2018,Number,F,15-29,
2018,Number,F,15-49,
2018,Number,F,15-64,
2018,Number,F,65+,
2018,Number,F,75+,
2018,Number,F,85+,
2018,Number,F,100+,
2019,Number,Both sexes,0-4,
2019,Number,Both sexes,5-9,
2019,Number,Both sexes,10-14,
2019,Number,Both sexes,15-19,
2019,Number,Both sexes,20-24,
2019,Number,Both sexes,25-29,
2019,Number,Both sexes,30-34,
2019,Number,Both sexes,35-39,
2019,Number,Both sexes,40-44,
2019,Number,Both sexes,45-49,
2019,Number,Both sexes,50-54,
2019,Number,Both sexes,55-59,
2019,Number,Both sexes,60-64,
2019,Number,Both sexes,65-69,
2019,Number,Both sexes,70-74,
2019,Number,Both sexes,75-79,
2019,Number,Both sexes,80-84,
2019,Number,Both sexes,85-89,
2019,Number,Both sexes,90-94,
2019,Number,Both sexes,95-99,
2019,Number,Both sexes,100-104,
2019,Number,Both sexes,105-109,
2019,Number,Both sexes,110-114,
2019,Number,Both sexes,115-120,
2019,Number,Both sexes,Unknown,
2019,Number,Both sexes,Total,
2019,Number,Both sexes,0-14,
2019,Number,Both sexes,15-29,
2019,Number,Both sexes,15-49,
2019,Number,Both sexes,15-64,
2019,Number,Both sexes,65+,
2019,Number,Both sexes,75+,
2019,Number,Both sexes,85+,
2019,Number,Both sexes,100+,
2019,Number,M,0-4,
2019,Number,M,5-9,
2019,Number,M,10-14,
2019,Number,M,15-19,
2019,Number,M,20-24,
2019,Number,M,25-29,
2019,Number,M,30-34,
2019,Number,M,35-39,
2019,Number,M,40-44,
2019,Number,M,45-49,
2019,Number,M,50-54,
2019,Number,M,55-59,
2019,Number,M,60-64,
2019,Number,M,65-69,
2019,Number,M,70-74,
2019,Number,M,75-79,
2019,Number,M,80-84,
2019,Number,M,85-89,
2019,Number,M,90-94,
2019,Number,M,95-99,
2019,Number,M,100-104,
2019,Number,M,105-109,
2019,Number,M,110-114,
2019,Number,M,115-120,
2019,Number,M,Unknown,
2019,Number,M,Total,
2019,Number,M,0-14,
2019,Number,M,15-29,
2019,Number,M,15-49,
2019,Number,M,15-64,
2019,Number,M,65+,
2019,Number,M,75+,
2019,Number,M,85+,
2019,Number,M,100+,
2019,Number,F,0-4,
2019,Number,F,5-9,
2019,Number,F,10-14,
2019,Number,F,15-19,
2019,Number,F,20-24,
2019,Number,F,25-29,
2019,Number,F,30-34,
2019,Number,F,35-39,
2019,Number,F,40-44,
2019,Number,F,45-49,
2019,Number,F,50-54,
2019,Number,F,55-59,
2019,Number,F,60-64,
2019,Number,F,65-69,
2019,Number,F,70-74,
2019,Number,F,75-79,
2019,Number,F,80-84,
2019,Number,F,85-89,
2019,Number,F,90-94,
2019,Number,F,95-99,
2019,Number,F,100-104,
2019,Number,F,105-109,
2019,Number,F,110-114,
2019,Number,F,115-120,
2019,Number,F,Unknown,
2019,Number,F,Total,
2019,Number,F,0-14,
2019,Number,F,15-29,
2019,Number,F,15-49,
2019,Number,F,15-64,
2019,Number,F,65+,
2019,Number,F,75+,
2019,Number,F,85+,
2019,Number,F,100+,
2020,Number,Both sexes,0-4,
2020,Number,Both sexes,5-9,
2020,Number,Both sexes,10-14,
2020,Number,Both sexes,15-19,
2020,Number,Both sexes,20-24,
2020,Number,Both sexes,25-29,
2020,Number,Both sexes,30-34,
2020,Number,Both sexes,35-39,
2020,Number,Both sexes,40-44,
2020,Number,Both sexes,45-49,
2020,Number,Both sexes,50-54,
2020,Number,Both sexes,55-59,
2020,Number,Both sexes,60-64,
2020,Number,Both sexes,65-69,
2020,Number,Both sexes,70-74,
2020,Number,Both sexes,75-79,
2020,Number,Both sexes,80-84,
2020,Number,Both sexes,85-89,
2020,Number,Both sexes,90-94,
2020,Number,Both sexes,95-99,
2020,Number,Both sexes,100-104,
2020,Number,Both sexes,105-109,
2020,Number,Both sexes,110-114,
2020,Number,Both sexes,115-120,
2020,Number,Both sexes,Unknown,
2020,Number,Both sexes,Total,
2020,Number,Both sexes,0-14,
2020,Number,Both sexes,15-29,
2020,Number,Both sexes,15-49,
2020,Number,Both sexes,15-64,
2020,Number,Both sexes,65+,
2020,Number,Both sexes,75+,
2020,Number,Both sexes,85+,
2020,Number,Both sexes,100+,
2020,Number,M,0-4,
2020,Number,M,5-9,
2020,Number,M,10-14,
2020,Number,M,15-19,
2020,Number,M,20-24,
2020,Number,M,25-29,
2020,Number,M,30-34,
2020,Number,M,35-39,
2020,Number,M,40-44,
2020,Number,M,45-49,
2020,Number,M,50-54,
2020,Number,M,55-59,
2020,Number,M,60-64,
2020,Number,M,65-69,
2020,Number,M,70-74,
2020,Number,M,75-79,
2020,Number,M,80-84,
2020,Number,M,85-89,
2020,Number,M,90-94,
2020,Number,M,95-99,
2020,Number,M,100-104,
2020,Number,M,105-109,
2020,Number,M,110-114,
2020,Number,M,115-120,
2020,Number,M,Unknown,
2020,Number,M,Total,
2020,Number,M,0-14,
2020,Number,M,15-29,
2020,Number,M,15-49,
2020,Number,M,15-64,
2020,Number,M,65+,
2020,Number,M,75+,
2020,Number,M,85+,
2020,Number,M,100+,
2020,Number,F,0-4,
2020,Number,F,5-9,
2020,Number,F,10-14,
2020,Number,F,15-19,
2020,Number,F,20-24,
2020,Number,F,25-29,
2020,Number,F,30-34,
2020,Number,F,35-39,
2020,Number,F,40-44,
2020,Number,F,45-49,
2020,Number,F,50-54,
2020,Number,F,55-59,
2020,Number,F,60-64,
2020,Number,F,65-69,
2020,Number,F,70-74,
2020,Number,F,75-79,
2020,Number,F,80-84,
2020,Number,F,85-89,
2020,Number,F,90-94,
2020,Number,F,95-99,
2020,Number,F,100-104,
2020,Number,F,105-109,
2020,Number,F,110-114,
2020,Number,F,115-120,
2020,Number,F,Unknown,
2020,Number,F,Total,
2020,Number,F,0-14,
2020,Number,F,15-29,
2020,Number,F,15-49,
2020,Number,F,15-64,
2020,Number,F,65+,
2020,Number,F,75+,
2020,Number,F,85+,
2020,Number,F,100+,
