Year,UNIT_MEASURE,Administrative Area,Sex,Value
2018,Number,Zenica-Doboj Canton,F,330.0
2019,Number,Zenica-Doboj Canton,F,324.0
2020,Number,Zenica-Doboj Canton,F,321.0
2021,Number,Zenica-Doboj Canton,F,287.0
2022,Number,Zenica-Doboj Canton,F,301.0
2023,Number,Zenica-Doboj Canton,F,301.0
2017,Number,Bosnian-Podrinje Canton,Both sexes,5.0
2018,Number,Bosnian-Podrinje Canton,Both sexes,15.0
2019,Number,Bosnian-Podrinje Canton,Both sexes,3.0
2020,Number,Bosnian-Podrinje Canton,Both sexes,11.0
2021,Number,Bosnian-Podrinje Canton,Both sexes,33.0
2022,Number,Bosnian-Podrinje Canton,Both sexes,6.0
2023,Number,Bosnian-Podrinje Canton,Both sexes,0.0
2017,Number,Bosnian-Podrinje Canton,M,4.0
2018,Number,Bosnian-Podrinje Canton,M,3.0
2019,Number,Bosnian-Podrinje Canton,M,3.0
2020,Number,Bosnian-Podrinje Canton,M,7.0
2021,Number,Bosnian-Podrinje Canton,M,10.0
2022,Number,Bosnian-Podrinje Canton,M,2.0
2023,Number,Bosnian-Podrinje Canton,M,0.0
2017,Number,Bosnian-Podrinje Canton,F,1.0
2018,Number,Bosnian-Podrinje Canton,F,12.0
2020,Number,Bosnian-Podrinje Canton,F,4.0
2021,Number,Bosnian-Podrinje Canton,F,23.0
2022,Number,Bosnian-Podrinje Canton,F,4.0
2023,Number,Bosnian-Podrinje Canton,M,0.0
2011,Number,Central Bosnia Canton,Both sexes,135.0
2012,Number,Central Bosnia Canton,Both sexes,472.0
2013,Number,Central Bosnia Canton,Both sexes,910.0
2014,Number,Central Bosnia Canton,Both sexes,867.0
2015,Number,Central Bosnia Canton,Both sexes,1044.0
2016,Number,Central Bosnia Canton,Both sexes,1188.0
2017,Number,Central Bosnia Canton,Both sexes,1479.0
2018,Number,Central Bosnia Canton,Both sexes,1244.0
2019,Number,Central Bosnia Canton,Both sexes,1482.0
2020,Number,Central Bosnia Canton,Both sexes,1461.0
2021,Number,Central Bosnia Canton,Both sexes,1390.0
2022,Number,Central Bosnia Canton,Both sexes,1546.0
2023,Number,Central Bosnia Canton,Both sexes,1115.0
2011,Number,Central Bosnia Canton,M,64.0
2012,Number,Central Bosnia Canton,M,279.0
2013,Number,Central Bosnia Canton,M,478.0
2014,Number,Central Bosnia Canton,M,484.0
2015,Number,Central Bosnia Canton,M,547.0
2016,Number,Central Bosnia Canton,M,732.0
2017,Number,Central Bosnia Canton,M,932.0
2018,Number,Central Bosnia Canton,M,769.0
2019,Number,Central Bosnia Canton,M,925.0
2020,Number,Central Bosnia Canton,M,842.0
2021,Number,Central Bosnia Canton,M,801.0
2022,Number,Central Bosnia Canton,M,835.0
2023,Number,Central Bosnia Canton,M,608.0
2011,Number,Central Bosnia Canton,F,71.0
2012,Number,Central Bosnia Canton,F,193.0
2013,Number,Central Bosnia Canton,F,432.0
2014,Number,Central Bosnia Canton,F,383.0
2015,Number,Central Bosnia Canton,F,497.0
2016,Number,Central Bosnia Canton,F,456.0
2017,Number,Central Bosnia Canton,F,547.0
2018,Number,Central Bosnia Canton,F,475.0
2019,Number,Central Bosnia Canton,F,557.0
2020,Number,Central Bosnia Canton,F,619.0
2021,Number,Central Bosnia Canton,F,589.0
2022,Number,Central Bosnia Canton,F,711.0
2023,Number,Central Bosnia Canton,F,507.0
2010,Number,Herzegovina-Neretva Canton,Both sexes,2138.0
2011,Number,Herzegovina-Neretva Canton,Both sexes,2421.0
2012,Number,Herzegovina-Neretva Canton,Both sexes,2422.0
2013,Number,Herzegovina-Neretva Canton,Both sexes,2952.0
2014,Number,Herzegovina-Neretva Canton,Both sexes,3088.0
2015,Number,Herzegovina-Neretva Canton,Both sexes,2767.0
2016,Number,Herzegovina-Neretva Canton,Both sexes,2774.0
2017,Number,Herzegovina-Neretva Canton,Both sexes,2918.0
2018,Number,Herzegovina-Neretva Canton,Both sexes,2622.0
2019,Number,Herzegovina-Neretva Canton,Both sexes,3082.0
2020,Number,Herzegovina-Neretva Canton,Both sexes,2612.0
2021,Number,Herzegovina-Neretva Canton,Both sexes,2867.0
2022,Number,Herzegovina-Neretva Canton,Both sexes,2242.0
2023,Number,Herzegovina-Neretva Canton,Both sexes,2234.0
2010,Number,Herzegovina-Neretva Canton,M,719.0
2011,Number,Herzegovina-Neretva Canton,M,823.0
2012,Number,Herzegovina-Neretva Canton,M,815.0
2013,Number,Herzegovina-Neretva Canton,M,873.0
2014,Number,Herzegovina-Neretva Canton,M,982.0
2015,Number,Herzegovina-Neretva Canton,M,929.0
2016,Number,Herzegovina-Neretva Canton,M,935.0
2017,Number,Herzegovina-Neretva Canton,M,910.0
2018,Number,Herzegovina-Neretva Canton,M,879.0
2019,Number,Herzegovina-Neretva Canton,M,1024.0
2020,Number,Herzegovina-Neretva Canton,M,783.0
2021,Number,Herzegovina-Neretva Canton,M,903.0
2022,Number,Herzegovina-Neretva Canton,M,739.0
2023,Number,Herzegovina-Neretva Canton,M,678.0
2010,Number,Herzegovina-Neretva Canton,F,1419.0
2011,Number,Herzegovina-Neretva Canton,F,1598.0
2012,Number,Herzegovina-Neretva Canton,F,1607.0
2013,Number,Herzegovina-Neretva Canton,F,2079.0
2014,Number,Herzegovina-Neretva Canton,F,2106.0
2015,Number,Herzegovina-Neretva Canton,F,1838.0
2016,Number,Herzegovina-Neretva Canton,F,1839.0
2017,Number,Herzegovina-Neretva Canton,F,2008.0
2018,Number,Herzegovina-Neretva Canton,F,1743.0
2019,Number,Herzegovina-Neretva Canton,F,2058.0
2020,Number,Herzegovina-Neretva Canton,F,1829.0
2021,Number,Herzegovina-Neretva Canton,F,1964.0
2022,Number,Herzegovina-Neretva Canton,F,1503.0
2023,Number,Herzegovina-Neretva Canton,F,1556.0
2010,Number,West Herzegovina Canton,Both sexes,19.0
2011,Number,West Herzegovina Canton,Both sexes,13.0
2012,Number,West Herzegovina Canton,Both sexes,19.0
2013,Number,West Herzegovina Canton,Both sexes,17.0
2014,Number,West Herzegovina Canton,Both sexes,9.0
2015,Number,West Herzegovina Canton,Both sexes,16.0
2016,Number,West Herzegovina Canton,Both sexes,15.0
2017,Number,West Herzegovina Canton,Both sexes,25.0
2018,Number,West Herzegovina Canton,Both sexes,16.0
2019,Number,West Herzegovina Canton,Both sexes,6.0
2020,Number,West Herzegovina Canton,Both sexes,17.0
2021,Number,West Herzegovina Canton,Both sexes,31.0
2022,Number,West Herzegovina Canton,Both sexes,27.0
2023,Number,West Herzegovina Canton,Both sexes,
2010,Number,West Herzegovina Canton,M,6.0
2011,Number,West Herzegovina Canton,M,6.0
2012,Number,West Herzegovina Canton,M,8.0
2013,Number,West Herzegovina Canton,M,8.0
2014,Number,West Herzegovina Canton,M,4.0
2015,Number,West Herzegovina Canton,M,5.0
2016,Number,West Herzegovina Canton,M,7.0
2017,Number,West Herzegovina Canton,M,6.0
2018,Number,West Herzegovina Canton,M,6.0
2019,Number,West Herzegovina Canton,M,2.0
2020,Number,West Herzegovina Canton,M,7.0
2021,Number,West Herzegovina Canton,M,10.0
2022,Number,West Herzegovina Canton,M,7.0
2023,Number,West Herzegovina Canton,M,
2010,Number,West Herzegovina Canton,F,13.0
2011,Number,West Herzegovina Canton,F,7.0
2012,Number,West Herzegovina Canton,F,11.0
2013,Number,West Herzegovina Canton,F,9.0
2014,Number,West Herzegovina Canton,F,5.0
2015,Number,West Herzegovina Canton,F,11.0
2016,Number,West Herzegovina Canton,F,8.0
2017,Number,West Herzegovina Canton,F,19.0
2018,Number,West Herzegovina Canton,F,10.0
2019,Number,West Herzegovina Canton,F,4.0
2020,Number,West Herzegovina Canton,F,10.0
2021,Number,West Herzegovina Canton,F,21.0
2022,Number,West Herzegovina Canton,F,20.0
2023,Number,West Herzegovina Canton,F,0.0
2010,Number,Sarajevo Canton,Both sexes,5026.0
2011,Number,Sarajevo Canton,Both sexes,5158.0
2012,Number,Sarajevo Canton,Both sexes,5891.0
2013,Number,Sarajevo Canton,Both sexes,6109.0
2014,Number,Sarajevo Canton,Both sexes,5322.0
2015,Number,Sarajevo Canton,Both sexes,5151.0
2016,Number,Sarajevo Canton,Both sexes,5551.0
2017,Number,Sarajevo Canton,Both sexes,5018.0
2018,Number,Sarajevo Canton,Both sexes,5215.0
2019,Number,Sarajevo Canton,Both sexes,5144.0
2020,Number,Sarajevo Canton,Both sexes,5153.0
2021,Number,Sarajevo Canton,Both sexes,4985.0
2022,Number,Sarajevo Canton,Both sexes,4495.0
2023,Number,Sarajevo Canton,Both sexes,4123.0
2010,Number,Sarajevo Canton,M,2018.0
2011,Number,Sarajevo Canton,M,2180.0
2012,Number,Sarajevo Canton,M,2340.0
2013,Number,Sarajevo Canton,M,2531.0
2014,Number,Sarajevo Canton,M,2183.0
2015,Number,Sarajevo Canton,M,2130.0
2016,Number,Sarajevo Canton,M,2085.0
2017,Number,Sarajevo Canton,M,1937.0
2018,Number,Sarajevo Canton,M,2011.0
2019,Number,Sarajevo Canton,M,1924.0
2020,Number,Sarajevo Canton,M,2015.0
2021,Number,Sarajevo Canton,M,1757.0
2022,Number,Sarajevo Canton,M,1503.0
2023,Number,Sarajevo Canton,M,1425.0
2010,Number,Sarajevo Canton,F,3008.0
2011,Number,Sarajevo Canton,F,2978.0
2012,Number,Sarajevo Canton,F,3551.0
2013,Number,Sarajevo Canton,F,3578.0
2014,Number,Sarajevo Canton,F,3139.0
2015,Number,Sarajevo Canton,F,3021.0
2016,Number,Sarajevo Canton,F,3466.0
2017,Number,Sarajevo Canton,F,3081.0
2018,Number,Sarajevo Canton,F,3204.0
2019,Number,Sarajevo Canton,F,3220.0
2020,Number,Sarajevo Canton,F,3138.0
2021,Number,Sarajevo Canton,F,3228.0
2022,Number,Sarajevo Canton,F,2992.0
2023,Number,Sarajevo Canton,F,2698.0
