Year,UNIT_MEASURE,Administrativna oblast,Spol,Value
2011,Broj,Kanton 10,Ž,60
2012,Broj,Federacija Bosne i Hercegovine,Oba spola,1450
2012,Broj,Unsko-sanski kanton,Oba spola,163
2012,Broj,Posavski kanton,Oba spola,21
2012,Broj,Tuzlanski kanton,Oba spola,258
2012,Broj,Zeničko-dobojski kanton,Oba spola,177
2012,Broj,Bosansko-podrinjski kanton,Oba spola,36
2012,Broj,Srednjobosanski kanton,Oba spola,97
2012,Broj,Hercegovačko-neretvanski kanton,Oba spola,186
2012,Broj,Zapadno-hercegovački kanton,Oba spola,92
2012,Broj,Kanton Sarajevo,Oba spola,356
2012,Broj,Kanton 10,Oba spola,64
2012,Broj,Federacija Bosne i Hercegovine,M,85
2012,Broj,Unsko-sanski kanton,M,11
2012,Broj,Posavski kanton,M,1
2012,Broj,Tuzlanski kanton,M,30
2012,Broj,Zeničko-dobojski kanton,M,9
2012,Broj,Bosansko-podrinjski kanton,M,4
2012,Broj,Srednjobosanski kanton,M,6
2012,Broj,Hercegovačko-neretvanski kanton,M,4
2012,Broj,Zapadno-hercegovački kanton,M,3
2012,Broj,Kanton Sarajevo,M,15
2012,Broj,Kanton 10,M,2
2012,Broj,Federacija Bosne i Hercegovine,Ž,1365
2012,Broj,Unsko-sanski kanton,Ž,152
2012,Broj,Posavski kanton,Ž,20
2012,Broj,Tuzlanski kanton,Ž,228
2012,Broj,Zeničko-dobojski kanton,Ž,168
2012,Broj,Bosansko-podrinjski kanton,Ž,32
2012,Broj,Srednjobosanski kanton,Ž,91
2012,Broj,Hercegovačko-neretvanski kanton,Ž,182
2012,Broj,Zapadno-hercegovački kanton,Ž,89
2012,Broj,Kanton Sarajevo,Ž,341
2012,Broj,Kanton 10,Ž,62
2013,Broj,Federacija Bosne i Hercegovine,Oba spola,1537
2013,Broj,Unsko-sanski kanton,Oba spola,185
2013,Broj,Posavski kanton,Oba spola,22
2013,Broj,Tuzlanski kanton,Oba spola,225
2013,Broj,Zeničko-dobojski kanton,Oba spola,214
2013,Broj,Bosansko-podrinjski kanton,Oba spola,31
2013,Broj,Srednjobosanski kanton,Oba spola,82
2013,Broj,Hercegovačko-neretvanski kanton,Oba spola,187
2013,Broj,Zapadno-hercegovački kanton,Oba spola,90
2013,Broj,Kanton Sarajevo,Oba spola,447
2013,Broj,Kanton 10,Oba spola,54
2013,Broj,Federacija Bosne i Hercegovine,M,95
2013,Broj,Unsko-sanski kanton,M,16
2013,Broj,Posavski kanton,M,1
2013,Broj,Tuzlanski kanton,M,26
2013,Broj,Zeničko-dobojski kanton,M,11
2013,Broj,Bosansko-podrinjski kanton,M,4
2013,Broj,Srednjobosanski kanton,M,5
2013,Broj,Hercegovačko-neretvanski kanton,M,6
2013,Broj,Zapadno-hercegovački kanton,M,2
2013,Broj,Kanton Sarajevo,M,21
2013,Broj,Kanton 10,M,3
2013,Broj,Federacija Bosne i Hercegovine,Ž,1442
2013,Broj,Unsko-sanski kanton,Ž,169
2013,Broj,Posavski kanton,Ž,21
2013,Broj,Tuzlanski kanton,Ž,199
2013,Broj,Zeničko-dobojski kanton,Ž,203
2013,Broj,Bosansko-podrinjski kanton,Ž,27
2013,Broj,Srednjobosanski kanton,Ž,77
2013,Broj,Hercegovačko-neretvanski kanton,Ž,181
2013,Broj,Zapadno-hercegovački kanton,Ž,88
2013,Broj,Kanton Sarajevo,Ž,426
2013,Broj,Kanton 10,Ž,51
2014,Broj,Federacija Bosne i Hercegovine,Oba spola,1692
2014,Broj,Unsko-sanski kanton,Oba spola,190
2014,Broj,Posavski kanton,Oba spola,23
2014,Broj,Tuzlanski kanton,Oba spola,211
2014,Broj,Zeničko-dobojski kanton,Oba spola,225
2014,Broj,Bosansko-podrinjski kanton,Oba spola,29
2014,Broj,Srednjobosanski kanton,Oba spola,127
2014,Broj,Hercegovačko-neretvanski kanton,Oba spola,220
2014,Broj,Zapadno-hercegovački kanton,Oba spola,99
2014,Broj,Kanton Sarajevo,Oba spola,517
2014,Broj,Kanton 10,Oba spola,51
2014,Broj,Federacija Bosne i Hercegovine,M,117
2014,Broj,Unsko-sanski kanton,M,16
2014,Broj,Posavski kanton,M,2
2014,Broj,Tuzlanski kanton,M,24
2014,Broj,Zeničko-dobojski kanton,M,18
2014,Broj,Bosansko-podrinjski kanton,M,4
2014,Broj,Srednjobosanski kanton,M,7
2014,Broj,Hercegovačko-neretvanski kanton,M,8
2014,Broj,Zapadno-hercegovački kanton,M,3
2014,Broj,Kanton Sarajevo,M,31
2014,Broj,Kanton 10,M,4
2014,Broj,Federacija Bosne i Hercegovine,Ž,1575
2014,Broj,Unsko-sanski kanton,Ž,174
2014,Broj,Posavski kanton,Ž,21
2014,Broj,Tuzlanski kanton,Ž,187
2014,Broj,Zeničko-dobojski kanton,Ž,207
2014,Broj,Bosansko-podrinjski kanton,Ž,25
2014,Broj,Srednjobosanski kanton,Ž,120
2014,Broj,Hercegovačko-neretvanski kanton,Ž,212
2014,Broj,Zapadno-hercegovački kanton,Ž,96
2014,Broj,Kanton Sarajevo,Ž,486
2014,Broj,Kanton 10,Ž,47
2015,Broj,Federacija Bosne i Hercegovine,Oba spola,1781
2015,Broj,Unsko-sanski kanton,Oba spola,195
2015,Broj,Posavski kanton,Oba spola,24
2015,Broj,Tuzlanski kanton,Oba spola,242
2015,Broj,Zeničko-dobojski kanton,Oba spola,244
2015,Broj,Bosansko-podrinjski kanton,Oba spola,28
2015,Broj,Srednjobosanski kanton,Oba spola,128
2015,Broj,Hercegovačko-neretvanski kanton,Oba spola,252
2015,Broj,Zapadno-hercegovački kanton,Oba spola,98
2015,Broj,Kanton Sarajevo,Oba spola,518
2015,Broj,Kanton 10,Oba spola,52
2015,Broj,Federacija Bosne i Hercegovine,M,113
2015,Broj,Unsko-sanski kanton,M,18
2015,Broj,Posavski kanton,M,2
2015,Broj,Tuzlanski kanton,M,24
2015,Broj,Zeničko-dobojski kanton,M,13
2015,Broj,Bosansko-podrinjski kanton,M,3
2015,Broj,Srednjobosanski kanton,M,7
2015,Broj,Hercegovačko-neretvanski kanton,M,11
2015,Broj,Zapadno-hercegovački kanton,M,3
2015,Broj,Kanton Sarajevo,M,28
2015,Broj,Kanton 10,M,4
2015,Broj,Federacija Bosne i Hercegovine,Ž,1668
2015,Broj,Unsko-sanski kanton,Ž,177
2015,Broj,Posavski kanton,Ž,22
2015,Broj,Tuzlanski kanton,Ž,218
2015,Broj,Zeničko-dobojski kanton,Ž,231
2015,Broj,Bosansko-podrinjski kanton,Ž,25
2015,Broj,Srednjobosanski kanton,Ž,121
2015,Broj,Hercegovačko-neretvanski kanton,Ž,241
2015,Broj,Zapadno-hercegovački kanton,Ž,95
2015,Broj,Kanton Sarajevo,Ž,490
2015,Broj,Kanton 10,Ž,48
2016,Broj,Federacija Bosne i Hercegovine,Oba spola,1895
2016,Broj,Unsko-sanski kanton,Oba spola,198
2016,Broj,Posavski kanton,Oba spola,26
2016,Broj,Tuzlanski kanton,Oba spola,278
2016,Broj,Zeničko-dobojski kanton,Oba spola,258
2016,Broj,Bosansko-podrinjski kanton,Oba spola,31
2016,Broj,Srednjobosanski kanton,Oba spola,125
2016,Broj,Hercegovačko-neretvanski kanton,Oba spola,263
2016,Broj,Zapadno-hercegovački kanton,Oba spola,109
2016,Broj,Kanton Sarajevo,Oba spola,553
2016,Broj,Kanton 10,Oba spola,54
2016,Broj,Federacija Bosne i Hercegovine,M,117
2016,Broj,Unsko-sanski kanton,M,19
2016,Broj,Posavski kanton,M,2
2016,Broj,Tuzlanski kanton,M,29
2016,Broj,Zeničko-dobojski kanton,M,11
2016,Broj,Bosansko-podrinjski kanton,M,4
2016,Broj,Srednjobosanski kanton,M,6
2016,Broj,Hercegovačko-neretvanski kanton,M,10
2016,Broj,Zapadno-hercegovački kanton,M,3
2016,Broj,Kanton Sarajevo,M,30
2016,Broj,Kanton 10,M,3
2016,Broj,Federacija Bosne i Hercegovine,Ž,1778
2016,Broj,Unsko-sanski kanton,Ž,179
2016,Broj,Posavski kanton,Ž,24
2016,Broj,Tuzlanski kanton,Ž,249
2016,Broj,Zeničko-dobojski kanton,Ž,247
2016,Broj,Bosansko-podrinjski kanton,Ž,27
2016,Broj,Srednjobosanski kanton,Ž,119
2016,Broj,Hercegovačko-neretvanski kanton,Ž,253
2016,Broj,Zapadno-hercegovački kanton,Ž,106
2016,Broj,Kanton Sarajevo,Ž,523
2016,Broj,Kanton 10,Ž,51
2017,Broj,Federacija Bosne i Hercegovine,Oba spola,1992
2017,Broj,Unsko-sanski kanton,Oba spola,203
2017,Broj,Posavski kanton,Oba spola,28
2017,Broj,Tuzlanski kanton,Oba spola,304
2017,Broj,Zeničko-dobojski kanton,Oba spola,276
2017,Broj,Bosansko-podrinjski kanton,Oba spola,33
2017,Broj,Srednjobosanski kanton,Oba spola,130
2017,Broj,Hercegovačko-neretvanski kanton,Oba spola,280
2017,Broj,Zapadno-hercegovački kanton,Oba spola,110
2017,Broj,Kanton Sarajevo,Oba spola,564
2017,Broj,Kanton 10,Oba spola,64
2017,Broj,Federacija Bosne i Hercegovine,M,124
2017,Broj,Unsko-sanski kanton,M,16
2017,Broj,Posavski kanton,M,2
2017,Broj,Tuzlanski kanton,M,33
2017,Broj,Zeničko-dobojski kanton,M,15
2017,Broj,Bosansko-podrinjski kanton,M,5
2017,Broj,Srednjobosanski kanton,M,6
2017,Broj,Hercegovačko-neretvanski kanton,M,10
2017,Broj,Zapadno-hercegovački kanton,M,3
2017,Broj,Kanton Sarajevo,M,30
2017,Broj,Kanton 10,M,4
2017,Broj,Federacija Bosne i Hercegovine,Ž,1868
2017,Broj,Unsko-sanski kanton,Ž,187
2017,Broj,Posavski kanton,Ž,26
2017,Broj,Tuzlanski kanton,Ž,271
2017,Broj,Zeničko-dobojski kanton,Ž,261
2017,Broj,Bosansko-podrinjski kanton,Ž,28
2017,Broj,Srednjobosanski kanton,Ž,124
2017,Broj,Hercegovačko-neretvanski kanton,Ž,270
2017,Broj,Zapadno-hercegovački kanton,Ž,107
2017,Broj,Kanton Sarajevo,Ž,534
2017,Broj,Kanton 10,Ž,60
2018,Broj,Federacija Bosne i Hercegovine,Oba spola,2073
2018,Broj,Unsko-sanski kanton,Oba spola,212
2018,Broj,Posavski kanton,Oba spola,28
2018,Broj,Tuzlanski kanton,Oba spola,312
2018,Broj,Zeničko-dobojski kanton,Oba spola,288
2018,Broj,Bosansko-podrinjski kanton,Oba spola,37
2018,Broj,Srednjobosanski kanton,Oba spola,129
2018,Broj,Hercegovačko-neretvanski kanton,Oba spola,290
2018,Broj,Zapadno-hercegovački kanton,Oba spola,122
2018,Broj,Kanton Sarajevo,Oba spola,592
2018,Broj,Kanton 10,Oba spola,63
2018,Broj,Federacija Bosne i Hercegovine,M,122
2018,Broj,Unsko-sanski kanton,M,16
2018,Broj,Posavski kanton,M,2
2018,Broj,Tuzlanski kanton,M,29
2018,Broj,Zeničko-dobojski kanton,M,14
2018,Broj,Bosansko-podrinjski kanton,M,5
2018,Broj,Srednjobosanski kanton,M,7
2018,Broj,Hercegovačko-neretvanski kanton,M,9
2018,Broj,Zapadno-hercegovački kanton,M,4
2018,Broj,Kanton Sarajevo,M,32
2018,Broj,Kanton 10,M,4
2018,Broj,Federacija Bosne i Hercegovine,Ž,1951
2018,Broj,Unsko-sanski kanton,Ž,196
2018,Broj,Posavski kanton,Ž,26
2018,Broj,Tuzlanski kanton,Ž,283
2018,Broj,Zeničko-dobojski kanton,Ž,274
2018,Broj,Bosansko-podrinjski kanton,Ž,32
2018,Broj,Srednjobosanski kanton,Ž,122
2018,Broj,Hercegovačko-neretvanski kanton,Ž,281
2018,Broj,Zapadno-hercegovački kanton,Ž,118
2018,Broj,Kanton Sarajevo,Ž,560
2018,Broj,Kanton 10,Ž,59
