Year,UNIT_MEASURE,Općina,Spol,Vrsta poteškoće,Value
2013,Broj,Kiseljak,Oba spola,Odijevanje i održavanje osobne higijene,216
2013,Broj,Kladanj,Oba spola,Odijevanje i održavanje osobne higijene,115
2013,Broj,Ključ,Oba spola,Odijevanje i održavanje osobne higijene,136
2013,Broj,Konjic,Oba spola,Odijevanje i održavanje osobne higijene,252
2013,Broj,Kreševo,Oba spola,Odijevanje i održavanje osobne higijene,68
2013,Broj,Kupres-FBiH,Oba spola,Odijevanje i održavanje osobne higijene,81
2013,Broj,Livno,Oba spola,Odijevanje i održavanje osobne higijene,246
2013,Broj,Lukavac,Oba spola,Odijevanje i održavanje osobne higijene,674
2013,Broj,Ljubuški,Oba spola,Odijevanje i održavanje osobne higijene,263
2013,Broj,Maglaj,Oba spola,Odijevanje i održavanje osobne higijene,226
2013,Broj,Mostar,Oba spola,Odijevanje i održavanje osobne higijene,970
2013,Broj,Neum,Oba spola,Odijevanje i održavanje osobne higijene,28
2013,Broj,Sarajevo-Novi Grad,Oba spola,Odijevanje i održavanje osobne higijene,1361
2013,Broj,Novi Travnik,Oba spola,Odijevanje i održavanje osobne higijene,261
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,Odijevanje i održavanje osobne higijene,743
2013,Broj,Odžak,Oba spola,Odijevanje i održavanje osobne higijene,167
2013,Broj,Olovo,Oba spola,Odijevanje i održavanje osobne higijene,143
2013,Broj,Orašje,Oba spola,Odijevanje i održavanje osobne higijene,166
2013,Broj,Pale-FBiH,Oba spola,Odijevanje i održavanje osobne higijene,16
2013,Broj,Posušje,Oba spola,Odijevanje i održavanje osobne higijene,132
2013,Broj,Prozor,Oba spola,Odijevanje i održavanje osobne higijene,86
2013,Broj,Ravno,Oba spola,Odijevanje i održavanje osobne higijene,9
2013,Broj,Sanski Most,Oba spola,Odijevanje i održavanje osobne higijene,322
2013,Broj,Sapna,Oba spola,Odijevanje i održavanje osobne higijene,67
2013,Broj,Srebrenik,Oba spola,Odijevanje i održavanje osobne higijene,496
2013,Broj,Sarajevo-Stari Grad,Oba spola,Odijevanje i održavanje osobne higijene,460
2013,Broj,Stolac,Oba spola,Odijevanje i održavanje osobne higijene,221
2013,Broj,Široki Brijeg,Oba spola,Odijevanje i održavanje osobne higijene,188
2013,Broj,Teočak,Oba spola,Odijevanje i održavanje osobne higijene,63
2013,Broj,Tešanj,Oba spola,Odijevanje i održavanje osobne higijene,465
2013,Broj,Tomislavgrad,Oba spola,Odijevanje i održavanje osobne higijene,164
2013,Broj,Travnik,Oba spola,Odijevanje i održavanje osobne higijene,594
2013,Broj,Trnovo-FBiH,Oba spola,Odijevanje i održavanje osobne higijene,22
2013,Broj,Tuzla,Oba spola,Odijevanje i održavanje osobne higijene,1716
2013,Broj,Usora,Oba spola,Odijevanje i održavanje osobne higijene,53
2013,Broj,Vareš,Oba spola,Odijevanje i održavanje osobne higijene,160
2013,Broj,Velika Kladuša,Oba spola,Odijevanje i održavanje osobne higijene,423
2013,Broj,Visoko,Oba spola,Odijevanje i održavanje osobne higijene,432
2013,Broj,Vitez,Oba spola,Odijevanje i održavanje osobne higijene,275
2013,Broj,Sarajevo-Vogošća,Oba spola,Odijevanje i održavanje osobne higijene,326
2013,Broj,Zavidovići,Oba spola,Odijevanje i održavanje osobne higijene,420
2013,Broj,Zenica,Oba spola,Odijevanje i održavanje osobne higijene,1202
2013,Broj,Žepče,Oba spola,Odijevanje i održavanje osobne higijene,232
2013,Broj,Živinice,Oba spola,Odijevanje i održavanje osobne higijene,725
2013,Broj,Banovići,M,Odijevanje i održavanje osobne higijene,81
2013,Broj,Bihać,M,Odijevanje i održavanje osobne higijene,301
2013,Broj,Bosanska Krupa,M,Odijevanje i održavanje osobne higijene,147
2013,Broj,Bosanski Petrovac,M,Odijevanje i održavanje osobne higijene,57
2013,Broj,Bosansko Grahovo,M,Odijevanje i održavanje osobne higijene,14
2013,Broj,Breza,M,Odijevanje i održavanje osobne higijene,73
2013,Broj,Bugojno,M,Odijevanje i održavanje osobne higijene,178
2013,Broj,Busovača,M,Odijevanje i održavanje osobne higijene,68
2013,Broj,Bužim,M,Odijevanje i održavanje osobne higijene,103
2013,Broj,Cazin,M,Odijevanje i održavanje osobne higijene,292
2013,Broj,Sarajevo-Centar,M,Odijevanje i održavanje osobne higijene,227
2013,Broj,Čapljina,M,Odijevanje i održavanje osobne higijene,115
2013,Broj,Čelić,M,Odijevanje i održavanje osobne higijene,50
2013,Broj,Čitluk,M,Odijevanje i održavanje osobne higijene,60
2013,Broj,Doboj-Istok,M,Odijevanje i održavanje osobne higijene,107
2013,Broj,Doboj-Jug,M,Odijevanje i održavanje osobne higijene,12
2013,Broj,Dobretići,M,Odijevanje i održavanje osobne higijene,15
2013,Broj,Domaljevac-Šamac,M,Odijevanje i održavanje osobne higijene,17
2013,Broj,Donji Vakuf,M,Odijevanje i održavanje osobne higijene,65
2013,Broj,Drvar,M,Odijevanje i održavanje osobne higijene,61
2013,Broj,Foča-FBiH,M,Odijevanje i održavanje osobne higijene,9
2013,Broj,Fojnica,M,Odijevanje i održavanje osobne higijene,96
2013,Broj,Glamoč,M,Odijevanje i održavanje osobne higijene,27
2013,Broj,Goražde,M,Odijevanje i održavanje osobne higijene,119
2013,Broj,Gornji Vakuf-Uskoplje,M,Odijevanje i održavanje osobne higijene,72
2013,Broj,Gračanica,M,Odijevanje i održavanje osobne higijene,175
2013,Broj,Gradačac,M,Odijevanje i održavanje osobne higijene,209
2013,Broj,Grude,M,Odijevanje i održavanje osobne higijene,80
2013,Broj,Sarajevo-Hadžići,M,Odijevanje i održavanje osobne higijene,221
2013,Broj,Sarajevo-Ilidža,M,Odijevanje i održavanje osobne higijene,295
2013,Broj,Sarajevo-Ilijaš,M,Odijevanje i održavanje osobne higijene,98
2013,Broj,Jablanica,M,Odijevanje i održavanje osobne higijene,48
2013,Broj,Jajce,M,Odijevanje i održavanje osobne higijene,115
2013,Broj,Kakanj,M,Odijevanje i održavanje osobne higijene,182
2013,Broj,Kalesija,M,Odijevanje i održavanje osobne higijene,155
2013,Broj,Kiseljak,M,Odijevanje i održavanje osobne higijene,88
2013,Broj,Kladanj,M,Odijevanje i održavanje osobne higijene,48
2013,Broj,Ključ,M,Odijevanje i održavanje osobne higijene,52
2013,Broj,Konjic,M,Odijevanje i održavanje osobne higijene,109
2013,Broj,Kreševo,M,Odijevanje i održavanje osobne higijene,27
2013,Broj,Kupres-FBiH,M,Odijevanje i održavanje osobne higijene,34
2013,Broj,Livno,M,Odijevanje i održavanje osobne higijene,101
2013,Broj,Lukavac,M,Odijevanje i održavanje osobne higijene,286
2013,Broj,Ljubuški,M,Odijevanje i održavanje osobne higijene,101
2013,Broj,Maglaj,M,Odijevanje i održavanje osobne higijene,86
2013,Broj,Mostar,M,Odijevanje i održavanje osobne higijene,386
2013,Broj,Neum,M,Odijevanje i održavanje osobne higijene,9
2013,Broj,Sarajevo-Novi Grad,M,Odijevanje i održavanje osobne higijene,544
2013,Broj,Novi Travnik,M,Odijevanje i održavanje osobne higijene,112
2013,Broj,Sarajevo-Novo Sarajevo,M,Odijevanje i održavanje osobne higijene,286
2013,Broj,Odžak,M,Odijevanje i održavanje osobne higijene,69
2013,Broj,Olovo,M,Odijevanje i održavanje osobne higijene,58
2013,Broj,Orašje,M,Odijevanje i održavanje osobne higijene,73
2013,Broj,Pale-FBiH,M,Odijevanje i održavanje osobne higijene,7
2013,Broj,Posušje,M,Odijevanje i održavanje osobne higijene,58
2013,Broj,Prozor,M,Odijevanje i održavanje osobne higijene,33
2013,Broj,Ravno,M,Odijevanje i održavanje osobne higijene,2
2013,Broj,Sanski Most,M,Odijevanje i održavanje osobne higijene,163
2013,Broj,Sapna,M,Odijevanje i održavanje osobne higijene,34
2013,Broj,Srebrenik,M,Odijevanje i održavanje osobne higijene,195
2013,Broj,Sarajevo-Stari Grad,M,Odijevanje i održavanje osobne higijene,185
2013,Broj,Stolac,M,Odijevanje i održavanje osobne higijene,106
2013,Broj,Široki Brijeg,M,Odijevanje i održavanje osobne higijene,70
2013,Broj,Teočak,M,Odijevanje i održavanje osobne higijene,32
2013,Broj,Tešanj,M,Odijevanje i održavanje osobne higijene,186
2013,Broj,Tomislavgrad,M,Odijevanje i održavanje osobne higijene,67
2013,Broj,Travnik,M,Odijevanje i održavanje osobne higijene,249
2013,Broj,Trnovo-FBiH,M,Odijevanje i održavanje osobne higijene,7
2013,Broj,Tuzla,M,Odijevanje i održavanje osobne higijene,682
2013,Broj,Usora,M,Odijevanje i održavanje osobne higijene,22
2013,Broj,Vareš,M,Odijevanje i održavanje osobne higijene,61
2013,Broj,Velika Kladuša,M,Odijevanje i održavanje osobne higijene,187
2013,Broj,Visoko,M,Odijevanje i održavanje osobne higijene,189
2013,Broj,Vitez,M,Odijevanje i održavanje osobne higijene,107
2013,Broj,Sarajevo-Vogošća,M,Odijevanje i održavanje osobne higijene,146
2013,Broj,Zavidovići,M,Odijevanje i održavanje osobne higijene,197
2013,Broj,Zenica,M,Odijevanje i održavanje osobne higijene,509
2013,Broj,Žepče,M,Odijevanje i održavanje osobne higijene,111
2013,Broj,Živinice,M,Odijevanje i održavanje osobne higijene,299
2013,Broj,Banovići,Ž,Odijevanje i održavanje osobne higijene,136
2013,Broj,Bihać,Ž,Odijevanje i održavanje osobne higijene,354
2013,Broj,Bosanska Krupa,Ž,Odijevanje i održavanje osobne higijene,151
2013,Broj,Bosanski Petrovac,Ž,Odijevanje i održavanje osobne higijene,74
2013,Broj,Bosansko Grahovo,Ž,Odijevanje i održavanje osobne higijene,33
2013,Broj,Breza,Ž,Odijevanje i održavanje osobne higijene,94
2013,Broj,Bugojno,Ž,Odijevanje i održavanje osobne higijene,184
2013,Broj,Busovača,Ž,Odijevanje i održavanje osobne higijene,66
2013,Broj,Bužim,Ž,Odijevanje i održavanje osobne higijene,83
2013,Broj,Cazin,Ž,Odijevanje i održavanje osobne higijene,308
2013,Broj,Sarajevo-Centar,Ž,Odijevanje i održavanje osobne higijene,408
2013,Broj,Čapljina,Ž,Odijevanje i održavanje osobne higijene,139
2013,Broj,Čelić,Ž,Odijevanje i održavanje osobne higijene,60
2013,Broj,Čitluk,Ž,Odijevanje i održavanje osobne higijene,106
2013,Broj,Doboj-Istok,Ž,Odijevanje i održavanje osobne higijene,110
2013,Broj,Doboj-Jug,Ž,Odijevanje i održavanje osobne higijene,17
2013,Broj,Dobretići,Ž,Odijevanje i održavanje osobne higijene,7
2013,Broj,Domaljevac-Šamac,Ž,Odijevanje i održavanje osobne higijene,25
2013,Broj,Donji Vakuf,Ž,Odijevanje i održavanje osobne higijene,77
2013,Broj,Drvar,Ž,Odijevanje i održavanje osobne higijene,78
2013,Broj,Foča-FBiH,Ž,Odijevanje i održavanje osobne higijene,11
2013,Broj,Fojnica,Ž,Odijevanje i održavanje osobne higijene,124
2013,Broj,Glamoč,Ž,Odijevanje i održavanje osobne higijene,33
2013,Broj,Goražde,Ž,Odijevanje i održavanje osobne higijene,175
2013,Broj,Gornji Vakuf-Uskoplje,Ž,Odijevanje i održavanje osobne higijene,73
2013,Broj,Gračanica,Ž,Odijevanje i održavanje osobne higijene,260
2013,Broj,Gradačac,Ž,Odijevanje i održavanje osobne higijene,253
2013,Broj,Grude,Ž,Odijevanje i održavanje osobne higijene,113
2013,Broj,Sarajevo-Hadžići,Ž,Odijevanje i održavanje osobne higijene,228
2013,Broj,Sarajevo-Ilidža,Ž,Odijevanje i održavanje osobne higijene,472
2013,Broj,Sarajevo-Ilijaš,Ž,Odijevanje i održavanje osobne higijene,148
2013,Broj,Jablanica,Ž,Odijevanje i održavanje osobne higijene,53
2013,Broj,Jajce,Ž,Odijevanje i održavanje osobne higijene,146
2013,Broj,Kakanj,Ž,Odijevanje i održavanje osobne higijene,239
2013,Broj,Kalesija,Ž,Odijevanje i održavanje osobne higijene,178
2013,Broj,Kiseljak,Ž,Odijevanje i održavanje osobne higijene,128
2013,Broj,Kladanj,Ž,Odijevanje i održavanje osobne higijene,67
2013,Broj,Ključ,Ž,Odijevanje i održavanje osobne higijene,84
2013,Broj,Konjic,Ž,Odijevanje i održavanje osobne higijene,143
2013,Broj,Kreševo,Ž,Odijevanje i održavanje osobne higijene,41
2013,Broj,Kupres-FBiH,Ž,Odijevanje i održavanje osobne higijene,47
2013,Broj,Livno,Ž,Odijevanje i održavanje osobne higijene,145
2013,Broj,Lukavac,Ž,Odijevanje i održavanje osobne higijene,388
2013,Broj,Ljubuški,Ž,Odijevanje i održavanje osobne higijene,162
2013,Broj,Maglaj,Ž,Odijevanje i održavanje osobne higijene,140
2013,Broj,Mostar,Ž,Odijevanje i održavanje osobne higijene,584
2013,Broj,Neum,Ž,Odijevanje i održavanje osobne higijene,19
2013,Broj,Sarajevo-Novi Grad,Ž,Odijevanje i održavanje osobne higijene,817
2013,Broj,Novi Travnik,Ž,Odijevanje i održavanje osobne higijene,149
2013,Broj,Sarajevo-Novo Sarajevo,Ž,Odijevanje i održavanje osobne higijene,457
2013,Broj,Odžak,Ž,Odijevanje i održavanje osobne higijene,98
2013,Broj,Olovo,Ž,Odijevanje i održavanje osobne higijene,85
2013,Broj,Orašje,Ž,Odijevanje i održavanje osobne higijene,93
2013,Broj,Pale-FBiH,Ž,Odijevanje i održavanje osobne higijene,9
2013,Broj,Posušje,Ž,Odijevanje i održavanje osobne higijene,74
2013,Broj,Prozor,Ž,Odijevanje i održavanje osobne higijene,53
2013,Broj,Ravno,Ž,Odijevanje i održavanje osobne higijene,7
2013,Broj,Sanski Most,Ž,Odijevanje i održavanje osobne higijene,159
2013,Broj,Sapna,Ž,Odijevanje i održavanje osobne higijene,33
2013,Broj,Srebrenik,Ž,Odijevanje i održavanje osobne higijene,301
2013,Broj,Sarajevo-Stari Grad,Ž,Odijevanje i održavanje osobne higijene,275
2013,Broj,Stolac,Ž,Odijevanje i održavanje osobne higijene,115
2013,Broj,Široki Brijeg,Ž,Odijevanje i održavanje osobne higijene,118
2013,Broj,Teočak,Ž,Odijevanje i održavanje osobne higijene,31
2013,Broj,Tešanj,Ž,Odijevanje i održavanje osobne higijene,279
2013,Broj,Tomislavgrad,Ž,Odijevanje i održavanje osobne higijene,97
2013,Broj,Travnik,Ž,Odijevanje i održavanje osobne higijene,345
2013,Broj,Trnovo-FBiH,Ž,Odijevanje i održavanje osobne higijene,15
2013,Broj,Tuzla,Ž,Odijevanje i održavanje osobne higijene,1034
2013,Broj,Usora,Ž,Odijevanje i održavanje osobne higijene,31
2013,Broj,Vareš,Ž,Odijevanje i održavanje osobne higijene,99
2013,Broj,Velika Kladuša,Ž,Odijevanje i održavanje osobne higijene,236
2013,Broj,Visoko,Ž,Odijevanje i održavanje osobne higijene,243
2013,Broj,Vitez,Ž,Odijevanje i održavanje osobne higijene,168
2013,Broj,Sarajevo-Vogošća,Ž,Odijevanje i održavanje osobne higijene,180
2013,Broj,Zavidovići,Ž,Odijevanje i održavanje osobne higijene,223
2013,Broj,Zenica,Ž,Odijevanje i održavanje osobne higijene,693
2013,Broj,Žepče,Ž,Odijevanje i održavanje osobne higijene,121
2013,Broj,Živinice,Ž,Odijevanje i održavanje osobne higijene,426
2013,Broj,Banovići,Oba spola,Komunikacija,185
2013,Broj,Bihać,Oba spola,Komunikacija,491
2013,Broj,Bosanska Krupa,Oba spola,Komunikacija,269
2013,Broj,Bosanski Petrovac,Oba spola,Komunikacija,98
2013,Broj,Bosansko Grahovo,Oba spola,Komunikacija,31
2013,Broj,Breza,Oba spola,Komunikacija,132
2013,Broj,Bugojno,Oba spola,Komunikacija,305
2013,Broj,Busovača,Oba spola,Komunikacija,114
2013,Broj,Bužim,Oba spola,Komunikacija,190
2013,Broj,Cazin,Oba spola,Komunikacija,583
2013,Broj,Sarajevo-Centar,Oba spola,Komunikacija,386
2013,Broj,Čapljina,Oba spola,Komunikacija,217
2013,Broj,Čelić,Oba spola,Komunikacija,90
2013,Broj,Čitluk,Oba spola,Komunikacija,130
2013,Broj,Doboj-Istok,Oba spola,Komunikacija,214
2013,Broj,Doboj-Jug,Oba spola,Komunikacija,23
2013,Broj,Dobretići,Oba spola,Komunikacija,27
2013,Broj,Domaljevac-Šamac,Oba spola,Komunikacija,44
2013,Broj,Donji Vakuf,Oba spola,Komunikacija,108
2013,Broj,Drvar,Oba spola,Komunikacija,100
2013,Broj,Foča-FBiH,Oba spola,Komunikacija,17
2013,Broj,Fojnica,Oba spola,Komunikacija,604
2013,Broj,Glamoč,Oba spola,Komunikacija,44
2013,Broj,Goražde,Oba spola,Komunikacija,226
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,Komunikacija,164
2013,Broj,Gračanica,Oba spola,Komunikacija,335
2013,Broj,Gradačac,Oba spola,Komunikacija,356
2013,Broj,Grude,Oba spola,Komunikacija,172
2013,Broj,Sarajevo-Hadžići,Oba spola,Komunikacija,405
2013,Broj,Sarajevo-Ilidža,Oba spola,Komunikacija,537
2013,Broj,Sarajevo-Ilijaš,Oba spola,Komunikacija,212
2013,Broj,Jablanica,Oba spola,Komunikacija,85
2013,Broj,Jajce,Oba spola,Komunikacija,206
2013,Broj,Kakanj,Oba spola,Komunikacija,320
2013,Broj,Kalesija,Oba spola,Komunikacija,275
2013,Broj,Kiseljak,Oba spola,Komunikacija,177
2013,Broj,Kladanj,Oba spola,Komunikacija,100
2013,Broj,Ključ,Oba spola,Komunikacija,100
2013,Broj,Konjic,Oba spola,Komunikacija,208
2013,Broj,Kreševo,Oba spola,Komunikacija,45
2013,Broj,Kupres-FBiH,Oba spola,Komunikacija,87
2013,Broj,Livno,Oba spola,Komunikacija,209
2013,Broj,Lukavac,Oba spola,Komunikacija,497
2013,Broj,Ljubuški,Oba spola,Komunikacija,230
2013,Broj,Maglaj,Oba spola,Komunikacija,224
2013,Broj,Mostar,Oba spola,Komunikacija,816
2013,Broj,Neum,Oba spola,Komunikacija,22
2013,Broj,Sarajevo-Novi Grad,Oba spola,Komunikacija,956
2013,Broj,Novi Travnik,Oba spola,Komunikacija,210
2013,Broj,Sarajevo-Novo Sarajevo,Oba spola,Komunikacija,505
2013,Broj,Odžak,Oba spola,Komunikacija,141
2013,Broj,Olovo,Oba spola,Komunikacija,115
2013,Broj,Orašje,Oba spola,Komunikacija,152
2013,Broj,Pale-FBiH,Oba spola,Komunikacija,8
2013,Broj,Posušje,Oba spola,Komunikacija,147
2013,Broj,Prozor,Oba spola,Komunikacija,87
2013,Broj,Ravno,Oba spola,Komunikacija,13
2013,Broj,Sanski Most,Oba spola,Komunikacija,328
2013,Broj,Sapna,Oba spola,Komunikacija,58
2013,Broj,Srebrenik,Oba spola,Komunikacija,427
2013,Broj,Sarajevo-Stari Grad,Oba spola,Komunikacija,367
2013,Broj,Stolac,Oba spola,Komunikacija,171
2013,Broj,Široki Brijeg,Oba spola,Komunikacija,181
2013,Broj,Teočak,Oba spola,Komunikacija,49
2013,Broj,Tešanj,Oba spola,Komunikacija,356
2013,Broj,Tomislavgrad,Oba spola,Komunikacija,155
2013,Broj,Travnik,Oba spola,Komunikacija,440
2013,Broj,Trnovo-FBiH,Oba spola,Komunikacija,17
2013,Broj,Tuzla,Oba spola,Komunikacija,1319
2013,Broj,Usora,Oba spola,Komunikacija,45
2013,Broj,Vareš,Oba spola,Komunikacija,107
2013,Broj,Velika Kladuša,Oba spola,Komunikacija,408
2013,Broj,Visoko,Oba spola,Komunikacija,327
2013,Broj,Vitez,Oba spola,Komunikacija,216
2013,Broj,Sarajevo-Vogošća,Oba spola,Komunikacija,252
2013,Broj,Zavidovići,Oba spola,Komunikacija,369
2013,Broj,Zenica,Oba spola,Komunikacija,958
2013,Broj,Žepče,Oba spola,Komunikacija,243
2013,Broj,Živinice,Oba spola,Komunikacija,643
2013,Broj,Banovići,M,Komunikacija,76
2013,Broj,Bihać,M,Komunikacija,256
2013,Broj,Bosanska Krupa,M,Komunikacija,138
2013,Broj,Bosanski Petrovac,M,Komunikacija,47
2013,Broj,Bosansko Grahovo,M,Komunikacija,13
2013,Broj,Breza,M,Komunikacija,70
2013,Broj,Bugojno,M,Komunikacija,152
2013,Broj,Busovača,M,Komunikacija,65
2013,Broj,Bužim,M,Komunikacija,106
2013,Broj,Cazin,M,Komunikacija,312
2013,Broj,Sarajevo-Centar,M,Komunikacija,169
2013,Broj,Čapljina,M,Komunikacija,116
2013,Broj,Čelić,M,Komunikacija,41
2013,Broj,Čitluk,M,Komunikacija,56
2013,Broj,Doboj-Istok,M,Komunikacija,106
2013,Broj,Doboj-Jug,M,Komunikacija,10
2013,Broj,Dobretići,M,Komunikacija,18
2013,Broj,Domaljevac-Šamac,M,Komunikacija,26
2013,Broj,Donji Vakuf,M,Komunikacija,47
2013,Broj,Drvar,M,Komunikacija,46
2013,Broj,Foča-FBiH,M,Komunikacija,8
2013,Broj,Fojnica,M,Komunikacija,344
2013,Broj,Glamoč,M,Komunikacija,22
2013,Broj,Goražde,M,Komunikacija,92
2013,Broj,Gornji Vakuf-Uskoplje,M,Komunikacija,83
2013,Broj,Gračanica,M,Komunikacija,167
2013,Broj,Gradačac,M,Komunikacija,174
2013,Broj,Grude,M,Komunikacija,68
2013,Broj,Sarajevo-Hadžići,M,Komunikacija,209
2013,Broj,Sarajevo-Ilidža,M,Komunikacija,257
2013,Broj,Sarajevo-Ilijaš,M,Komunikacija,105
2013,Broj,Jablanica,M,Komunikacija,44
2013,Broj,Jajce,M,Komunikacija,104
2013,Broj,Kakanj,M,Komunikacija,165
2013,Broj,Kalesija,M,Komunikacija,139
2013,Broj,Kiseljak,M,Komunikacija,85
2013,Broj,Kladanj,M,Komunikacija,50
2013,Broj,Ključ,M,Komunikacija,44
2013,Broj,Konjic,M,Komunikacija,101
2013,Broj,Kreševo,M,Komunikacija,24
2013,Broj,Kupres-FBiH,M,Komunikacija,38
2013,Broj,Livno,M,Komunikacija,97
2013,Broj,Lukavac,M,Komunikacija,234
2013,Broj,Ljubuški,M,Komunikacija,114
2013,Broj,Maglaj,M,Komunikacija,92
2013,Broj,Mostar,M,Komunikacija,379
2013,Broj,Neum,M,Komunikacija,7
2013,Broj,Sarajevo-Novi Grad,M,Komunikacija,440
2013,Broj,Novi Travnik,M,Komunikacija,96
2013,Broj,Sarajevo-Novo Sarajevo,M,Komunikacija,227
2013,Broj,Odžak,M,Komunikacija,62
2013,Broj,Olovo,M,Komunikacija,47
2013,Broj,Orašje,M,Komunikacija,77
2013,Broj,Pale-FBiH,M,Komunikacija,3
2013,Broj,Posušje,M,Komunikacija,80
2013,Broj,Prozor,M,Komunikacija,42
2013,Broj,Ravno,M,Komunikacija,6
2013,Broj,Sanski Most,M,Komunikacija,177
2013,Broj,Sapna,M,Komunikacija,34
2013,Broj,Srebrenik,M,Komunikacija,211
2013,Broj,Sarajevo-Stari Grad,M,Komunikacija,170
2013,Broj,Stolac,M,Komunikacija,87
2013,Broj,Široki Brijeg,M,Komunikacija,94
2013,Broj,Teočak,M,Komunikacija,28
2013,Broj,Tešanj,M,Komunikacija,162
2013,Broj,Tomislavgrad,M,Komunikacija,74
2013,Broj,Travnik,M,Komunikacija,210
2013,Broj,Trnovo-FBiH,M,Komunikacija,7
2013,Broj,Tuzla,M,Komunikacija,619
2013,Broj,Usora,M,Komunikacija,22
2013,Broj,Vareš,M,Komunikacija,52
2013,Broj,Velika Kladuša,M,Komunikacija,209
2013,Broj,Visoko,M,Komunikacija,160
2013,Broj,Vitez,M,Komunikacija,102
2013,Broj,Sarajevo-Vogošća,M,Komunikacija,128
2013,Broj,Zavidovići,M,Komunikacija,184
2013,Broj,Zenica,M,Komunikacija,484
2013,Broj,Žepče,M,Komunikacija,128
2013,Broj,Živinice,M,Komunikacija,308
2013,Broj,Banovići,Ž,Komunikacija,109
2013,Broj,Bihać,Ž,Komunikacija,235
2013,Broj,Bosanska Krupa,Ž,Komunikacija,131
2013,Broj,Bosanski Petrovac,Ž,Komunikacija,51
2013,Broj,Bosansko Grahovo,Ž,Komunikacija,18
2013,Broj,Breza,Ž,Komunikacija,62
2013,Broj,Bugojno,Ž,Komunikacija,153
2013,Broj,Busovača,Ž,Komunikacija,49
2013,Broj,Bužim,Ž,Komunikacija,84
2013,Broj,Cazin,Ž,Komunikacija,271
2013,Broj,Sarajevo-Centar,Ž,Komunikacija,217
2013,Broj,Čapljina,Ž,Komunikacija,101
2013,Broj,Čelić,Ž,Komunikacija,49
2013,Broj,Čitluk,Ž,Komunikacija,74
2013,Broj,Doboj-Istok,Ž,Komunikacija,108
2013,Broj,Doboj-Jug,Ž,Komunikacija,13
2013,Broj,Dobretići,Ž,Komunikacija,9
2013,Broj,Domaljevac-Šamac,Ž,Komunikacija,18
2013,Broj,Donji Vakuf,Ž,Komunikacija,61
2013,Broj,Drvar,Ž,Komunikacija,54
2013,Broj,Foča-FBiH,Ž,Komunikacija,9
2013,Broj,Fojnica,Ž,Komunikacija,260
2013,Broj,Glamoč,Ž,Komunikacija,22
2013,Broj,Goražde,Ž,Komunikacija,134
2013,Broj,Gornji Vakuf-Uskoplje,Ž,Komunikacija,81
2013,Broj,Gračanica,Ž,Komunikacija,168
2013,Broj,Gradačac,Ž,Komunikacija,182
2013,Broj,Grude,Ž,Komunikacija,104
2013,Broj,Sarajevo-Hadžići,Ž,Komunikacija,196
2013,Broj,Sarajevo-Ilidža,Ž,Komunikacija,280
2013,Broj,Sarajevo-Ilijaš,Ž,Komunikacija,107
2013,Broj,Jablanica,Ž,Komunikacija,41
2013,Broj,Jajce,Ž,Komunikacija,102
2013,Broj,Kakanj,Ž,Komunikacija,155
2013,Broj,Kalesija,Ž,Komunikacija,136
2013,Broj,Kiseljak,Ž,Komunikacija,92
2013,Broj,Kladanj,Ž,Komunikacija,50
2013,Broj,Ključ,Ž,Komunikacija,56
2013,Broj,Konjic,Ž,Komunikacija,107
2013,Broj,Kreševo,Ž,Komunikacija,21
2013,Broj,Kupres-FBiH,Ž,Komunikacija,49
2013,Broj,Livno,Ž,Komunikacija,112
2013,Broj,Lukavac,Ž,Komunikacija,263
2013,Broj,Ljubuški,Ž,Komunikacija,116
2013,Broj,Maglaj,Ž,Komunikacija,132
2013,Broj,Mostar,Ž,Komunikacija,437
2013,Broj,Neum,Ž,Komunikacija,15
2013,Broj,Sarajevo-Novi Grad,Ž,Komunikacija,516
2013,Broj,Novi Travnik,Ž,Komunikacija,114
2013,Broj,Sarajevo-Novo Sarajevo,Ž,Komunikacija,278
2013,Broj,Odžak,Ž,Komunikacija,79
2013,Broj,Olovo,Ž,Komunikacija,68
2013,Broj,Orašje,Ž,Komunikacija,75
2013,Broj,Pale-FBiH,Ž,Komunikacija,5
2013,Broj,Posušje,Ž,Komunikacija,67
2013,Broj,Prozor,Ž,Komunikacija,45
2013,Broj,Ravno,Ž,Komunikacija,7
2013,Broj,Sanski Most,Ž,Komunikacija,151
2013,Broj,Sapna,Ž,Komunikacija,24
2013,Broj,Srebrenik,Ž,Komunikacija,216
2013,Broj,Sarajevo-Stari Grad,Ž,Komunikacija,197
2013,Broj,Stolac,Ž,Komunikacija,84
2013,Broj,Široki Brijeg,Ž,Komunikacija,87
2013,Broj,Teočak,Ž,Komunikacija,21
2013,Broj,Tešanj,Ž,Komunikacija,194
2013,Broj,Tomislavgrad,Ž,Komunikacija,81
2013,Broj,Travnik,Ž,Komunikacija,230
2013,Broj,Trnovo-FBiH,Ž,Komunikacija,10
2013,Broj,Tuzla,Ž,Komunikacija,700
2013,Broj,Usora,Ž,Komunikacija,23
2013,Broj,Vareš,Ž,Komunikacija,55
2013,Broj,Velika Kladuša,Ž,Komunikacija,199
2013,Broj,Visoko,Ž,Komunikacija,167
2013,Broj,Vitez,Ž,Komunikacija,114
