Year,UNIT_MEASURE,Municipality,Пол,AGE,Value
2013,Број,donji_vakuf,Ж, 10-14,464
2013,Број,drvar,Ж, 10-14,121
2013,Број,foca-fbih,Ж, 10-14,41
2013,Број,fojnica,Ж, 10-14,363
2013,Број,glamoc,Ж, 10-14,75
2013,Број,gorazde,Ж, 10-14,531
2013,Број,gornji_vakuf-uskoplje,Ж, 10-14,670
2013,Број,gracanica,Ж, 10-14,1235
2013,Број,gradacac,Ж, 10-14,1141
2013,Број,grude,Ж, 10-14,559
2013,Број,hadzici,Ж, 10-14,641
2013,Број,ilidza,Ж, 10-14,1798
2013,Број,ilijas,Ж, 10-14,556
2013,Број,jablanica,Ж, 10-14,230
2013,Број,jajce,Ж, 10-14,804
2013,Број,kakanj,Ж, 10-14,1099
2013,Број,kalesija,Ж, 10-14,995
2013,Број,kiseljak,Ж, 10-14,610
2013,Број,kladanj,Ж, 10-14,358
2013,Број,kljuc,Ж, 10-14,482
2013,Број,konjic,Ж, 10-14,683
2013,Број,kresevo,Ж, 10-14,136
2013,Број,krupa_na_uni,Ж, 10-14,42
2013,Број,kupres-fbih,Ж, 10-14,160
2013,Број,livno,Ж, 10-14,885
2013,Број,lukavac,Ж, 10-14,1052
2013,Број,ljubuski,Ж, 10-14,879
2013,Број,maglaj,Ж, 10-14,615
2013,Број,mostar,Ж, 10-14,2704
2013,Број,neum,Ж, 10-14,144
2013,Број,novi_grad_sarajevo,Ж, 10-14,2894
2013,Број,novi_travnik,Ж, 10-14,718
2013,Број,novo_sarajevo,Ж, 10-14,1344
2013,Број,odzak,Ж, 10-14,506
2013,Број,olovo,Ж, 10-14,251
2013,Број,orasje,Ж, 10-14,514
2013,Број,pale-fbih,Ж, 10-14,23
2013,Број,posusje,Ж, 10-14,740
2013,Број,prozor,Ж, 10-14,472
2013,Број,ravno,Ж, 10-14,81
2013,Број,sanski_most,Ж, 10-14,1202
2013,Број,sapna,Ж, 10-14,350
2013,Број,srebrenik,Ж, 10-14,1118
2013,Број,stari_grad_sarajevo,Ж, 10-14,854
2013,Број,stolac,Ж, 10-14,450
2013,Број,siroki_brijeg,Ж, 10-14,962
2013,Број,teocak,Ж, 10-14,233
2013,Број,tesanj,Ж, 10-14,1377
2013,Број,tomislavgrad,Ж, 10-14,947
2013,Број,travnik,Ж, 10-14,1627
2013,Број,trnovo-fbih,Ж, 10-14,21
2013,Број,tuzla,Ж, 10-14,2408
2013,Број,usora,Ж, 10-14,172
2013,Број,vares,Ж, 10-14,174
2013,Број,velika_kladusa,Ж, 10-14,1368
2013,Број,visoko,Ж, 10-14,1095
2013,Број,vitez,Ж, 10-14,886
2013,Број,vogosca,Ж, 10-14,661
2013,Број,zavidovici,Ж, 10-14,1012
2013,Број,zenica,Ж, 10-14,2996
2013,Број,zepce,Ж, 10-14,987
2013,Број,zivinice,Ж, 10-14,1652
2013,Број,banovici,Ж,15-19,837
2013,Број,bihac,Ж,15-19,2131
2013,Број,bosanska_krupa,Ж,15-19,983
2013,Број,bosanski_petrovac,Ж,15-19,196
2013,Број,bosansko_grahovo,Ж,15-19,34
2013,Број,breza,Ж,15-19,438
2013,Број,bugojno,Ж,15-19,1188
2013,Број,busovaca,Ж,15-19,699
2013,Број,buzim,Ж,15-19,905
2013,Број,cazin,Ж,15-19,2441
2013,Број,centar_sarajevo,Ж,15-19,1590
2013,Број,capljina,Ж,15-19,985
2013,Број,celic,Ж,15-19,389
2013,Број,citluk,Ж,15-19,676
2013,Број,doboj-istok,Ж,15-19,376
2013,Број,doboj-jug,Ж,15-19,156
2013,Број,dobretici,Ж,15-19,24
2013,Број,domaljevac-samac,Ж,15-19,181
2013,Број,donji_vakuf,Ж,15-19,629
2013,Број,drvar,Ж,15-19,150
2013,Број,foca-fbih,Ж,15-19,56
2013,Број,fojnica,Ж,15-19,470
2013,Број,glamoc,Ж,15-19,101
2013,Број,gorazde,Ж,15-19,740
2013,Број,gornji_vakuf-uskoplje,Ж,15-19,815
2013,Број,gracanica,Ж,15-19,1639
2013,Број,gradacac,Ж,15-19,1541
2013,Број,grude,Ж,15-19,623
2013,Број,hadzici,Ж,15-19,827
2013,Број,ilidza,Ж,15-19,2320
2013,Број,ilijas,Ж,15-19,717
2013,Број,jablanica,Ж,15-19,343
2013,Број,jajce,Ж,15-19,908
2013,Број,kakanj,Ж,15-19,1421
2013,Број,kalesija,Ж,15-19,1320
2013,Број,kiseljak,Ж,15-19,745
2013,Број,kladanj,Ж,15-19,495
2013,Број,kljuc,Ж,15-19,609
2013,Број,konjic,Ж,15-19,889
2013,Број,kresevo,Ж,15-19,197
2013,Број,krupa_na_uni,Ж,15-19,47
2013,Број,kupres-fbih,Ж,15-19,178
2013,Број,livno,Ж,15-19,1221
2013,Број,lukavac,Ж,15-19,1472
2013,Број,ljubuski,Ж,15-19,1044
2013,Број,maglaj,Ж,15-19,852
2013,Број,mostar,Ж,15-19,3719
2013,Број,neum,Ж,15-19,171
2013,Број,novi_grad_sarajevo,Ж,15-19,3582
2013,Број,novi_travnik,Ж,15-19,959
2013,Број,novo_sarajevo,Ж,15-19,1794
2013,Број,odzak,Ж,15-19,578
2013,Број,olovo,Ж,15-19,385
2013,Број,orasje,Ж,15-19,697
2013,Број,pale-fbih,Ж,15-19,45
2013,Број,posusje,Ж,15-19,810
2013,Број,prozor,Ж,15-19,538
2013,Број,ravno,Ж,15-19,93
2013,Број,sanski_most,Ж,15-19,1481
2013,Број,sapna,Ж,15-19,476
2013,Број,srebrenik,Ж,15-19,1447
2013,Број,stari_grad_sarajevo,Ж,15-19,1111
2013,Број,stolac,Ж,15-19,518
2013,Број,siroki_brijeg,Ж,15-19,1123
2013,Број,teocak,Ж,15-19,295
2013,Број,tesanj,Ж,15-19,1680
2013,Број,tomislavgrad,Ж,15-19,1181
2013,Број,travnik,Ж,15-19,1951
2013,Број,trnovo-fbih,Ж,15-19,28
2013,Број,tuzla,Ж,15-19,3241
2013,Број,usora,Ж,15-19,283
2013,Број,vares,Ж,15-19,272
2013,Број,velika_kladusa,Ж,15-19,1575
2013,Број,visoko,Ж,15-19,1355
2013,Број,vitez,Ж,15-19,1062
2013,Број,vogosca,Ж,15-19,923
2013,Број,zavidovici,Ж,15-19,1374
2013,Број,zenica,Ж,15-19,3852
2013,Број,zepce,Ж,15-19,1254
2013,Број,zivinice,Ж,15-19,2179
2013,Број,banovici,Ж,20-24,829
2013,Број,bihac,Ж,20-24,1945
2013,Број,bosanska_krupa,Ж,20-24,847
2013,Број,bosanski_petrovac,Ж,20-24,174
2013,Број,bosansko_grahovo,Ж,20-24,43
2013,Број,breza,Ж,20-24,476
2013,Број,bugojno,Ж,20-24,1072
2013,Број,busovaca,Ж,20-24,622
2013,Број,buzim,Ж,20-24,766
2013,Број,cazin,Ж,20-24,2461
2013,Број,centar_sarajevo,Ж,20-24,1500
2013,Број,capljina,Ж,20-24,848
2013,Број,celic,Ж,20-24,335
2013,Број,citluk,Ж,20-24,655
2013,Број,doboj-istok,Ж,20-24,354
2013,Број,doboj-jug,Ж,20-24,146
2013,Број,dobretici,Ж,20-24,45
2013,Број,domaljevac-samac,Ж,20-24,150
2013,Број,donji_vakuf,Ж,20-24,461
2013,Број,drvar,Ж,20-24,132
2013,Број,foca-fbih,Ж,20-24,66
2013,Број,fojnica,Ж,20-24,364
2013,Број,glamoc,Ж,20-24,86
2013,Број,gorazde,Ж,20-24,602
2013,Број,gornji_vakuf-uskoplje,Ж,20-24,754
2013,Број,gracanica,Ж,20-24,1639
2013,Број,gradacac,Ж,20-24,1227
2013,Број,grude,Ж,20-24,544
2013,Број,hadzici,Ж,20-24,783
2013,Број,ilidza,Ж,20-24,2190
2013,Број,ilijas,Ж,20-24,758
2013,Број,jablanica,Ж,20-24,368
2013,Број,jajce,Ж,20-24,846
2013,Број,kakanj,Ж,20-24,1378
2013,Број,kalesija,Ж,20-24,1261
2013,Број,kiseljak,Ж,20-24,714
2013,Број,kladanj,Ж,20-24,446
2013,Број,kljuc,Ж,20-24,568
2013,Број,konjic,Ж,20-24,706
2013,Број,kresevo,Ж,20-24,179
2013,Број,krupa_na_uni,Ж,20-24,31
2013,Број,kupres-fbih,Ж,20-24,176
2013,Број,livno,Ж,20-24,1066
2013,Број,lukavac,Ж,20-24,1402
2013,Број,ljubuski,Ж,20-24,999
2013,Број,maglaj,Ж,20-24,781
2013,Број,mostar,Ж,20-24,3442
2013,Број,neum,Ж,20-24,138
2013,Број,novi_grad_sarajevo,Ж,20-24,3468
2013,Број,novi_travnik,Ж,20-24,878
2013,Број,novo_sarajevo,Ж,20-24,1952
2013,Број,odzak,Ж,20-24,565
2013,Број,olovo,Ж,20-24,320
2013,Број,orasje,Ж,20-24,617
2013,Број,pale-fbih,Ж,20-24,20
2013,Број,posusje,Ж,20-24,731
2013,Број,prozor,Ж,20-24,453
2013,Број,ravno,Ж,20-24,90
2013,Број,sanski_most,Ж,20-24,1258
2013,Број,sapna,Ж,20-24,417
2013,Број,srebrenik,Ж,20-24,1394
2013,Број,stari_grad_sarajevo,Ж,20-24,1081
2013,Број,stolac,Ж,20-24,470
2013,Број,siroki_brijeg,Ж,20-24,1121
2013,Број,teocak,Ж,20-24,292
2013,Број,tesanj,Ж,20-24,1620
2013,Број,tomislavgrad,Ж,20-24,1086
2013,Број,travnik,Ж,20-24,1727
2013,Број,trnovo-fbih,Ж,20-24,38
2013,Број,tuzla,Ж,20-24,3513
2013,Број,usora,Ж,20-24,226
2013,Број,vares,Ж,20-24,241
2013,Број,velika_kladusa,Ж,20-24,1492
2013,Број,visoko,Ж,20-24,1360
2013,Број,vitez,Ж,20-24,934
2013,Број,vogosca,Ж,20-24,869
2013,Број,zavidovici,Ж,20-24,1209
2013,Број,zenica,Ж,20-24,3643
2013,Број,zepce,Ж,20-24,1068
2013,Број,zivinice,Ж,20-24,2302
2013,Број,banovici,Ж,25-29,815
2013,Број,bihac,Ж,25-29,1990
2013,Број,bosanska_krupa,Ж,25-29,919
2013,Број,bosanski_petrovac,Ж,25-29,173
2013,Број,bosansko_grahovo,Ж,25-29,41
2013,Број,breza,Ж,25-29,505
2013,Број,bugojno,Ж,25-29,1127
2013,Број,busovaca,Ж,25-29,677
2013,Број,buzim,Ж,25-29,733
2013,Број,cazin,Ж,25-29,2613
2013,Број,centar_sarajevo,Ж,25-29,2090
2013,Број,capljina,Ж,25-29,798
2013,Број,celic,Ж,25-29,322
2013,Број,citluk,Ж,25-29,614
2013,Број,doboj-istok,Ж,25-29,334
2013,Број,doboj-jug,Ж,25-29,136
2013,Број,dobretici,Ж,25-29,67
2013,Број,domaljevac-samac,Ж,25-29,156
2013,Број,donji_vakuf,Ж,25-29,438
2013,Број,drvar,Ж,25-29,164
2013,Број,foca-fbih,Ж,25-29,48
2013,Број,fojnica,Ж,25-29,385
2013,Број,glamoc,Ж,25-29,100
2013,Број,gorazde,Ж,25-29,698
2013,Број,gornji_vakuf-uskoplje,Ж,25-29,738
2013,Број,gracanica,Ж,25-29,1600
2013,Број,gradacac,Ж,25-29,1338
2013,Број,grude,Ж,25-29,514
2013,Број,hadzici,Ж,25-29,832
2013,Број,ilidza,Ж,25-29,2612
2013,Број,ilijas,Ж,25-29,703
2013,Број,jablanica,Ж,25-29,366
2013,Број,jajce,Ж,25-29,921
2013,Број,kakanj,Ж,25-29,1402
2013,Број,kalesija,Ж,25-29,1244
2013,Број,kiseljak,Ж,25-29,720
2013,Број,kladanj,Ж,25-29,447
2013,Број,kljuc,Ж,25-29,570
2013,Број,konjic,Ж,25-29,788
2013,Број,kresevo,Ж,25-29,191
2013,Број,krupa_na_uni,Ж,25-29,28
2013,Број,kupres-fbih,Ж,25-29,157
2013,Број,livno,Ж,25-29,1113
2013,Број,lukavac,Ж,25-29,1551
2013,Број,ljubuski,Ж,25-29,995
2013,Број,maglaj,Ж,25-29,768
2013,Број,mostar,Ж,25-29,3860
2013,Број,neum,Ж,25-29,141
2013,Број,novi_grad_sarajevo,Ж,25-29,4801
2013,Број,novi_travnik,Ж,25-29,908
2013,Број,novo_sarajevo,Ж,25-29,2786
2013,Број,odzak,Ж,25-29,577
2013,Број,olovo,Ж,25-29,298
2013,Број,orasje,Ж,25-29,617
2013,Број,pale-fbih,Ж,25-29,17
2013,Број,posusje,Ж,25-29,718
2013,Број,prozor,Ж,25-29,475
2013,Број,ravno,Ж,25-29,90
2013,Број,sanski_most,Ж,25-29,1504
2013,Број,sapna,Ж,25-29,395
2013,Број,srebrenik,Ж,25-29,1460
2013,Број,stari_grad_sarajevo,Ж,25-29,1430
2013,Број,stolac,Ж,25-29,479
2013,Број,siroki_brijeg,Ж,25-29,1008
2013,Број,teocak,Ж,25-29,250
2013,Број,tesanj,Ж,25-29,1580
2013,Број,tomislavgrad,Ж,25-29,933
2013,Број,travnik,Ж,25-29,1877
2013,Број,trnovo-fbih,Ж,25-29,28
2013,Број,tuzla,Ж,25-29,4176
2013,Број,usora,Ж,25-29,224
2013,Број,vares,Ж,25-29,228
2013,Број,velika_kladusa,Ж,25-29,1559
2013,Број,visoko,Ж,25-29,1487
2013,Број,vitez,Ж,25-29,900
2013,Број,vogosca,Ж,25-29,1115
2013,Број,zavidovici,Ж,25-29,1289
2013,Број,zenica,Ж,25-29,4121
2013,Број,zepce,Ж,25-29,1073
2013,Број,zivinice,Ж,25-29,2167
2013,Број,banovici,Ж,30-34,807
2013,Број,bihac,Ж,30-34,1937
2013,Број,bosanska_krupa,Ж,30-34,854
2013,Број,bosanski_petrovac,Ж,30-34,184
2013,Број,bosansko_grahovo,Ж,30-34,51
2013,Број,breza,Ж,30-34,523
2013,Број,bugojno,Ж,30-34,1066
2013,Број,busovaca,Ж,30-34,629
2013,Број,buzim,Ж,30-34,698
2013,Број,cazin,Ж,30-34,2660
2013,Број,centar_sarajevo,Ж,30-34,2176
2013,Број,capljina,Ж,30-34,789
2013,Број,celic,Ж,30-34,369
2013,Број,citluk,Ж,30-34,537
2013,Број,doboj-istok,Ж,30-34,337
2013,Број,doboj-jug,Ж,30-34,141
2013,Број,dobretici,Ж,30-34,55
2013,Број,domaljevac-samac,Ж,30-34,158
2013,Број,donji_vakuf,Ж,30-34,455
2013,Број,drvar,Ж,30-34,163
2013,Број,foca-fbih,Ж,30-34,45
2013,Број,fojnica,Ж,30-34,397
2013,Број,glamoc,Ж,30-34,108
2013,Број,gorazde,Ж,30-34,712
2013,Број,gornji_vakuf-uskoplje,Ж,30-34,705
2013,Број,gracanica,Ж,30-34,1630
2013,Број,gradacac,Ж,30-34,1355
2013,Број,grude,Ж,30-34,510
2013,Број,hadzici,Ж,30-34,929
2013,Број,ilidza,Ж,30-34,2788
2013,Број,ilijas,Ж,30-34,789
2013,Број,jablanica,Ж,30-34,318
2013,Број,jajce,Ж,30-34,959
2013,Број,kakanj,Ж,30-34,1281
2013,Број,kalesija,Ж,30-34,1164
2013,Број,kiseljak,Ж,30-34,734
2013,Број,kladanj,Ж,30-34,417
2013,Број,kljuc,Ж,30-34,605
2013,Број,konjic,Ж,30-34,804
2013,Број,kresevo,Ж,30-34,153
2013,Број,krupa_na_uni,Ж,30-34,30
2013,Број,kupres-fbih,Ж,30-34,138
2013,Број,livno,Ж,30-34,1110
2013,Број,lukavac,Ж,30-34,1453
2013,Број,ljubuski,Ж,30-34,849
2013,Број,maglaj,Ж,30-34,802
2013,Број,mostar,Ж,30-34,3766
2013,Број,neum,Ж,30-34,121
2013,Број,novi_grad_sarajevo,Ж,30-34,5345
2013,Број,novi_travnik,Ж,30-34,760
2013,Број,novo_sarajevo,Ж,30-34,2819
2013,Број,odzak,Ж,30-34,575
2013,Број,olovo,Ж,30-34,285
2013,Број,orasje,Ж,30-34,578
2013,Број,pale-fbih,Ж,30-34,23
2013,Број,posusje,Ж,30-34,666
2013,Број,prozor,Ж,30-34,459
2013,Број,ravno,Ж,30-34,77
2013,Број,sanski_most,Ж,30-34,1445
2013,Број,sapna,Ж,30-34,374
2013,Број,srebrenik,Ж,30-34,1383
2013,Број,stari_grad_sarajevo,Ж,30-34,1413
2013,Број,stolac,Ж,30-34,461
2013,Број,siroki_brijeg,Ж,30-34,850
2013,Број,teocak,Ж,30-34,244
2013,Број,tesanj,Ж,30-34,1583
2013,Број,tomislavgrad,Ж,30-34,991
2013,Број,travnik,Ж,30-34,1902
2013,Број,trnovo-fbih,Ж,30-34,34
2013,Број,tuzla,Ж,30-34,4034
2013,Број,usora,Ж,30-34,199
2013,Број,vares,Ж,30-34,204
2013,Број,velika_kladusa,Ж,30-34,1617
2013,Број,visoko,Ж,30-34,1427
2013,Број,vitez,Ж,30-34,955
2013,Број,vogosca,Ж,30-34,1146
2013,Број,zavidovici,Ж,30-34,1202
2013,Број,zenica,Ж,30-34,3795
2013,Број,zepce,Ж,30-34,1016
2013,Број,zivinice,Ж,30-34,1963
2013,Број,banovici,Ж,35-39,823
2013,Број,bihac,Ж,35-39,2089
2013,Број,bosanska_krupa,Ж,35-39,994
2013,Број,bosanski_petrovac,Ж,35-39,207
2013,Број,bosansko_grahovo,Ж,35-39,36
2013,Број,breza,Ж,35-39,393
2013,Број,bugojno,Ж,35-39,1178
2013,Број,busovaca,Ж,35-39,603
2013,Број,buzim,Ж,35-39,816
2013,Број,cazin,Ж,35-39,2767
2013,Број,centar_sarajevo,Ж,35-39,1955
2013,Број,capljina,Ж,35-39,783
2013,Број,celic,Ж,35-39,400
2013,Број,citluk,Ж,35-39,546
2013,Број,doboj-istok,Ж,35-39,383
2013,Број,doboj-jug,Ж,35-39,162
2013,Број,dobretici,Ж,35-39,57
2013,Број,domaljevac-samac,Ж,35-39,162
2013,Број,donji_vakuf,Ж,35-39,496
2013,Број,drvar,Ж,35-39,196
2013,Број,foca-fbih,Ж,35-39,54
2013,Број,fojnica,Ж,35-39,414
2013,Број,glamoc,Ж,35-39,101
2013,Број,gorazde,Ж,35-39,640
2013,Број,gornji_vakuf-uskoplje,Ж,35-39,758
2013,Број,gracanica,Ж,35-39,1626
2013,Број,gradacac,Ж,35-39,1404
2013,Број,grude,Ж,35-39,548
2013,Број,hadzici,Ж,35-39,840
2013,Број,ilidza,Ж,35-39,2521
2013,Број,ilijas,Ж,35-39,676
2013,Број,jablanica,Ж,35-39,319
2013,Број,jajce,Ж,35-39,1001
2013,Број,kakanj,Ж,35-39,1188
2013,Број,kalesija,Ж,35-39,1233
2013,Број,kiseljak,Ж,35-39,652
2013,Број,kladanj,Ж,35-39,451
2013,Број,kljuc,Ж,35-39,664
2013,Број,konjic,Ж,35-39,833
2013,Број,kresevo,Ж,35-39,136
2013,Број,krupa_na_uni,Ж,35-39,36
2013,Број,kupres-fbih,Ж,35-39,159
2013,Број,livno,Ж,35-39,1125
2013,Број,lukavac,Ж,35-39,1516
2013,Број,ljubuski,Ж,35-39,914
2013,Број,maglaj,Ж,35-39,865
2013,Број,mostar,Ж,35-39,3558
2013,Број,neum,Ж,35-39,109
2013,Број,novi_grad_sarajevo,Ж,35-39,4859
2013,Број,novi_travnik,Ж,35-39,844
2013,Број,novo_sarajevo,Ж,35-39,2449
2013,Број,odzak,Ж,35-39,637
2013,Број,olovo,Ж,35-39,332
2013,Број,orasje,Ж,35-39,715
2013,Број,pale-fbih,Ж,35-39,23
2013,Број,posusje,Ж,35-39,704
2013,Број,prozor,Ж,35-39,497
2013,Број,ravno,Ж,35-39,83
2013,Број,sanski_most,Ж,35-39,1653
2013,Број,sapna,Ж,35-39,446
2013,Број,srebrenik,Ж,35-39,1444
2013,Број,stari_grad_sarajevo,Ж,35-39,1289
2013,Број,stolac,Ж,35-39,432
2013,Број,siroki_brijeg,Ж,35-39,858
2013,Број,teocak,Ж,35-39,278
2013,Број,tesanj,Ж,35-39,1697
2013,Број,tomislavgrad,Ж,35-39,1078
2013,Број,travnik,Ж,35-39,1905
2013,Број,trnovo-fbih,Ж,35-39,28
2013,Број,tuzla,Ж,35-39,3810
2013,Број,usora,Ж,35-39,232
2013,Број,vares,Ж,35-39,241
2013,Број,velika_kladusa,Ж,35-39,1507
2013,Број,visoko,Ж,35-39,1405
2013,Број,vitez,Ж,35-39,847
2013,Број,vogosca,Ж,35-39,1008
2013,Број,zavidovici,Ж,35-39,1290
2013,Број,zenica,Ж,35-39,3759
2013,Број,zepce,Ж,35-39,1068
2013,Број,zivinice,Ж,35-39,2007
2013,Број,banovici,Ж,40-44,862
2013,Број,bihac,Ж,40-44,2252
2013,Број,bosanska_krupa,Ж,40-44,920
2013,Број,bosanski_petrovac,Ж,40-44,225
2013,Број,bosansko_grahovo,Ж,40-44,53
2013,Број,breza,Ж,40-44,498
2013,Број,bugojno,Ж,40-44,1122
2013,Број,busovaca,Ж,40-44,581
2013,Број,buzim,Ж,40-44,676
2013,Број,cazin,Ж,40-44,2744
2013,Број,centar_sarajevo,Ж,40-44,1877
2013,Број,capljina,Ж,40-44,827
2013,Број,celic,Ж,40-44,371
2013,Број,citluk,Ж,40-44,592
2013,Број,doboj-istok,Ж,40-44,377
2013,Број,doboj-jug,Ж,40-44,160
2013,Број,dobretici,Ж,40-44,57
2013,Број,domaljevac-samac,Ж,40-44,194
2013,Број,donji_vakuf,Ж,40-44,498
2013,Број,drvar,Ж,40-44,172
2013,Број,foca-fbih,Ж,40-44,39
2013,Број,fojnica,Ж,40-44,423
2013,Број,glamoc,Ж,40-44,108
2013,Број,gorazde,Ж,40-44,628
2013,Број,gornji_vakuf-uskoplje,Ж,40-44,787
2013,Број,gracanica,Ж,40-44,1703
2013,Број,gradacac,Ж,40-44,1513
2013,Број,grude,Ж,40-44,575
2013,Број,hadzici,Ж,40-44,801
2013,Број,ilidza,Ж,40-44,2356
2013,Број,ilijas,Ж,40-44,705
2013,Број,jablanica,Ж,40-44,314
2013,Број,jajce,Ж,40-44,931
2013,Број,kakanj,Ж,40-44,1315
2013,Број,kalesija,Ж,40-44,1256
2013,Број,kiseljak,Ж,40-44,674
2013,Број,kladanj,Ж,40-44,449
2013,Број,kljuc,Ж,40-44,656
2013,Број,konjic,Ж,40-44,862
2013,Број,kresevo,Ж,40-44,155
2013,Број,krupa_na_uni,Ж,40-44,41
2013,Број,kupres-fbih,Ж,40-44,170
2013,Број,livno,Ж,40-44,1272
2013,Број,lukavac,Ж,40-44,1544
2013,Број,ljubuski,Ж,40-44,915
2013,Број,maglaj,Ж,40-44,830
2013,Број,mostar,Ж,40-44,3376
2013,Број,neum,Ж,40-44,132
2013,Број,novi_grad_sarajevo,Ж,40-44,4043
2013,Број,novi_travnik,Ж,40-44,845
2013,Број,novo_sarajevo,Ж,40-44,2280
2013,Број,odzak,Ж,40-44,743
2013,Број,olovo,Ж,40-44,332
2013,Број,orasje,Ж,40-44,765
2013,Број,pale-fbih,Ж,40-44,36
2013,Број,posusje,Ж,40-44,772
2013,Број,prozor,Ж,40-44,500
2013,Број,ravno,Ж,40-44,113
2013,Број,sanski_most,Ж,40-44,1665
2013,Број,sapna,Ж,40-44,415
2013,Број,srebrenik,Ж,40-44,1493
2013,Број,stari_grad_sarajevo,Ж,40-44,1056
2013,Број,stolac,Ж,40-44,467
2013,Број,siroki_brijeg,Ж,40-44,939
2013,Број,teocak,Ж,40-44,260
2013,Број,tesanj,Ж,40-44,1612
2013,Број,tomislavgrad,Ж,40-44,1180
2013,Број,travnik,Ж,40-44,1924
2013,Број,trnovo-fbih,Ж,40-44,35
2013,Број,tuzla,Ж,40-44,3502
2013,Број,usora,Ж,40-44,257
2013,Број,vares,Ж,40-44,289
2013,Број,velika_kladusa,Ж,40-44,1313
2013,Број,visoko,Ж,40-44,1373
2013,Број,vitez,Ж,40-44,864
2013,Број,vogosca,Ж,40-44,930
2013,Број,zavidovici,Ж,40-44,1329
2013,Број,zenica,Ж,40-44,3594
2013,Број,zepce,Ж,40-44,1046
2013,Број,zivinice,Ж,40-44,2189
2013,Број,banovici,Ж,45-49,939
2013,Број,bihac,Ж,45-49,2361
2013,Број,bosanska_krupa,Ж,45-49,934
2013,Број,bosanski_petrovac,Ж,45-49,227
2013,Број,bosansko_grahovo,Ж,45-49,67
2013,Број,breza,Ж,45-49,589
2013,Број,bugojno,Ж,45-49,1216
2013,Број,busovaca,Ж,45-49,666
2013,Број,buzim,Ж,45-49,623
2013,Број,cazin,Ж,45-49,2543
2013,Број,centar_sarajevo,Ж,45-49,1957
2013,Број,capljina,Ж,45-49,926
2013,Број,celic,Ж,45-49,374
2013,Број,citluk,Ж,45-49,692
2013,Број,doboj-istok,Ж,45-49,481
2013,Број,doboj-jug,Ж,45-49,173
2013,Број,dobretici,Ж,45-49,74
2013,Број,domaljevac-samac,Ж,45-49,213
2013,Број,donji_vakuf,Ж,45-49,546
2013,Број,drvar,Ж,45-49,205
2013,Број,foca-fbih,Ж,45-49,69
2013,Број,fojnica,Ж,45-49,519
2013,Број,glamoc,Ж,45-49,105
2013,Број,gorazde,Ж,45-49,767
2013,Број,gornji_vakuf-uskoplje,Ж,45-49,775
2013,Број,gracanica,Ж,45-49,1847
2013,Број,gradacac,Ж,45-49,1534
2013,Број,grude,Ж,45-49,643
2013,Број,hadzici,Ж,45-49,940
2013,Број,ilidza,Ж,45-49,2453
2013,Број,ilijas,Ж,45-49,774
2013,Број,jablanica,Ж,45-49,399
2013,Број,jajce,Ж,45-49,950
2013,Број,kakanj,Ж,45-49,1432
2013,Број,kalesija,Ж,45-49,1304
2013,Број,kiseljak,Ж,45-49,783
2013,Број,kladanj,Ж,45-49,520
2013,Број,kljuc,Ж,45-49,636
2013,Број,konjic,Ж,45-49,949
2013,Број,kresevo,Ж,45-49,205
2013,Број,krupa_na_uni,Ж,45-49,46
2013,Број,kupres-fbih,Ж,45-49,235
2013,Број,livno,Ж,45-49,1309
2013,Број,lukavac,Ж,45-49,1846
2013,Број,ljubuski,Ж,45-49,956
2013,Број,maglaj,Ж,45-49,914
2013,Број,mostar,Ж,45-49,3788
2013,Број,neum,Ж,45-49,214
2013,Број,novi_grad_sarajevo,Ж,45-49,4192
2013,Број,novi_travnik,Ж,45-49,951
2013,Број,novo_sarajevo,Ж,45-49,2483
2013,Број,odzak,Ж,45-49,832
2013,Број,olovo,Ж,45-49,363
2013,Број,orasje,Ж,45-49,832
2013,Број,pale-fbih,Ж,45-49,32
2013,Број,posusje,Ж,45-49,661
2013,Број,prozor,Ж,45-49,490
2013,Број,ravno,Ж,45-49,128
2013,Број,sanski_most,Ж,45-49,1628
2013,Број,sapna,Ж,45-49,377
2013,Број,srebrenik,Ж,45-49,1535
2013,Број,stari_grad_sarajevo,Ж,45-49,1311
2013,Број,stolac,Ж,45-49,537
2013,Број,siroki_brijeg,Ж,45-49,1144
2013,Број,teocak,Ж,45-49,270
2013,Број,tesanj,Ж,45-49,1668
2013,Број,tomislavgrad,Ж,45-49,1063
2013,Број,travnik,Ж,45-49,1962
2013,Број,trnovo-fbih,Ж,45-49,39
2013,Број,tuzla,Ж,45-49,4514
2013,Број,usora,Ж,45-49,315
2013,Број,vares,Ж,45-49,345
2013,Број,velika_kladusa,Ж,45-49,1488
2013,Број,visoko,Ж,45-49,1475
2013,Број,vitez,Ж,45-49,1022
2013,Број,vogosca,Ж,45-49,1032
2013,Број,zavidovici,Ж,45-49,1394
2013,Број,zenica,Ж,45-49,4285
2013,Број,zepce,Ж,45-49,1155
2013,Број,zivinice,Ж,45-49,2320
2013,Број,banovici,Ж,50-54,996
2013,Број,bihac,Ж,50-54,2278
2013,Број,bosanska_krupa,Ж,50-54,1006
2013,Број,bosanski_petrovac,Ж,50-54,261
2013,Број,bosansko_grahovo,Ж,50-54,75
2013,Број,breza,Ж,50-54,656
2013,Број,bugojno,Ж,50-54,1228
2013,Број,busovaca,Ж,50-54,739
2013,Број,buzim,Ж,50-54,590
2013,Број,cazin,Ж,50-54,2342
