Year,UNIT_MEASURE,Административна јединица,Пол,Value
2015,Број,Херцеговачко-неретвански кантон,M,999
2015,Број,Западнохерцеговчки кантон,M,365
2015,Број,Кантон Сарајево,M,2037
2015,Број,Кантон 10,M,193
2015,Број,Федерација Босне и Херцеговине,Ж,6362
2015,Број,Унско-сански кантон,Ж,616
2015,Број,Посавски кантон,Ж,80
2015,Број,Тузлански кантон,Ж,1026
2015,Број,Зеничко-добојски кантон,Ж,759
2015,Број,Босанско-подрињски кантон,Ж,74
2015,Број,Средњобосански кантон,Ж,442
2015,Број,Херцеговачко-неретвански кантон,Ж,976
2015,Број,Западнохерцеговчки кантон,Ж,373
2015,Број,Кантон Сарајево,Ж,1819
2015,Број,Кантон 10,Ж,197
2016,Број,Федерација Босне и Херцеговине,Оба пола,14405
2016,Број,Унско-сански кантон,Оба пола,1351
2016,Број,Посавски кантон,Оба пола,160
2016,Број,Тузлански кантон,Оба пола,2337
2016,Број,Зеничко-добојски кантон,Оба пола,1893
2016,Број,Босанско-подрињски кантон,Оба пола,146
2016,Број,Средњобосански кантон,Оба пола,970
2016,Број,Херцеговачко-неретвански кантон,Оба пола,2100
2016,Број,Западнохерцеговчки кантон,Оба пола,851
2016,Број,Кантон Сарајево,Оба пола,4206
2016,Број,Кантон 10,Оба пола,391
2016,Број,Федерација Босне и Херцеговине,M,7604
2016,Број,Унско-сански кантон,M,743
2016,Број,Посавски кантон,M,83
2016,Број,Тузлански кантон,M,1252
2016,Број,Зеничко-добојски кантон,M,968
2016,Број,Босанско-подрињски кантон,M,68
2016,Број,Средњобосански кантон,M,495
2016,Број,Херцеговачко-неретвански кантон,M,1071
2016,Број,Западнохерцеговчки кантон,M,437
2016,Број,Кантон Сарајево,M,2298
2016,Број,Кантон 10,M,189
2016,Број,Федерација Босне и Херцеговине,Ж,6801
2016,Број,Унско-сански кантон,Ж,608
2016,Број,Посавски кантон,Ж,77
2016,Број,Тузлански кантон,Ж,1085
2016,Број,Зеничко-добојски кантон,Ж,925
2016,Број,Босанско-подрињски кантон,Ж,78
2016,Број,Средњобосански кантон,Ж,475
2016,Број,Херцеговачко-неретвански кантон,Ж,1029
2016,Број,Западнохерцеговчки кантон,Ж,414
2016,Број,Кантон Сарајево,Ж,1908
2016,Број,Кантон 10,Ж,202
2017,Број,Федерација Босне и Херцеговине,Оба пола,15093
2017,Број,Унско-сански кантон,Оба пола,1398
2017,Број,Посавски кантон,Оба пола,158
2017,Број,Тузлански кантон,Оба пола,2484
2017,Број,Зеничко-добојски кантон,Оба пола,2017
2017,Број,Босанско-подрињски кантон,Оба пола,155
2017,Број,Средњобосански кантон,Оба пола,1034
2017,Број,Херцеговачко-неретвански кантон,Оба пола,2317
2017,Број,Западнохерцеговчки кантон,Оба пола,901
2017,Број,Кантон Сарајево,Оба пола,4221
2017,Број,Кантон 10,Оба пола,408
2017,Број,Федерација Босне и Херцеговине,M,7850
2017,Број,Унско-сански кантон,M,768
2017,Број,Посавски кантон,M,84
2017,Број,Тузлански кантон,M,1289
2017,Број,Зеничко-добојски кантон,M,998
2017,Број,Босанско-подрињски кантон,M,84
2017,Број,Средњобосански кантон,M,559
2017,Број,Херцеговачко-неретвански кантон,M,1137
2017,Број,Западнохерцеговчки кантон,M,444
2017,Број,Кантон Сарајево,M,2284
2017,Број,Кантон 10,M,203
2017,Број,Федерација Босне и Херцеговине,Ж,7243
2017,Број,Унско-сански кантон,Ж,630
2017,Број,Посавски кантон,Ж,74
2017,Број,Тузлански кантон,Ж,1195
2017,Број,Зеничко-добојски кантон,Ж,1019
2017,Број,Босанско-подрињски кантон,Ж,71
2017,Број,Средњобосански кантон,Ж,475
2017,Број,Херцеговачко-неретвански кантон,Ж,1180
2017,Број,Западнохерцеговчки кантон,Ж,457
2017,Број,Кантон Сарајево,Ж,1937
2017,Број,Кантон 10,Ж,205
2018,Број,Федерација Босне и Херцеговине,Оба пола,15722
2018,Број,Унско-сански кантон,Оба пола,1428
2018,Број,Посавски кантон,Оба пола,165
2018,Број,Тузлански кантон,Оба пола,2492
2018,Број,Зеничко-добојски кантон,Оба пола,2255
2018,Број,Босанско-подрињски кантон,Оба пола,165
2018,Број,Средњобосански кантон,Оба пола,1094
2018,Број,Херцеговачко-неретвански кантон,Оба пола,2519
2018,Број,Западнохерцеговчки кантон,Оба пола,991
2018,Број,Кантон Сарајево,Оба пола,4204
2018,Број,Кантон 10,Оба пола,409
2018,Број,Федерација Босне и Херцеговине,M,8175
2018,Број,Унско-сански кантон,M,806
2018,Број,Посавски кантон,M,76
2018,Број,Тузлански кантон,M,1278
2018,Број,Зеничко-добојски кантон,M,1126
2018,Број,Босанско-подрињски кантон,M,90
2018,Број,Средњобосански кантон,M,533
2018,Број,Херцеговачко-неретвански кантон,M,1270
2018,Број,Западнохерцеговчки кантон,M,477
2018,Број,Кантон Сарајево,M,2311
2018,Број,Кантон 10,M,208
2018,Број,Федерација Босне и Херцеговине,Ж,7547
2018,Број,Унско-сански кантон,Ж,622
2018,Број,Посавски кантон,Ж,89
2018,Број,Тузлански кантон,Ж,1214
2018,Број,Зеничко-добојски кантон,Ж,1129
2018,Број,Босанско-подрињски кантон,Ж,75
2018,Број,Средњобосански кантон,Ж,561
2018,Број,Херцеговачко-неретвански кантон,Ж,1249
2018,Број,Западнохерцеговчки кантон,Ж,514
2018,Број,Кантон Сарајево,Ж,1893
2018,Број,Кантон 10,Ж,201
