Year,UNIT_MEASURE,Oпштина,Пол,Education,Value
2013,Број,Оџак,Оба пола,Висока школа / факултет / академија / универзитет,887
2013,Број,Олово,Оба пола,Висока школа / факултет / академија / универзитет,506
2013,Број,Орашје,Оба пола,Висока школа / факултет / академија / универзитет,1320
2013,Број,Пале-ФБиХ,Оба пола,Висока школа / факултет / академија / универзитет,24
2013,Број,Посушје,Оба пола,Висока школа / факултет / академија / универзитет,1756
2013,Број,Прозор,Оба пола,Висока школа / факултет / академија / универзитет,911
2013,Број,Равно,Оба пола,Висока школа / факултет / академија / универзитет,305
2013,Број,Сански Мост,Оба пола,Висока школа / факултет / академија / универзитет,1815
2013,Број,Сапна,Оба пола,Висока школа / факултет / академија / универзитет,285
2013,Број,Сребреник,Оба пола,Висока школа / факултет / академија / универзитет,1654
2013,Број,stari_grad_sarajevo,Оба пола,Висока школа / факултет / академија / универзитет,6106
2013,Број,Столац,Оба пола,Висока школа / факултет / академија / универзитет,1261
2013,Број,Широки Бријег,Оба пола,Висока школа / факултет / академија / универзитет,3002
2013,Број,Теочак,Оба пола,Висока школа / факултет / академија / универзитет,207
2013,Број,Тешањ,Оба пола,Висока школа / факултет / академија / универзитет,1787
2013,Број,Томиславград,Оба пола,Висока школа / факултет / академија / универзитет,2854
2013,Број,Травник,Оба пола,Висока школа / факултет / академија / универзитет,2975
2013,Број,Трново-ФБиХ,Оба пола,Висока школа / факултет / академија / универзитет,72
2013,Број,Тузла,Оба пола,Висока школа / факултет / академија / универзитет,13355
2013,Број,Усора,Оба пола,Висока школа / факултет / академија / универзитет,301
2013,Број,Вареш,Оба пола,Висока школа / факултет / академија / универзитет,491
2013,Број,Велика Кладуша,Оба пола,Висока школа / факултет / академија / универзитет,1221
2013,Број,Високо,Оба пола,Висока школа / факултет / академија / универзитет,2567
2013,Број,Витез,Оба пола,Висока школа / факултет / академија / универзитет,1472
2013,Број,vogosca,Оба пола,Висока школа / факултет / академија / универзитет,2810
2013,Број,Завидовићи,Оба пола,Висока школа / факултет / академија / универзитет,1535
2013,Број,Зеница,Оба пола,Висока школа / факултет / академија / универзитет,8195
2013,Број,Жепче,Оба пола,Висока школа / факултет / академија / универзитет,1373
2013,Број,Живинице,Оба пола,Висока школа / факултет / академија / универзитет,2755
2013,Број,Бановићи,M,Висока школа / факултет / академија / универзитет,733
2013,Број,Бихаћ,M,Висока школа / факултет / академија / универзитет,2479
2013,Број,Босанска Крупа,M,Висока школа / факултет / академија / универзитет,553
2013,Број,Босански Петровац,M,Висока школа / факултет / академија / универзитет,185
2013,Број,Босанско Грахово,M,Висока школа / факултет / академија / универзитет,92
2013,Број,Бреза,M,Висока школа / факултет / академија / универзитет,477
2013,Број,Бугојно,M,Висока школа / факултет / академија / универзитет,992
2013,Број,Бусовача,M,Висока школа / факултет / академија / универзитет,407
2013,Број,Бужим,M,Висока школа / факултет / академија / универзитет,295
2013,Број,Цазин,M,Висока школа / факултет / академија / универзитет,1145
2013,Број,centar_sarajevo,M,Висока школа / факултет / академија / универзитет,7006
2013,Број,Чапљина,M,Висока школа / факултет / академија / универзитет,1090
2013,Број,Челић,M,Висока школа / факултет / академија / универзитет,159
2013,Број,Читлук,M,Висока школа / факултет / академија / универзитет,793
2013,Број,Добој-Исток,M,Висока школа / факултет / академија / универзитет,232
2013,Број,Добој-Југ,M,Висока школа / факултет / академија / универзитет,91
2013,Број,Добретићи,M,Висока школа / факултет / академија / универзитет,29
2013,Број,Домаљевац-Шамац,M,Висока школа / факултет / академија / универзитет,131
2013,Број,donji_vakuf,M,Висока школа / факултет / академија / универзитет,285
2013,Број,Дрвар,M,Висока школа / факултет / академија / универзитет,193
2013,Број,Фоча-ФБиХ,M,Висока школа / факултет / академија / универзитет,46
2013,Број,Фојница,M,Висока школа / факултет / академија / универзитет,488
2013,Број,Гламоч,M,Висока школа / факултет / академија / универзитет,109
2013,Број,Горажде,M,Висока школа / факултет / академија / универзитет,933
2013,Број,Горњи Вакуф-Ускопље,M,Висока школа / факултет / академија / универзитет,559
2013,Број,Грачаница,M,Висока школа / факултет / академија / универзитет,1064
2013,Број,Градачац,M,Висока школа / факултет / академија / универзитет,767
2013,Број,Груде,M,Висока школа / факултет / академија / универзитет,858
2013,Број,hadzici,M,Висока школа / факултет / академија / универзитет,639
2013,Број,ilidza,M,Висока школа / факултет / академија / универзитет,3455
2013,Број,ilijas,M,Висока школа / факултет / академија / универзитет,498
2013,Број,Јабланица,M,Висока школа / факултет / академија / универзитет,322
2013,Број,Јајце,M,Висока школа / факултет / академија / универзитет,681
2013,Број,Какањ,M,Висока школа / факултет / академија / универзитет,1009
2013,Број,Калесија,M,Висока школа / факултет / академија / универзитет,657
2013,Број,Кисељак,M,Висока школа / факултет / академија / универзитет,518
2013,Број,Кладањ,M,Висока школа / факултет / академија / универзитет,340
2013,Број,Кључ,M,Висока школа / факултет / академија / универзитет,345
2013,Број,Коњиц,M,Висока школа / факултет / академија / универзитет,879
2013,Број,Крешево,M,Висока школа / факултет / академија / универзитет,147
2013,Број,Купрес-ФБиХ,M,Висока школа / факултет / академија / универзитет,334
2013,Број,Ливно,M,Висока школа / факултет / академија / универзитет,1719
2013,Број,Лукавац,M,Висока школа / факултет / академија / универзитет,1150
2013,Број,Љубушки,M,Висока школа / факултет / академија / универзитет,1440
2013,Број,Маглај,M,Висока школа / факултет / академија / универзитет,550
2013,Број,Мостар,M,Висока школа / факултет / академија / универзитет,6346
2013,Број,Неум,M,Висока школа / факултет / академија / универзитет,287
2013,Број,novi_grad_sarajevo,M,Висока школа / факултет / академија / универзитет,7465
2013,Број,Нови Травник,M,Висока школа / факултет / академија / универзитет,660
2013,Број,novo_sarajevo,M,Висока школа / факултет / академија / универзитет,7132
2013,Број,Оџак,M,Висока школа / факултет / академија / универзитет,472
2013,Број,Олово,M,Висока школа / факултет / академија / универзитет,301
2013,Број,Орашје,M,Висока школа / факултет / академија / универзитет,696
2013,Број,Пале-ФБиХ,M,Висока школа / факултет / академија / универзитет,12
2013,Број,Посушје,M,Висока школа / факултет / академија / универзитет,822
2013,Број,Прозор,M,Висока школа / факултет / академија / универзитет,482
2013,Број,Равно,M,Висока школа / факултет / академија / универзитет,173
2013,Број,Сански Мост,M,Висока школа / факултет / академија / универзитет,862
2013,Број,Сапна,M,Висока школа / факултет / академија / универзитет,175
2013,Број,Сребреник,M,Висока школа / факултет / академија / универзитет,881
2013,Број,stari_grad_sarajevo,M,Висока школа / факултет / академија / универзитет,2639
2013,Број,Столац,M,Висока школа / факултет / академија / универзитет,609
2013,Број,Широки Бријег,M,Висока школа / факултет / академија / универзитет,1446
2013,Број,Теочак,M,Висока школа / факултет / академија / универзитет,118
2013,Број,Тешањ,M,Висока школа / факултет / академија / универзитет,931
2013,Број,Томиславград,M,Висока школа / факултет / академија / универзитет,1466
2013,Број,Травник,M,Висока школа / факултет / академија / универзитет,1519
2013,Број,Трново-ФБиХ,M,Висока школа / факултет / академија / универзитет,35
2013,Број,Тузла,M,Висока школа / факултет / академија / универзитет,6260
2013,Број,Усора,M,Висока школа / факултет / академија / универзитет,145
2013,Број,Вареш,M,Висока школа / факултет / академија / универзитет,268
2013,Број,Велика Кладуша,M,Висока школа / факултет / академија / универзитет,611
2013,Број,Високо,M,Висока школа / факултет / академија / универзитет,1155
2013,Број,Витез,M,Висока школа / факултет / академија / универзитет,695
2013,Број,vogosca,M,Висока школа / факултет / академија / универзитет,1309
2013,Број,Завидовићи,M,Висока школа / факултет / академија / универзитет,826
2013,Број,Зеница,M,Висока школа / факултет / академија / универзитет,4010
2013,Број,Жепче,M,Висока школа / факултет / академија / универзитет,702
2013,Број,Живинице,M,Висока школа / факултет / академија / универзитет,1477
2013,Број,Бановићи,Ж,Висока школа / факултет / академија / универзитет,543
2013,Број,Бихаћ,Ж,Висока школа / факултет / академија / универзитет,2880
2013,Број,Босанска Крупа,Ж,Висока школа / факултет / академија / универзитет,640
2013,Број,Босански Петровац,Ж,Висока школа / факултет / академија / универзитет,167
2013,Број,Босанско Грахово,Ж,Висока школа / факултет / академија / универзитет,51
2013,Број,Бреза,Ж,Висока школа / факултет / академија / универзитет,482
2013,Број,Бугојно,Ж,Висока школа / факултет / академија / универзитет,824
2013,Број,Бусовача,Ж,Висока школа / факултет / академија / универзитет,391
2013,Број,Бужим,Ж,Висока школа / факултет / академија / универзитет,312
2013,Број,Цазин,Ж,Висока школа / факултет / академија / универзитет,1259
2013,Број,centar_sarajevo,Ж,Висока школа / факултет / академија / универзитет,8294
2013,Број,Чапљина,Ж,Висока школа / факултет / академија / универзитет,1147
2013,Број,Челић,Ж,Висока школа / факултет / академија / универзитет,126
2013,Број,Читлук,Ж,Висока школа / факултет / академија / универзитет,1027
2013,Број,Добој-Исток,Ж,Висока школа / факултет / академија / универзитет,210
2013,Број,Добој-Југ,Ж,Висока школа / факултет / академија / универзитет,80
2013,Број,Добретићи,Ж,Висока школа / факултет / академија / универзитет,21
2013,Број,Домаљевац-Шамац,Ж,Висока школа / факултет / академија / универзитет,158
2013,Број,donji_vakuf,Ж,Висока школа / факултет / академија / универзитет,237
2013,Број,Дрвар,Ж,Висока школа / факултет / академија / универзитет,170
2013,Број,Фоча-ФБиХ,Ж,Висока школа / факултет / академија / универзитет,31
2013,Број,Фојница,Ж,Висока школа / факултет / академија / универзитет,397
2013,Број,Гламоч,Ж,Висока школа / факултет / академија / универзитет,101
2013,Број,Горажде,Ж,Висока школа / факултет / академија / универзитет,794
2013,Број,Горњи Вакуф-Ускопље,Ж,Висока школа / факултет / академија / универзитет,491
2013,Број,Грачаница,Ж,Висока школа / факултет / академија / универзитет,1046
2013,Број,Градачац,Ж,Висока школа / факултет / академија / универзитет,789
2013,Број,Груде,Ж,Висока школа / факултет / академија / универзитет,880
2013,Број,hadzici,Ж,Висока школа / факултет / академија / универзитет,668
2013,Број,ilidza,Ж,Висока школа / факултет / академија / универзитет,3854
2013,Број,ilijas,Ж,Висока школа / факултет / академија / универзитет,543
2013,Број,Јабланица,Ж,Висока школа / факултет / академија / универзитет,347
2013,Број,Јајце,Ж,Висока школа / факултет / академија / универзитет,568
2013,Број,Какањ,Ж,Висока школа / факултет / академија / универзитет,852
2013,Број,Калесија,Ж,Висока школа / факултет / академија / универзитет,521
2013,Број,Кисељак,Ж,Висока школа / факултет / академија / универзитет,622
2013,Број,Кладањ,Ж,Висока школа / факултет / академија / универзитет,275
2013,Број,Кључ,Ж,Висока школа / факултет / академија / универзитет,350
2013,Број,Коњиц,Ж,Висока школа / факултет / академија / универзитет,831
2013,Број,Крешево,Ж,Висока школа / факултет / академија / универзитет,162
2013,Број,Купрес-ФБиХ,Ж,Висока школа / факултет / академија / универзитет,291
2013,Број,Ливно,Ж,Висока школа / факултет / академија / универзитет,1741
2013,Број,Лукавац,Ж,Висока школа / факултет / академија / универзитет,1176
2013,Број,Љубушки,Ж,Висока школа / факултет / академија / универзитет,1508
2013,Број,Маглај,Ж,Висока школа / факултет / академија / универзитет,547
2013,Број,Мостар,Ж,Висока школа / факултет / академија / универзитет,7853
2013,Број,Неум,Ж,Висока школа / факултет / академија / универзитет,245
2013,Број,novi_grad_sarajevo,Ж,Висока школа / факултет / академија / универзитет,9359
2013,Број,Нови Травник,Ж,Висока школа / факултет / академија / универзитет,670
2013,Број,novo_sarajevo,Ж,Висока школа / факултет / академија / универзитет,9013
2013,Број,Оџак,Ж,Висока школа / факултет / академија / универзитет,415
2013,Број,Олово,Ж,Висока школа / факултет / академија / универзитет,205
2013,Број,Орашје,Ж,Висока школа / факултет / академија / универзитет,624
2013,Број,Пале-ФБиХ,Ж,Висока школа / факултет / академија / универзитет,12
2013,Број,Посушје,Ж,Висока школа / факултет / академија / универзитет,934
2013,Број,Прозор,Ж,Висока школа / факултет / академија / универзитет,429
2013,Број,Равно,Ж,Висока школа / факултет / академија / универзитет,132
2013,Број,Сански Мост,Ж,Висока школа / факултет / академија / универзитет,953
2013,Број,Сапна,Ж,Висока школа / факултет / академија / универзитет,110
2013,Број,Сребреник,Ж,Висока школа / факултет / академија / универзитет,773
2013,Број,stari_grad_sarajevo,Ж,Висока школа / факултет / академија / универзитет,3467
2013,Број,Столац,Ж,Висока школа / факултет / академија / универзитет,652
2013,Број,Широки Бријег,Ж,Висока школа / факултет / академија / универзитет,1556
2013,Број,Теочак,Ж,Висока школа / факултет / академија / универзитет,89
2013,Број,Тешањ,Ж,Висока школа / факултет / академија / универзитет,856
2013,Број,Томиславград,Ж,Висока школа / факултет / академија / универзитет,1388
2013,Број,Травник,Ж,Висока школа / факултет / академија / универзитет,1456
2013,Број,Трново-ФБиХ,Ж,Висока школа / факултет / академија / универзитет,37
2013,Број,Тузла,Ж,Висока школа / факултет / академија / универзитет,7095
2013,Број,Усора,Ж,Висока школа / факултет / академија / универзитет,156
2013,Број,Вареш,Ж,Висока школа / факултет / академија / универзитет,223
2013,Број,Велика Кладуша,Ж,Висока школа / факултет / академија / универзитет,610
2013,Број,Високо,Ж,Висока школа / факултет / академија / универзитет,1412
2013,Број,Витез,Ж,Висока школа / факултет / академија / универзитет,777
2013,Број,vogosca,Ж,Висока школа / факултет / академија / универзитет,1501
2013,Број,Завидовићи,Ж,Висока школа / факултет / академија / универзитет,709
2013,Број,Зеница,Ж,Висока школа / факултет / академија / универзитет,4185
2013,Број,Жепче,Ж,Висока школа / факултет / академија / универзитет,671
2013,Број,Живинице,Ж,Висока школа / факултет / академија / универзитет,1278
