Year,UNIT_MEASURE,Административна јединица,Пол,Value
2014,Број,Херцеговачко-неретвански кантон,Оба пола,17882.0
2014,Број,Западнохерцеговчки кантон,Оба пола,3530.0
2014,Број,Кантон Сарајево,Оба пола,97948.0
2014,Број,Кантон 10,Оба пола,5463.0
2014,Број,Федерација Босне и Херцеговине,M,143250.0
2014,Број,Унско-сански кантон,M,9405.0
2014,Број,ПОсавски кантон,M,445.0
2014,Број,Тузлански кантон,M,29484.0
2014,Број,Зеничко-добојски кантон,M,26577.0
2014,Број,Босанско-подрињски кантон,M,3283.0
2014,Број,Средњобосански кантон,M,9722.0
2014,Број,Херцеговачко-неретвански кантон,M,7567.0
2014,Број,Западнохерцеговчки кантон,M,1564.0
2014,Број,Кантон Сарајево,M,52841.0
2014,Број,Кантон 10,M,2362.0
2014,Број,Федерација Босне и Херцеговине,Ж,157493.0
2014,Број,Унско-сански кантон,Ж,12119.0
2014,Број,ПОсавски кантон,Ж,530.0
2014,Број,Тузлански кантон,Ж,34264.0
2014,Број,Зеничко-добојски кантон,Ж,32773.0
2014,Број,Босанско-подрињски кантон,Ж,7150.0
2014,Број,Средњобосански кантон,Ж,10168.0
2014,Број,Херцеговачко-неретвански кантон,Ж,10315.0
2014,Број,Западнохерцеговчки кантон,Ж,1966.0
2014,Број,Кантон Сарајево,Ж,45107.0
2014,Број,Кантон 10,Ж,3101.0
2015,Број,Федерација Босне и Херцеговине,Оба пола,283575.0
2015,Број,Унско-сански кантон,Оба пола,21810.0
2015,Број,ПОсавски кантон,Оба пола,1041.0
2015,Број,Тузлански кантон,Оба пола,63009.0
2015,Број,Зеничко-добојски кантон,Оба пола,55022.0
2015,Број,Босанско-подрињски кантон,Оба пола,11535.0
2015,Број,Средњобосански кантон,Оба пола,17407.0
2015,Број,Херцеговачко-неретвански кантон,Оба пола,17673.0
2015,Број,Западнохерцеговчки кантон,Оба пола,3614.0
2015,Број,Кантон Сарајево,Оба пола,86478.0
2015,Број,Кантон 10,Оба пола,5986.0
2015,Број,Федерација Босне и Херцеговине,M,139273.0
2015,Број,Унско-сански кантон,M,10336.0
2015,Број,ПОсавски кантон,M,425.0
2015,Број,Тузлански кантон,M,27833.0
2015,Број,Зеничко-добојски кантон,M,25681.0
2015,Број,Босанско-подрињски кантон,M,4981.0
2015,Број,Средњобосански кантон,M,8230.0
2015,Број,Херцеговачко-неретвански кантон,M,7348.0
2015,Број,Западнохерцеговчки кантон,M,1671.0
2015,Број,Кантон Сарајево,M,50212.0
2015,Број,Кантон 10,M,2556.0
2015,Број,Федерација Босне и Херцеговине,Ж,144302.0
2015,Број,Унско-сански кантон,Ж,11474.0
2015,Број,ПОсавски кантон,Ж,616.0
2015,Број,Тузлански кантон,Ж,35176.0
2015,Број,Зеничко-добојски кантон,Ж,29341.0
2015,Број,Босанско-подрињски кантон,Ж,6554.0
2015,Број,Средњобосански кантон,Ж,9177.0
2015,Број,Херцеговачко-неретвански кантон,Ж,10325.0
2015,Број,Западнохерцеговчки кантон,Ж,1943.0
2015,Број,Кантон Сарајево,Ж,36266.0
2015,Број,Кантон 10,Ж,3430.0
2016,Број,Федерација Босне и Херцеговине,Оба пола,295304.0
2016,Број,Унско-сански кантон,Оба пола,21855.0
2016,Број,ПОсавски кантон,Оба пола,1060.0
2016,Број,Тузлански кантон,Оба пола,68369.0
2016,Број,Зеничко-добојски кантон,Оба пола,48270.0
2016,Број,Босанско-подрињски кантон,Оба пола,11194.0
2016,Број,Средњобосански кантон,Оба пола,18371.0
2016,Број,Херцеговачко-неретвански кантон,Оба пола,17707.0
2016,Број,Западнохерцеговчки кантон,Оба пола,2187.0
2016,Број,Кантон Сарајево,Оба пола,101740.0
2016,Број,Кантон 10,Оба пола,4551.0
2016,Број,Федерација Босне и Херцеговине,M,135801.0
2016,Број,Унско-сански кантон,M,10051.0
2016,Број,ПОсавски кантон,M,499.0
2016,Број,Тузлански кантон,M,29440.0
2016,Број,Зеничко-добојски кантон,M,23551.0
2016,Број,Босанско-подрињски кантон,M,5162.0
2016,Број,Средњобосански кантон,M,8627.0
2016,Број,Херцеговачко-неретвански кантон,M,7663.0
2016,Број,Западнохерцеговчки кантон,M,979.0
2016,Број,Кантон Сарајево,M,47713.0
2016,Број,Кантон 10,M,2116.0
2016,Број,Федерација Босне и Херцеговине,Ж,159503.0
2016,Број,Унско-сански кантон,Ж,11804.0
2016,Број,ПОсавски кантон,Ж,561.0
2016,Број,Тузлански кантон,Ж,38929.0
2016,Број,Зеничко-добојски кантон,Ж,24719.0
2016,Број,Босанско-подрињски кантон,Ж,6032.0
2016,Број,Средњобосански кантон,Ж,9744.0
2016,Број,Херцеговачко-неретвански кантон,Ж,10044.0
2016,Број,Западнохерцеговчки кантон,Ж,1208.0
2016,Број,Кантон Сарајево,Ж,54027.0
2016,Број,Кантон 10,Ж,2435.0
2017,Број,Федерација Босне и Херцеговине,Оба пола,272769.0
2017,Број,Унско-сански кантон,Оба пола,21163.0
2017,Број,ПОсавски кантон,Оба пола,1309.0
2017,Број,Тузлански кантон,Оба пола,56420.0
2017,Број,Зеничко-добојски кантон,Оба пола,48168.0
2017,Број,Босанско-подрињски кантон,Оба пола,10088.0
2017,Број,Средњобосански кантон,Оба пола,18006.0
2017,Број,Херцеговачко-неретвански кантон,Оба пола,15978.0
2017,Број,Западнохерцеговчки кантон,Оба пола,2445.0
2017,Број,Кантон Сарајево,Оба пола,95028.0
2017,Број,Кантон 10,Оба пола,4164.0
2017,Број,Федерација Босне и Херцеговине,M,124731.0
2017,Број,Унско-сански кантон,M,10694.0
2017,Број,ПОсавски кантон,M,615.0
2017,Број,Тузлански кантон,M,24534.0
2017,Број,Зеничко-добојски кантон,M,22598.0
2017,Број,Босанско-подрињски кантон,M,4588.0
2017,Број,Средњобосански кантон,M,8052.0
2017,Број,Херцеговачко-неретвански кантон,M,5238.0
2017,Број,Западнохерцеговчки кантон,M,1062.0
2017,Број,Кантон Сарајево,M,45327.0
2017,Број,Кантон 10,M,2023.0
2017,Број,Федерација Босне и Херцеговине,Ж,148038.0
2017,Број,Унско-сански кантон,Ж,10469.0
2017,Број,ПОсавски кантон,Ж,694.0
2017,Број,Тузлански кантон,Ж,31886.0
2017,Број,Зеничко-добојски кантон,Ж,25570.0
2017,Број,Босанско-подрињски кантон,Ж,5500.0
2017,Број,Средњобосански кантон,Ж,9954.0
2017,Број,Херцеговачко-неретвански кантон,Ж,10740.0
2017,Број,Западнохерцеговчки кантон,Ж,1383.0
2017,Број,Кантон Сарајево,Ж,49701.0
2017,Број,Кантон 10,Ж,2141.0
2018,Број,Федерација Босне и Херцеговине,Оба пола,495614.0
2018,Број,Унско-сански кантон,Оба пола,26314.0
2018,Број,ПОсавски кантон,Оба пола,2532.0
2018,Број,Тузлански кантон,Оба пола,92459.0
2018,Број,Зеничко-добојски кантон,Оба пола,81918.0
2018,Број,Босанско-подрињски кантон,Оба пола,14195.0
2018,Број,Средњобосански кантон,Оба пола,27811.0
2018,Број,Херцеговачко-неретвански кантон,Оба пола,29813.0
2018,Број,Западнохерцеговчки кантон,Оба пола,4328.0
2018,Број,Кантон Сарајево,Оба пола,208374.0
2018,Број,Кантон 10,Оба пола,7870.0
2018,Број,Федерација Босне и Херцеговине,M,324387.0
2018,Број,Унско-сански кантон,M,17081.0
2018,Број,ПОсавски кантон,M,1648.0
2018,Број,Тузлански кантон,M,61012.0
2018,Број,Зеничко-добојски кантон,M,53492.0
2018,Број,Босанско-подрињски кантон,M,9490.0
2018,Број,Средњобосански кантон,M,17738.0
2018,Број,Херцеговачко-неретвански кантон,M,20533.0
2018,Број,Западнохерцеговчки кантон,M,2962.0
2018,Број,Кантон Сарајево,M,134532.0
2018,Број,Кантон 10,M,5599.0
2018,Број,Федерација Босне и Херцеговине,Ж,171227.0
2018,Број,Унско-сански кантон,Ж,9233.0
2018,Број,ПОсавски кантон,Ж,884.0
2018,Број,Тузлански кантон,Ж,31447.0
2018,Број,Зеничко-добојски кантон,Ж,28426.0
2018,Број,Босанско-подрињски кантон,Ж,4705.0
2018,Број,Средњобосански кантон,Ж,10073.0
2018,Број,Херцеговачко-неретвански кантон,Ж,9280.0
2018,Број,Западнохерцеговчки кантон,Ж,1366.0
2018,Број,Кантон Сарајево,Ж,73842.0
2018,Број,Кантон 10,Ж,1971.0
