Year,UNIT_MEASURE,Administrative area,Sex,Disabilities,Value
2013,Number,Mostar,F,Multiple disabilities,1499
2013,Number,Neum,F,Multiple disabilities,66
2013,Number,novi_grad_sarajevo,F,Multiple disabilities,2327
2013,Number,Novi Travnik,F,Multiple disabilities,385
2013,Number,novo_sarajevo,F,Multiple disabilities,1216
2013,Number,Odzak,F,Multiple disabilities,224
2013,Number,Olovo,F,Multiple disabilities,278
2013,Number,Orasje,F,Multiple disabilities,331
2013,Number,pale-fbih,F,Multiple disabilities,31
2013,Number,Posusje,F,Multiple disabilities,188
2013,Number,Prozor,F,Multiple disabilities,135
2013,Number,Ravno,F,Multiple disabilities,25
2013,Number,Sanski Most,F,Multiple disabilities,455
2013,Number,Sapna,F,Multiple disabilities,113
2013,Number,Srebrenik,F,Multiple disabilities,970
2013,Number,stari_grad_sarajevo,F,Multiple disabilities,854
2013,Number,Stolac,F,Multiple disabilities,238
2013,Number,Siroki Brijeg,F,Multiple disabilities,281
2013,Number,Teocak,F,Multiple disabilities,107
2013,Number,Tesanj,F,Multiple disabilities,652
2013,Number,Tomislavgrad,F,Multiple disabilities,209
2013,Number,Travnik,F,Multiple disabilities,864
2013,Number,trnovo-fbih,F,Multiple disabilities,43
2013,Number,Tuzla,F,Multiple disabilities,3252
2013,Number,Usora,F,Multiple disabilities,89
2013,Number,Vares,F,Multiple disabilities,293
2013,Number,Velika Kladusa,F,Multiple disabilities,735
2013,Number,Visoko,F,Multiple disabilities,605
2013,Number,Vitez,F,Multiple disabilities,432
2013,Number,vogosca,F,Multiple disabilities,547
2013,Number,Zavidovici,F,Multiple disabilities,755
2013,Number,Zenica,F,Multiple disabilities,1942
2013,Number,Zepce,F,Multiple disabilities,467
2013,Number,Zivinice,F,Multiple disabilities,1398
