Year,UNIT_MEASURE,Административна јединица,Пол,Value
2012,Број,Посавски кантон,Ж,244
2013,Број,Посавски кантон,Ж,199
2014,Број,Посавски кантон,Ж,205
2015,Број,Посавски кантон,Ж,140
2016,Број,Посавски кантон,Ж,163
2017,Број,Посавски кантон,Ж,147
2018,Број,Посавски кантон,Ж,141
2019,Број,Посавски кантон,Ж,139
2020,Број,Посавски кантон,Ж,117
2021,Број,Посавски кантон,Ж,108
2022,Број,Посавски кантон,Ж,104
2010,Број,Тузлански кантон,Оба пола,7384
2011,Број,Тузлански кантон,Оба пола,7674
2012,Број,Тузлански кантон,Оба пола,6070
2013,Број,Тузлански кантон,Оба пола,4077
2014,Број,Тузлански кантон,Оба пола,4039
2015,Број,Тузлански кантон,Оба пола,5119
2016,Број,Тузлански кантон,Оба пола,5065
2017,Број,Тузлански кантон,Оба пола,4514
2018,Број,Тузлански кантон,Оба пола,4368
2019,Број,Тузлански кантон,Оба пола,4302
2020,Број,Тузлански кантон,Оба пола,4243
2021,Број,Тузлански кантон,Оба пола,3869
2022,Број,Тузлански кантон,Оба пола,3859
2010,Број,Тузлански кантон,M,3717
2011,Број,Тузлански кантон,M,3947
2012,Број,Тузлански кантон,M,3147
2013,Број,Тузлански кантон,M,2114
2014,Број,Тузлански кантон,M,2032
2015,Број,Тузлански кантон,M,2636
2016,Број,Тузлански кантон,M,2557
2017,Број,Тузлански кантон,M,2312
2018,Број,Тузлански кантон,M,2235
2019,Број,Тузлански кантон,M,2174
2020,Број,Тузлански кантон,M,2190
2021,Број,Тузлански кантон,M,2011
2022,Број,Тузлански кантон,M,2011
2010,Број,Тузлански кантон,Ж,3667
2011,Број,Тузлански кантон,Ж,3727
2012,Број,Тузлански кантон,Ж,2923
2013,Број,Тузлански кантон,Ж,1963
2014,Број,Тузлански кантон,Ж,2007
2015,Број,Тузлански кантон,Ж,2483
2016,Број,Тузлански кантон,Ж,2508
2017,Број,Тузлански кантон,Ж,2202
2018,Број,Тузлански кантон,Ж,2133
2019,Број,Тузлански кантон,Ж,2128
2020,Број,Тузлански кантон,Ж,2053
2021,Број,Тузлански кантон,Ж,1858
2022,Број,Тузлански кантон,Ж,1848
2010,Број,Зеничко-добојски кантон,Оба пола,6300
2011,Број,Зеничко-добојски кантон,Оба пола,6643
2012,Број,Зеничко-добојски кантон,Оба пола,4205
2013,Број,Зеничко-добојски кантон,Оба пола,3703
2014,Број,Зеничко-добојски кантон,Оба пола,4506
2015,Број,Зеничко-добојски кантон,Оба пола,4198
2016,Број,Зеничко-добојски кантон,Оба пола,3957
2017,Број,Зеничко-добојски кантон,Оба пола,5596
2018,Број,Зеничко-добојски кантон,Оба пола,4816
2019,Број,Зеничко-добојски кантон,Оба пола,3629
2020,Број,Зеничко-добојски кантон,Оба пола,3468
2021,Број,Зеничко-добојски кантон,Оба пола,3536
2022,Број,Зеничко-добојски кантон,Оба пола,3486
2010,Број,Зеничко-добојски кантон,M,3192
2011,Број,Зеничко-добојски кантон,M,3448
2012,Број,Зеничко-добојски кантон,M,2144
2013,Број,Зеничко-добојски кантон,M,1939
2014,Број,Зеничко-добојски кантон,M,2292
2015,Број,Зеничко-добојски кантон,M,2188
2016,Број,Зеничко-добојски кантон,M,2007
2017,Број,Зеничко-добојски кантон,M,2860
2018,Број,Зеничко-добојски кантон,M,2447
2019,Број,Зеничко-добојски кантон,M,1853
2020,Број,Зеничко-добојски кантон,M,1764
2021,Број,Зеничко-добојски кантон,M,1793
2022,Број,Зеничко-добојски кантон,M,1797
2010,Број,Зеничко-добојски кантон,Ж,3108
2011,Број,Зеничко-добојски кантон,Ж,3195
2012,Број,Зеничко-добојски кантон,Ж,2061
2013,Број,Зеничко-добојски кантон,Ж,1764
2014,Број,Зеничко-добојски кантон,Ж,2214
2015,Број,Зеничко-добојски кантон,Ж,2010
2016,Број,Зеничко-добојски кантон,Ж,1950
2017,Број,Зеничко-добојски кантон,Ж,2736
2018,Број,Зеничко-добојски кантон,Ж,2369
2019,Број,Зеничко-добојски кантон,Ж,1776
2020,Број,Зеничко-добојски кантон,Ж,1704
2021,Број,Зеничко-добојски кантон,Ж,1743
2022,Број,Зеничко-добојски кантон,Ж,1689
2010,Број,Босанско-подрињски кантон,Оба пола,360
2011,Број,Босанско-подрињски кантон,Оба пола,476
2012,Број,Босанско-подрињски кантон,Оба пола,374
2013,Број,Босанско-подрињски кантон,Оба пола,169
2014,Број,Босанско-подрињски кантон,Оба пола,319
2015,Број,Босанско-подрињски кантон,Оба пола,276
2016,Број,Босанско-подрињски кантон,Оба пола,238
2017,Број,Босанско-подрињски кантон,Оба пола,223
2018,Број,Босанско-подрињски кантон,Оба пола,207
2019,Број,Босанско-подрињски кантон,Оба пола,220
2020,Број,Босанско-подрињски кантон,Оба пола,209
2021,Број,Босанско-подрињски кантон,Оба пола,188
2022,Број,Босанско-подрињски кантон,Оба пола,174
2010,Број,Босанско-подрињски кантон,M,200
2011,Број,Босанско-подрињски кантон,M,261
2012,Број,Босанско-подрињски кантон,M,198
2013,Број,Босанско-подрињски кантон,M,90
2014,Број,Босанско-подрињски кантон,M,173
2015,Број,Босанско-подрињски кантон,M,129
2016,Број,Босанско-подрињски кантон,M,113
2017,Број,Босанско-подрињски кантон,M,121
2018,Број,Босанско-подрињски кантон,M,102
2019,Број,Босанско-подрињски кантон,M,122
2020,Број,Босанско-подрињски кантон,M,113
2021,Број,Босанско-подрињски кантон,M,96
2022,Број,Босанско-подрињски кантон,M,83
2010,Број,Босанско-подрињски кантон,Ж,160
2011,Број,Босанско-подрињски кантон,Ж,215
2012,Број,Босанско-подрињски кантон,Ж,176
2013,Број,Босанско-подрињски кантон,Ж,79
2014,Број,Босанско-подрињски кантон,Ж,146
2015,Број,Босанско-подрињски кантон,Ж,147
2016,Број,Босанско-подрињски кантон,Ж,125
2017,Број,Босанско-подрињски кантон,Ж,102
2018,Број,Босанско-подрињски кантон,Ж,105
2019,Број,Босанско-подрињски кантон,Ж,98
2020,Број,Босанско-подрињски кантон,Ж,96
2021,Број,Босанско-подрињски кантон,Ж,92
2022,Број,Босанско-подрињски кантон,Ж,91
2010,Број,Средњобосански кантон,Оба пола,4168
2011,Број,Средњобосански кантон,Оба пола,4223
2012,Број,Средњобосански кантон,Оба пола,3697
2013,Број,Средњобосански кантон,Оба пола,3404
2014,Број,Средњобосански кантон,Оба пола,3013
2015,Број,Средњобосански кантон,Оба пола,3076
2016,Број,Средњобосански кантон,Оба пола,2758
2017,Број,Средњобосански кантон,Оба пола,2881
2018,Број,Средњобосански кантон,Оба пола,967
2019,Број,Средњобосански кантон,Оба пола,2706
2020,Број,Средњобосански кантон,Оба пола,2506
2021,Број,Средњобосански кантон,Оба пола,2404
2022,Број,Средњобосански кантон,Оба пола,2295
2010,Број,Средњобосански кантон,M,2092
2011,Број,Средњобосански кантон,M,2184
2012,Број,Средњобосански кантон,M,1953
2013,Број,Средњобосански кантон,M,1702
2014,Број,Средњобосански кантон,M,1485
2015,Број,Средњобосански кантон,M,1538
2016,Број,Средњобосански кантон,M,1503
2017,Број,Средњобосански кантон,M,1458
2018,Број,Средњобосански кантон,M,487
2019,Број,Средњобосански кантон,M,1421
2020,Број,Средњобосански кантон,M,1279
2021,Број,Средњобосански кантон,M,1218
2022,Број,Средњобосански кантон,M,1199
2010,Број,Средњобосански кантон,Ж,2076
2011,Број,Средњобосански кантон,Ж,2039
2012,Број,Средњобосански кантон,Ж,1744
2013,Број,Средњобосански кантон,Ж,1702
2014,Број,Средњобосански кантон,Ж,1528
2015,Број,Средњобосански кантон,Ж,1538
2016,Број,Средњобосански кантон,Ж,1255
2017,Број,Средњобосански кантон,Ж,1423
2018,Број,Средњобосански кантон,Ж,480
2019,Број,Средњобосански кантон,Ж,1285
2020,Број,Средњобосански кантон,Ж,1227
2021,Број,Средњобосански кантон,Ж,1186
2022,Број,Средњобосански кантон,Ж,1096
2010,Број,Херцеговачко-неретвански кантон,Оба пола,3256
2011,Број,Херцеговачко-неретвански кантон,Оба пола,3141
2012,Број,Херцеговачко-неретвански кантон,Оба пола,2959
2013,Број,Херцеговачко-неретвански кантон,Оба пола,2527
2014,Број,Херцеговачко-неретвански кантон,Оба пола,2019
2015,Број,Херцеговачко-неретвански кантон,Оба пола,2321
2016,Број,Херцеговачко-неретвански кантон,Оба пола,2493
2017,Број,Херцеговачко-неретвански кантон,Оба пола,2518
2018,Број,Херцеговачко-неретвански кантон,Оба пола,1737
2019,Број,Херцеговачко-неретвански кантон,Оба пола,2084
2020,Број,Херцеговачко-неретвански кантон,Оба пола,1906
2021,Број,Херцеговачко-неретвански кантон,Оба пола,1813
2022,Број,Херцеговачко-неретвански кантон,Оба пола,1765
2010,Број,Херцеговачко-неретвански кантон,M,1617
2011,Број,Херцеговачко-неретвански кантон,M,1638
2012,Број,Херцеговачко-неретвански кантон,M,1597
2013,Број,Херцеговачко-неретвански кантон,M,1249
2014,Број,Херцеговачко-неретвански кантон,M,996
2015,Број,Херцеговачко-неретвански кантон,M,1208
2016,Број,Херцеговачко-неретвански кантон,M,1284
2017,Број,Херцеговачко-неретвански кантон,M,1250
2018,Број,Херцеговачко-неретвански кантон,M,909
2019,Број,Херцеговачко-неретвански кантон,M,1055
2020,Број,Херцеговачко-неретвански кантон,M,959
2021,Број,Херцеговачко-неретвански кантон,M,941
2022,Број,Херцеговачко-неретвански кантон,M,961
2010,Број,Херцеговачко-неретвански кантон,Ж,1639
2011,Број,Херцеговачко-неретвански кантон,Ж,1503
2012,Број,Херцеговачко-неретвански кантон,Ж,1362
2013,Број,Херцеговачко-неретвански кантон,Ж,1278
2014,Број,Херцеговачко-неретвански кантон,Ж,1023
2015,Број,Херцеговачко-неретвански кантон,Ж,1113
2016,Број,Херцеговачко-неретвански кантон,Ж,1209
2017,Број,Херцеговачко-неретвански кантон,Ж,1268
2018,Број,Херцеговачко-неретвански кантон,Ж,828
2019,Број,Херцеговачко-неретвански кантон,Ж,1029
2020,Број,Херцеговачко-неретвански кантон,Ж,947
2021,Број,Херцеговачко-неретвански кантон,Ж,872
2022,Број,Херцеговачко-неретвански кантон,Ж,804
2010,Број,Западнохерцеговчки кантон,Оба пола,1280
2011,Број,Западнохерцеговчки кантон,Оба пола,1226
2012,Број,Западнохерцеговчки кантон,Оба пола,1346
2013,Број,Западнохерцеговчки кантон,Оба пола,1291
2014,Број,Западнохерцеговчки кантон,Оба пола,1154
2015,Број,Западнохерцеговчки кантон,Оба пола,1080
2016,Број,Западнохерцеговчки кантон,Оба пола,1285
2017,Број,Западнохерцеговчки кантон,Оба пола,1490
2018,Број,Западнохерцеговчки кантон,Оба пола,681
2019,Број,Западнохерцеговчки кантон,Оба пола,827
2020,Број,Западнохерцеговчки кантон,Оба пола,916
2021,Број,Западнохерцеговчки кантон,Оба пола,957
2022,Број,Западнохерцеговчки кантон,Оба пола,831
2010,Број,Западнохерцеговчки кантон,M,670
2011,Број,Западнохерцеговчки кантон,M,632
2012,Број,Западнохерцеговчки кантон,M,676
2013,Број,Западнохерцеговчки кантон,M,630
2014,Број,Западнохерцеговчки кантон,M,562
2015,Број,Западнохерцеговчки кантон,M,566
2016,Број,Западнохерцеговчки кантон,M,633
2017,Број,Западнохерцеговчки кантон,M,766
2018,Број,Западнохерцеговчки кантон,M,372
2019,Број,Западнохерцеговчки кантон,M,417
2020,Број,Западнохерцеговчки кантон,M,475
2021,Број,Западнохерцеговчки кантон,M,469
2022,Број,Западнохерцеговчки кантон,M,471
2010,Број,Западнохерцеговчки кантон,Ж,610
2011,Број,Западнохерцеговчки кантон,Ж,594
2012,Број,Западнохерцеговчки кантон,Ж,670
2013,Број,Западнохерцеговчки кантон,Ж,661
2014,Број,Западнохерцеговчки кантон,Ж,592
2015,Број,Западнохерцеговчки кантон,Ж,514
2016,Број,Западнохерцеговчки кантон,Ж,652
2017,Број,Западнохерцеговчки кантон,Ж,724
2018,Број,Западнохерцеговчки кантон,Ж,309
2019,Број,Западнохерцеговчки кантон,Ж,410
2020,Број,Западнохерцеговчки кантон,Ж,441
2021,Број,Западнохерцеговчки кантон,Ж,488
2022,Број,Западнохерцеговчки кантон,Ж,360
2010,Број,Кантон Сарајево,Оба пола,5433
2011,Број,Кантон Сарајево,Оба пола,5900
2012,Број,Кантон Сарајево,Оба пола,4730
2013,Број,Кантон Сарајево,Оба пола,2612
2014,Број,Кантон Сарајево,Оба пола,4486
2015,Број,Кантон Сарајево,Оба пола,4183
2016,Број,Кантон Сарајево,Оба пола,3897
2017,Број,Кантон Сарајево,Оба пола,3900
2018,Број,Кантон Сарајево,Оба пола,3926
2019,Број,Кантон Сарајево,Оба пола,3838
2020,Број,Кантон Сарајево,Оба пола,3704
2021,Број,Кантон Сарајево,Оба пола,3890
2022,Број,Кантон Сарајево,Оба пола,3957
2010,Број,Кантон Сарајево,M,2777
2011,Број,Кантон Сарајево,M,2990
2012,Број,Кантон Сарајево,M,2453
2013,Број,Кантон Сарајево,M,1335
2014,Број,Кантон Сарајево,M,2299
2015,Број,Кантон Сарајево,M,2108
2016,Број,Кантон Сарајево,M,2002
2017,Број,Кантон Сарајево,M,1996
2018,Број,Кантон Сарајево,M,2042
2019,Број,Кантон Сарајево,M,2024
2020,Број,Кантон Сарајево,M,1917
2021,Број,Кантон Сарајево,M,1993
2022,Број,Кантон Сарајево,M,1990
2010,Број,Кантон Сарајево,Ж,2656
2011,Број,Кантон Сарајево,Ж,2910
2012,Број,Кантон Сарајево,Ж,2277
2013,Број,Кантон Сарајево,Ж,1277
2014,Број,Кантон Сарајево,Ж,2187
2015,Број,Кантон Сарајево,Ж,2075
2016,Број,Кантон Сарајево,Ж,1895
2017,Број,Кантон Сарајево,Ж,1904
2018,Број,Кантон Сарајево,Ж,1884
2019,Број,Кантон Сарајево,Ж,1814
2020,Број,Кантон Сарајево,Ж,1787
2021,Број,Кантон Сарајево,Ж,1897
2022,Број,Кантон Сарајево,Ж,1967
2010,Број,Кантон 10,Оба пола,736
2011,Број,Кантон 10,Оба пола,859
2012,Број,Кантон 10,Оба пола,853
2013,Број,Кантон 10,Оба пола,723
2014,Број,Кантон 10,Оба пола,727
2015,Број,Кантон 10,Оба пола,412
2016,Број,Кантон 10,Оба пола,585
2017,Број,Кантон 10,Оба пола,609
2018,Број,Кантон 10,Оба пола,611
2019,Број,Кантон 10,Оба пола,559
2020,Број,Кантон 10,Оба пола,505
2021,Број,Кантон 10,Оба пола,507
2022,Број,Кантон 10,Оба пола,439
2010,Број,Кантон 10,M,387
2011,Број,Кантон 10,M,419
2012,Број,Кантон 10,M,393
2013,Број,Кантон 10,M,398
2014,Број,Кантон 10,M,372
2015,Број,Кантон 10,M,209
2016,Број,Кантон 10,M,293
2017,Број,Кантон 10,M,323
2018,Број,Кантон 10,M,312
2019,Број,Кантон 10,M,276
2020,Број,Кантон 10,M,281
2021,Број,Кантон 10,M,253
2022,Број,Кантон 10,M,221
2010,Број,Кантон 10,Ж,349
2011,Број,Кантон 10,Ж,440
2012,Број,Кантон 10,Ж,460
2013,Број,Кантон 10,Ж,325
2014,Број,Кантон 10,Ж,355
2015,Број,Кантон 10,Ж,203
2016,Број,Кантон 10,Ж,292
2017,Број,Кантон 10,Ж,286
2018,Број,Кантон 10,Ж,299
2019,Број,Кантон 10,Ж,283
2020,Број,Кантон 10,Ж,224
2021,Број,Кантон 10,Ж,254
2022,Број,Кантон 10,Ж,218
